route,policy,slice,n,rmse,rmse_base
soft_all_r32_l0_p4,distance_50_45_25,new,9068,0.0702586897,0.0704712639
soft_all_r32_l0_p4,distance_50_45_25,shared,1508,0.0519867783,0.0513951813
soft_all_r32_l0_p4,distance_50_45_25,new2025,1516,0.0801641408,0.0797533421
soft_all_r32_l0_p4,distance_50_45_25,shared2025,1508,0.0519867783,0.0513951813
soft_all_r32_l0_p4,distance_50_45_25,new2025_near,1408,0.0793338979,0.0789108893
soft_all_r32_l0_p4,distance_50_45_25,new2025_far,18,0.0921073679,0.0931731510
soft_all_r32_l0_p4,distance_50_45_25,shared2025_near,1431,0.0519613595,0.0513532772
soft_all_r32_l0_p4,distance_50_45_25,shared2025_far,10,0.0969736490,0.0973607376
soft_all_r32_l0_p4,distance_50_45_25,source_s2,4693,0.0664380391,0.0665003066
soft_all_r32_l0_p4,distance_50_45_25,source_landsat,4065,0.0713236134,0.0710960435
soft_all_r32_l0_p4,distance_50_45_25,source_modis,1818,0.0639888089,0.0651471604
soft_all_r32_l0_p4,distance_45_40_30,all,10576,0.0678911843,0.0680787938
soft_all_r32_l0_p4,distance_45_40_30,near,6890,0.0662241543,0.0662006592
soft_all_r32_l0_p4,distance_45_40_30,mid,1711,0.0719808016,0.0729940242
soft_all_r32_l0_p4,distance_45_40_30,far,1975,0.0699543837,0.0700986011
soft_all_r32_l0_p4,distance_45_40_30,history,7552,0.0680607604,0.0684564515
soft_all_r32_l0_p4,distance_45_40_30,2025,3024,0.0674658312,0.0671263704
soft_all_r32_l0_p4,distance_45_40_30,new,9068,0.0702074490,0.0704712639
soft_all_r32_l0_p4,distance_45_40_30,shared,1508,0.0518240541,0.0513951813
soft_all_r32_l0_p4,distance_45_40_30,new2025,1516,0.0800480962,0.0797533421
soft_all_r32_l0_p4,distance_45_40_30,shared2025,1508,0.0518240541,0.0513951813
soft_all_r32_l0_p4,distance_45_40_30,new2025_near,1408,0.0792190574,0.0789108893
soft_all_r32_l0_p4,distance_45_40_30,new2025_far,18,0.0919392699,0.0931731510
soft_all_r32_l0_p4,distance_45_40_30,shared2025_near,1431,0.0517950581,0.0513532772
soft_all_r32_l0_p4,distance_45_40_30,shared2025_far,10,0.0969303496,0.0973607376
soft_all_r32_l0_p4,distance_45_40_30,source_s2,4693,0.0663861358,0.0665003066
soft_all_r32_l0_p4,distance_45_40_30,source_landsat,4065,0.0712311135,0.0710960435
soft_all_r32_l0_p4,distance_45_40_30,source_modis,1818,0.0639682364,0.0651471604
soft_all_r32_l0_p4,cohort_year,all,10576,0.0679301332,0.0680787938
soft_all_r32_l0_p4,cohort_year,near,6890,0.0662354133,0.0662006592
soft_all_r32_l0_p4,cohort_year,mid,1711,0.0720167547,0.0729940242
soft_all_r32_l0_p4,cohort_year,far,1975,0.0700874880,0.0700986011
soft_all_r32_l0_p4,cohort_year,history,7552,0.0680613542,0.0684564515
soft_all_r32_l0_p4,cohort_year,2025,3024,0.0676013153,0.0671263704
soft_all_r32_l0_p4,cohort_year,new,9068,0.0702824392,0.0704712639
soft_all_r32_l0_p4,cohort_year,shared,1508,0.0515701603,0.0513951813
soft_all_r32_l0_p4,cohort_year,new2025,1516,0.0804382538,0.0797533421
soft_all_r32_l0_p4,cohort_year,shared2025,1508,0.0515701603,0.0513951813
soft_all_r32_l0_p4,cohort_year,new2025_near,1408,0.0796113073,0.0789108893
soft_all_r32_l0_p4,cohort_year,new2025_far,18,0.0912529091,0.0931731510
soft_all_r32_l0_p4,cohort_year,shared2025_near,1431,0.0515318672,0.0513532772
soft_all_r32_l0_p4,cohort_year,shared2025_far,10,0.0968984679,0.0973607376
soft_all_r32_l0_p4,cohort_year,source_s2,4693,0.0664361259,0.0665003066
soft_all_r32_l0_p4,cohort_year,source_landsat,4065,0.0712444265,0.0710960435
soft_all_r32_l0_p4,cohort_year,source_modis,1818,0.0640416158,0.0651471604
soft_all_r32_l0_p4,cohort_year_dist,all,10576,0.0679653902,0.0680787938
soft_all_r32_l0_p4,cohort_year_dist,near,6890,0.0663337402,0.0662006592
soft_all_r32_l0_p4,cohort_year_dist,mid,1711,0.0720167547,0.0729940242
soft_all_r32_l0_p4,cohort_year_dist,far,1975,0.0699459689,0.0700986011
soft_all_r32_l0_p4,cohort_year_dist,history,7552,0.0681106288,0.0684564515
soft_all_r32_l0_p4,cohort_year_dist,2025,3024,0.0676013153,0.0671263704
soft_all_r32_l0_p4,cohort_year_dist,new,9068,0.0703221824,0.0704712639
soft_all_r32_l0_p4,cohort_year_dist,shared,1508,0.0515701603,0.0513951813
soft_all_r32_l0_p4,cohort_year_dist,new2025,1516,0.0804382538,0.0797533421
soft_all_r32_l0_p4,cohort_year_dist,shared2025,1508,0.0515701603,0.0513951813
soft_all_r32_l0_p4,cohort_year_dist,new2025_near,1408,0.0796113073,0.0789108893
soft_all_r32_l0_p4,cohort_year_dist,new2025_far,18,0.0912529091,0.0931731510
soft_all_r32_l0_p4,cohort_year_dist,shared2025_near,1431,0.0515318672,0.0513532772
soft_all_r32_l0_p4,cohort_year_dist,shared2025_far,10,0.0968984679,0.0973607376
soft_all_r32_l0_p4,cohort_year_dist,source_s2,4693,0.0664466205,0.0665003066
soft_all_r32_l0_p4,cohort_year_dist,source_landsat,4065,0.0713038874,0.0710960435
soft_all_r32_l0_p4,cohort_year_dist,source_modis,1818,0.0640831423,0.0651471604
soft_all_r32_l0_p4,new2025_0.45,all,10576,0.0678772102,0.0680787938
soft_all_r32_l0_p4,new2025_0.45,near,6890,0.0661586678,0.0662006592
soft_all_r32_l0_p4,new2025_0.45,mid,1711,0.0719888839,0.0729940242
soft_all_r32_l0_p4,new2025_0.45,far,1975,0.0700905979,0.0700986011
soft_all_r32_l0_p4,new2025_0.45,history,7552,0.0680613542,0.0684564515
soft_all_r32_l0_p4,new2025_0.45,2025,3024,0.0674151409,0.0671263704
soft_all_r32_l0_p4,new2025_0.45,new,9068,0.0702084219,0.0704712639
soft_all_r32_l0_p4,new2025_0.45,shared,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,new2025_0.45,new2025,1516,0.0800506849,0.0797533421
soft_all_r32_l0_p4,new2025_0.45,shared2025,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,new2025_0.45,new2025_near,1408,0.0792190574,0.0789108893
soft_all_r32_l0_p4,new2025_0.45,new2025_far,18,0.0915266493,0.0931731510
soft_all_r32_l0_p4,new2025_0.45,shared2025_near,1431,0.0516518299,0.0513532772
soft_all_r32_l0_p4,new2025_0.45,shared2025_far,10,0.0968780152,0.0973607376
soft_all_r32_l0_p4,new2025_0.45,source_s2,4693,0.0663931749,0.0665003066
soft_all_r32_l0_p4,new2025_0.45,source_landsat,4065,0.0711981311,0.0710960435
soft_all_r32_l0_p4,new2025_0.45,source_modis,1818,0.0639452068,0.0651471604
soft_all_r32_l0_p4,new2025_0.50,all,10576,0.0678963805,0.0680787938
soft_all_r32_l0_p4,new2025_0.50,near,6890,0.0661867831,0.0662006592
soft_all_r32_l0_p4,new2025_0.50,mid,1711,0.0719979826,0.0729940242
soft_all_r32_l0_p4,new2025_0.50,far,1975,0.0700893281,0.0700986011
soft_all_r32_l0_p4,new2025_0.50,history,7552,0.0680613542,0.0684564515
soft_all_r32_l0_p4,new2025_0.50,2025,3024,0.0674826213,0.0671263704
soft_all_r32_l0_p4,new2025_0.50,new,9068,0.0702300374,0.0704712639
soft_all_r32_l0_p4,new2025_0.50,shared,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,new2025_0.50,new2025,1516,0.0801640195,0.0797533421
soft_all_r32_l0_p4,new2025_0.50,shared2025,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,new2025_0.50,new2025_near,1408,0.0793338979,0.0789108893
soft_all_r32_l0_p4,new2025_0.50,new2025_far,18,0.0914198968,0.0931731510
soft_all_r32_l0_p4,new2025_0.50,shared2025_near,1431,0.0516518299,0.0513532772
soft_all_r32_l0_p4,new2025_0.50,shared2025_far,10,0.0968780152,0.0973607376
soft_all_r32_l0_p4,new2025_0.50,source_s2,4693,0.0664065534,0.0665003066
soft_all_r32_l0_p4,new2025_0.50,source_landsat,4065,0.0712178820,0.0710960435
soft_all_r32_l0_p4,new2025_0.50,source_modis,1818,0.0639785531,0.0651471604
soft_all_r32_l0_p4,new2025_0.55,all,10576,0.0679182633,0.0680787938
soft_all_r32_l0_p4,new2025_0.55,near,6890,0.0662188349,0.0662006592
soft_all_r32_l0_p4,new2025_0.55,mid,1711,0.0720080971,0.0729940242
soft_all_r32_l0_p4,new2025_0.55,far,1975,0.0700882438,0.0700986011
soft_all_r32_l0_p4,new2025_0.55,history,7552,0.0680613542,0.0684564515
soft_all_r32_l0_p4,new2025_0.55,2025,3024,0.0675595911,0.0671263704
soft_all_r32_l0_p4,new2025_0.55,new,9068,0.0702547110,0.0704712639
soft_all_r32_l0_p4,new2025_0.55,shared,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,new2025_0.55,new2025,1516,0.0802932346,0.0797533421
soft_all_r32_l0_p4,new2025_0.55,shared2025,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,new2025_0.55,new2025_near,1408,0.0794646741,0.0789108893
soft_all_r32_l0_p4,new2025_0.55,new2025_far,18,0.0913286345,0.0931731510
soft_all_r32_l0_p4,new2025_0.55,shared2025_near,1431,0.0516518299,0.0513532772
soft_all_r32_l0_p4,new2025_0.55,shared2025_far,10,0.0968780152,0.0973607376
soft_all_r32_l0_p4,new2025_0.55,source_s2,4693,0.0664235024,0.0665003066
soft_all_r32_l0_p4,new2025_0.55,source_landsat,4065,0.0712388452,0.0710960435
soft_all_r32_l0_p4,new2025_0.55,source_modis,1818,0.0640160572,0.0651471604
soft_all_r32_l0_p4,new2025_0.60,all,10576,0.0679428562,0.0680787938
soft_all_r32_l0_p4,new2025_0.60,near,6890,0.0662548174,0.0662006592
soft_all_r32_l0_p4,new2025_0.60,mid,1711,0.0720192272,0.0729940242
soft_all_r32_l0_p4,new2025_0.60,far,1975,0.0700873448,0.0700986011
soft_all_r32_l0_p4,new2025_0.60,history,7552,0.0680613542,0.0684564515
soft_all_r32_l0_p4,new2025_0.60,2025,3024,0.0676460180,0.0671263704
soft_all_r32_l0_p4,new2025_0.60,new,9068,0.0702824392,0.0704712639
soft_all_r32_l0_p4,new2025_0.60,shared,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,new2025_0.60,new2025,1516,0.0804382538,0.0797533421
soft_all_r32_l0_p4,new2025_0.60,shared2025,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,new2025_0.60,new2025_near,1408,0.0796113073,0.0789108893
soft_all_r32_l0_p4,new2025_0.60,new2025_far,18,0.0912529091,0.0931731510
soft_all_r32_l0_p4,new2025_0.60,shared2025_near,1431,0.0516518299,0.0513532772
soft_all_r32_l0_p4,new2025_0.60,shared2025_far,10,0.0968780152,0.0973607376
soft_all_r32_l0_p4,new2025_0.60,source_s2,4693,0.0664440191,0.0665003066
soft_all_r32_l0_p4,new2025_0.60,source_landsat,4065,0.0712610197,0.0710960435
soft_all_r32_l0_p4,new2025_0.60,source_modis,1818,0.0640577115,0.0651471604
soft_all_r32_l0_p4,new2025_0.65,all,10576,0.0679701561,0.0680787938
soft_all_r32_l0_p4,new2025_0.65,near,6890,0.0662947241,0.0662006592
soft_all_r32_l0_p4,new2025_0.65,mid,1711,0.0720313722,0.0729940242
soft_all_r32_l0_p4,new2025_0.65,far,1975,0.0700866313,0.0700986011
soft_all_r32_l0_p4,new2025_0.65,history,7552,0.0680613542,0.0684564515
soft_all_r32_l0_p4,new2025_0.65,2025,3024,0.0677418659,0.0671263704
soft_all_r32_l0_p4,new2025_0.65,new,9068,0.0703132187,0.0704712639
soft_all_r32_l0_p4,new2025_0.65,shared,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,new2025_0.65,new2025,1516,0.0805989917,0.0797533421
soft_all_r32_l0_p4,new2025_0.65,shared2025,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,new2025_0.65,new2025_near,1408,0.0797737101,0.0789108893
soft_all_r32_l0_p4,new2025_0.65,new2025_far,18,0.0911927591,0.0931731510
soft_all_r32_l0_p4,new2025_0.65,shared2025_near,1431,0.0516518299,0.0513532772
soft_all_r32_l0_p4,new2025_0.65,shared2025_far,10,0.0968780152,0.0973607376
soft_all_r32_l0_p4,new2025_0.65,source_s2,4693,0.0664681001,0.0665003066
soft_all_r32_l0_p4,new2025_0.65,source_landsat,4065,0.0712844044,0.0710960435
soft_all_r32_l0_p4,new2025_0.65,source_modis,1818,0.0641035081,0.0651471604
soft_all_r32_l0_p4,new2025_0.70,all,10576,0.0680001598,0.0680787938
soft_all_r32_l0_p4,new2025_0.70,near,6890,0.0663385481,0.0662006592
soft_all_r32_l0_p4,new2025_0.70,mid,1711,0.0720445318,0.0729940242
soft_all_r32_l0_p4,new2025_0.70,far,1975,0.0700861032,0.0700986011
soft_all_r32_l0_p4,new2025_0.70,history,7552,0.0680613542,0.0684564515
soft_all_r32_l0_p4,new2025_0.70,2025,3024,0.0678470947,0.0671263704
soft_all_r32_l0_p4,new2025_0.70,new,9068,0.0703470452,0.0704712639
soft_all_r32_l0_p4,new2025_0.70,shared,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,new2025_0.70,new2025,1516,0.0807753546,0.0797533421
soft_all_r32_l0_p4,new2025_0.70,shared2025,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,new2025_0.70,new2025_near,1408,0.0799517865,0.0789108893
soft_all_r32_l0_p4,new2025_0.70,new2025_far,18,0.0911482154,0.0931731510
soft_all_r32_l0_p4,new2025_0.70,shared2025_near,1431,0.0516518299,0.0513532772
soft_all_r32_l0_p4,new2025_0.70,shared2025_far,10,0.0968780152,0.0973607376
soft_all_r32_l0_p4,new2025_0.70,source_s2,4693,0.0664957416,0.0665003066
soft_all_r32_l0_p4,new2025_0.70,source_landsat,4065,0.0713089980,0.0710960435
soft_all_r32_l0_p4,new2025_0.70,source_modis,1818,0.0641534380,0.0651471604
soft_all_r32_l0_p4,dist_new2025_0.50,all,10576,0.0679636580,0.0680787938
soft_all_r32_l0_p4,dist_new2025_0.50,near,6890,0.0663354080,0.0662006592
soft_all_r32_l0_p4,dist_new2025_0.50,mid,1711,0.0719979826,0.0729940242
soft_all_r32_l0_p4,dist_new2025_0.50,far,1975,0.0699481799,0.0700986011
soft_all_r32_l0_p4,dist_new2025_0.50,history,7552,0.0681106288,0.0684564515
soft_all_r32_l0_p4,dist_new2025_0.50,2025,3024,0.0675952242,0.0671263704
soft_all_r32_l0_p4,dist_new2025_0.50,new,9068,0.0702698102,0.0704712639
soft_all_r32_l0_p4,dist_new2025_0.50,shared,1508,0.0519817888,0.0513951813
soft_all_r32_l0_p4,dist_new2025_0.50,new2025,1516,0.0801640195,0.0797533421
soft_all_r32_l0_p4,dist_new2025_0.50,shared2025,1508,0.0519817888,0.0513951813
soft_all_r32_l0_p4,dist_new2025_0.50,new2025_near,1408,0.0793338979,0.0789108893
soft_all_r32_l0_p4,dist_new2025_0.50,new2025_far,18,0.0914198968,0.0931731510
soft_all_r32_l0_p4,dist_new2025_0.50,shared2025_near,1431,0.0519613595,0.0513532772
soft_all_r32_l0_p4,dist_new2025_0.50,shared2025_far,10,0.0969303496,0.0973607376
soft_all_r32_l0_p4,dist_new2025_0.50,source_s2,4693,0.0664425589,0.0665003066
soft_all_r32_l0_p4,dist_new2025_0.50,source_landsat,4065,0.0713119283,0.0710960435
soft_all_r32_l0_p4,dist_new2025_0.50,source_modis,1818,0.0640633164,0.0651471604
soft_all_r32_l0_p4,dist_new2025_0.55,all,10576,0.0679855192,0.0680787938
soft_all_r32_l0_p4,dist_new2025_0.55,near,6890,0.0663673880,0.0662006592
soft_all_r32_l0_p4,dist_new2025_0.55,mid,1711,0.0720080971,0.0729940242
soft_all_r32_l0_p4,dist_new2025_0.55,far,1975,0.0699470933,0.0700986011
soft_all_r32_l0_p4,dist_new2025_0.55,history,7552,0.0681106288,0.0684564515
soft_all_r32_l0_p4,dist_new2025_0.55,2025,3024,0.0676720660,0.0671263704
soft_all_r32_l0_p4,dist_new2025_0.55,new,9068,0.0702944698,0.0704712639
soft_all_r32_l0_p4,dist_new2025_0.55,shared,1508,0.0519817888,0.0513951813
soft_all_r32_l0_p4,dist_new2025_0.55,new2025,1516,0.0802932346,0.0797533421
soft_all_r32_l0_p4,dist_new2025_0.55,shared2025,1508,0.0519817888,0.0513951813
soft_all_r32_l0_p4,dist_new2025_0.55,new2025_near,1408,0.0794646741,0.0789108893
soft_all_r32_l0_p4,dist_new2025_0.55,new2025_far,18,0.0913286345,0.0931731510
soft_all_r32_l0_p4,dist_new2025_0.55,shared2025_near,1431,0.0519613595,0.0513532772
soft_all_r32_l0_p4,dist_new2025_0.55,shared2025_far,10,0.0969303496,0.0973607376
soft_all_r32_l0_p4,dist_new2025_0.55,source_s2,4693,0.0664594987,0.0665003066
soft_all_r32_l0_p4,dist_new2025_0.55,source_landsat,4065,0.0713328639,0.0710960435
soft_all_r32_l0_p4,dist_new2025_0.55,source_modis,1818,0.0641007708,0.0651471604
soft_all_r32_l0_p4,dist_new2025_0.60,all,10576,0.0680100877,0.0680787938
soft_all_r32_l0_p4,dist_new2025_0.60,near,6890,0.0664032900,0.0662006592
soft_all_r32_l0_p4,dist_new2025_0.60,mid,1711,0.0720192272,0.0729940242
soft_all_r32_l0_p4,dist_new2025_0.60,far,1975,0.0699461926,0.0700986011
soft_all_r32_l0_p4,dist_new2025_0.60,history,7552,0.0681106288,0.0684564515
soft_all_r32_l0_p4,dist_new2025_0.60,2025,3024,0.0677583494,0.0671263704
soft_all_r32_l0_p4,dist_new2025_0.60,new,9068,0.0703221824,0.0704712639
soft_all_r32_l0_p4,dist_new2025_0.60,shared,1508,0.0519817888,0.0513951813
soft_all_r32_l0_p4,dist_new2025_0.60,new2025,1516,0.0804382538,0.0797533421
soft_all_r32_l0_p4,dist_new2025_0.60,shared2025,1508,0.0519817888,0.0513951813
soft_all_r32_l0_p4,dist_new2025_0.60,new2025_near,1408,0.0796113073,0.0789108893
soft_all_r32_l0_p4,dist_new2025_0.60,new2025_far,18,0.0912529091,0.0931731510
soft_all_r32_l0_p4,dist_new2025_0.60,shared2025_near,1431,0.0519613595,0.0513532772
soft_all_r32_l0_p4,dist_new2025_0.60,shared2025_far,10,0.0969303496,0.0973607376
soft_all_r32_l0_p4,dist_new2025_0.60,source_s2,4693,0.0664800043,0.0665003066
soft_all_r32_l0_p4,dist_new2025_0.60,source_landsat,4065,0.0713550091,0.0710960435
soft_all_r32_l0_p4,dist_new2025_0.60,source_modis,1818,0.0641423702,0.0651471604
soft_all_r32_l0_p4,dist_new2025_0.65,all,10576,0.0680373607,0.0680787938
soft_all_r32_l0_p4,dist_new2025_0.65,near,6890,0.0664431075,0.0662006592
soft_all_r32_l0_p4,dist_new2025_0.65,mid,1711,0.0720313722,0.0729940242
soft_all_r32_l0_p4,dist_new2025_0.65,far,1975,0.0699454776,0.0700986011
soft_all_r32_l0_p4,dist_new2025_0.65,history,7552,0.0681106288,0.0684564515
soft_all_r32_l0_p4,dist_new2025_0.65,2025,3024,0.0678540386,0.0671263704
soft_all_r32_l0_p4,dist_new2025_0.65,new,9068,0.0703529444,0.0704712639
soft_all_r32_l0_p4,dist_new2025_0.65,shared,1508,0.0519817888,0.0513951813
soft_all_r32_l0_p4,dist_new2025_0.65,new2025,1516,0.0805989917,0.0797533421
soft_all_r32_l0_p4,dist_new2025_0.65,shared2025,1508,0.0519817888,0.0513951813
soft_all_r32_l0_p4,dist_new2025_0.65,new2025_near,1408,0.0797737101,0.0789108893
soft_all_r32_l0_p4,dist_new2025_0.65,new2025_far,18,0.0911927591,0.0931731510
soft_all_r32_l0_p4,dist_new2025_0.65,shared2025_near,1431,0.0519613595,0.0513532772
soft_all_r32_l0_p4,dist_new2025_0.65,shared2025_far,10,0.0969303496,0.0973607376
soft_all_r32_l0_p4,dist_new2025_0.65,source_s2,4693,0.0665040723,0.0665003066
soft_all_r32_l0_p4,dist_new2025_0.65,source_landsat,4065,0.0713783630,0.0710960435
soft_all_r32_l0_p4,dist_new2025_0.65,source_modis,1818,0.0641881063,0.0651471604
soft_all_r32_l0_p4,dist_new2025_0.70,all,10576,0.0680673348,0.0680787938
soft_all_r32_l0_p4,dist_new2025_0.70,near,6890,0.0664868337,0.0662006592
soft_all_r32_l0_p4,dist_new2025_0.70,mid,1711,0.0720445318,0.0729940242
soft_all_r32_l0_p4,dist_new2025_0.70,far,1975,0.0699449484,0.0700986011
soft_all_r32_l0_p4,dist_new2025_0.70,history,7552,0.0681106288,0.0684564515
soft_all_r32_l0_p4,dist_new2025_0.70,2025,3024,0.0679590938,0.0671263704
soft_all_r32_l0_p4,dist_new2025_0.70,new,9068,0.0703867519,0.0704712639
soft_all_r32_l0_p4,dist_new2025_0.70,shared,1508,0.0519817888,0.0513951813
soft_all_r32_l0_p4,dist_new2025_0.70,new2025,1516,0.0807753546,0.0797533421
soft_all_r32_l0_p4,dist_new2025_0.70,shared2025,1508,0.0519817888,0.0513951813
soft_all_r32_l0_p4,dist_new2025_0.70,new2025_near,1408,0.0799517865,0.0789108893
soft_all_r32_l0_p4,dist_new2025_0.70,new2025_far,18,0.0911482154,0.0931731510
soft_all_r32_l0_p4,dist_new2025_0.70,shared2025_near,1431,0.0519613595,0.0513532772
soft_all_r32_l0_p4,dist_new2025_0.70,shared2025_far,10,0.0969303496,0.0973607376
soft_all_r32_l0_p4,dist_new2025_0.70,source_s2,4693,0.0665316989,0.0665003066
soft_all_r32_l0_p4,dist_new2025_0.70,source_landsat,4065,0.0714029243,0.0710960435
soft_all_r32_l0_p4,dist_new2025_0.70,source_modis,1818,0.0642379705,0.0651471604
post_mode,fixed040,all,10576,0.0679511609,0.0680787938
post_mode,fixed040,near,6890,0.0662981813,0.0662006592
post_mode,fixed040,mid,1711,0.0717781891,0.0729940242
post_mode,fixed040,far,1975,0.0702015262,0.0700986011
post_mode,fixed040,history,7552,0.0681202696,0.0684564515
post_mode,fixed040,2025,3024,0.0675269873,0.0671263704
post_mode,fixed040,new,9068,0.0702509729,0.0704712639
post_mode,fixed040,shared,1508,0.0520202979,0.0513951813
post_mode,fixed040,new2025,1516,0.0800243347,0.0797533421
post_mode,fixed040,shared2025,1508,0.0520202979,0.0513951813
post_mode,fixed040,new2025_near,1408,0.0793113218,0.0789108893
post_mode,fixed040,new2025_far,18,0.0913982465,0.0931731510
post_mode,fixed040,shared2025_near,1431,0.0519771969,0.0513532772
post_mode,fixed040,shared2025_far,10,0.0969101508,0.0973607376
post_mode,fixed040,source_s2,4693,0.0661036570,0.0665003066
post_mode,fixed040,source_landsat,4065,0.0716145427,0.0710960435
post_mode,fixed040,source_modis,1818,0.0641363806,0.0651471604
post_mode,fixed045,all,10576,0.0680475288,0.0680787938
post_mode,fixed045,near,6890,0.0664189392,0.0662006592
post_mode,fixed045,mid,1711,0.0717578785,0.0729940242
post_mode,fixed045,far,1975,0.0703210530,0.0700986011
post_mode,fixed045,history,7552,0.0681964695,0.0684564515
post_mode,fixed045,2025,3024,0.0676741396,0.0671263704
post_mode,fixed045,new,9068,0.0703357951,0.0704712639
post_mode,fixed045,shared,1508,0.0522141660,0.0513951813
post_mode,fixed045,new2025,1516,0.0801466054,0.0797533421
post_mode,fixed045,shared2025,1508,0.0522141660,0.0513951813
post_mode,fixed045,new2025_near,1408,0.0794492430,0.0789108893
post_mode,fixed045,new2025_far,18,0.0912564197,0.0931731510
post_mode,fixed045,shared2025_near,1431,0.0521733517,0.0513532772
post_mode,fixed045,shared2025_far,10,0.0969060634,0.0973607376
post_mode,fixed045,source_s2,4693,0.0661555553,0.0665003066
post_mode,fixed045,source_landsat,4065,0.0717682772,0.0710960435
post_mode,fixed045,source_modis,1818,0.0642083418,0.0651471604
post_mode,distance_50_40_30,all,10576,0.0680876034,0.0680787938
post_mode,distance_50_40_30,near,6890,0.0665635387,0.0662006592
post_mode,distance_50_40_30,mid,1711,0.0717781891,0.0729940242
post_mode,distance_50_40_30,far,1975,0.0700332490,0.0700986011
post_mode,distance_50_40_30,history,7552,0.0681850391,0.0684564515
post_mode,distance_50_40_30,2025,3024,0.0678436609,0.0671263704
post_mode,distance_50_40_30,new,9068,0.0703559270,0.0704712639
post_mode,distance_50_40_30,shared,1508,0.0524170625,0.0513951813
post_mode,distance_50_40_30,new2025,1516,0.0803005988,0.0797533421
post_mode,distance_50_40_30,shared2025,1508,0.0524170625,0.0513951813
post_mode,distance_50_40_30,new2025_near,1408,0.0796064357,0.0789108893
post_mode,distance_50_40_30,new2025_far,18,0.0917359234,0.0931731510
post_mode,distance_50_40_30,shared2025_near,1431,0.0523950127,0.0513532772
post_mode,distance_50_40_30,shared2025_far,10,0.0969532272,0.0973607376
post_mode,distance_50_40_30,source_s2,4693,0.0661406719,0.0665003066
post_mode,distance_50_40_30,source_landsat,4065,0.0718301053,0.0710960435
post_mode,distance_50_40_30,source_modis,1818,0.0643403387,0.0651471604
post_mode,distance_50_45_25,all,10576,0.0680748107,0.0680787938
post_mode,distance_50_45_25,near,6890,0.0665635387,0.0662006592
post_mode,distance_50_45_25,mid,1711,0.0717578785,0.0729940242
post_mode,distance_50_45_25,far,1975,0.0699846688,0.0700986011
post_mode,distance_50_45_25,history,7552,0.0681658914,0.0684564515
post_mode,distance_50_45_25,2025,3024,0.0678468159,0.0671263704
post_mode,distance_50_45_25,new,9068,0.0703404515,0.0704712639
post_mode,distance_50_45_25,shared,1508,0.0524254240,0.0513951813
post_mode,distance_50_45_25,new2025,1516,0.0803004862,0.0797533421
post_mode,distance_50_45_25,shared2025,1508,0.0524254240,0.0513951813
post_mode,distance_50_45_25,new2025_near,1408,0.0796064357,0.0789108893
post_mode,distance_50_45_25,new2025_far,18,0.0919315750,0.0931731510
post_mode,distance_50_45_25,shared2025_near,1431,0.0523950127,0.0513532772
post_mode,distance_50_45_25,shared2025_far,10,0.0969922007,0.0973607376
post_mode,distance_50_45_25,source_s2,4693,0.0661336814,0.0665003066
post_mode,distance_50_45_25,source_landsat,4065,0.0718376473,0.0710960435
post_mode,distance_50_45_25,source_modis,1818,0.0642612645,0.0651471604
post_mode,distance_45_40_30,all,10576,0.0679955469,0.0680787938
post_mode,distance_45_40_30,near,6890,0.0664189392,0.0662006592
post_mode,distance_45_40_30,mid,1711,0.0717781891,0.0729940242
post_mode,distance_45_40_30,far,1975,0.0700332490,0.0700986011
post_mode,distance_45_40_30,history,7552,0.0681227531,0.0684564515
post_mode,distance_45_40_30,2025,3024,0.0676768239,0.0671263704
post_mode,distance_45_40_30,new,9068,0.0702780451,0.0704712639
post_mode,distance_45_40_30,shared,1508,0.0522068314,0.0513951813
post_mode,distance_45_40_30,new2025,1516,0.0801558790,0.0797533421
post_mode,distance_45_40_30,shared2025,1508,0.0522068314,0.0513951813
post_mode,distance_45_40_30,new2025_near,1408,0.0794492430,0.0789108893
post_mode,distance_45_40_30,new2025_far,18,0.0917359234,0.0931731510
post_mode,distance_45_40_30,shared2025_near,1431,0.0521733517,0.0513532772
post_mode,distance_45_40_30,shared2025_far,10,0.0969532272,0.0973607376
post_mode,distance_45_40_30,source_s2,4693,0.0660986370,0.0665003066
post_mode,distance_45_40_30,source_landsat,4065,0.0717022001,0.0710960435
post_mode,distance_45_40_30,source_modis,1818,0.0642043711,0.0651471604
post_mode,cohort_year,all,10576,0.0680352911,0.0680787938
post_mode,cohort_year,near,6890,0.0664340540,0.0662006592
post_mode,cohort_year,mid,1711,0.0717709013,0.0729940242
post_mode,cohort_year,far,1975,0.0701962117,0.0700986011
post_mode,cohort_year,history,7552,0.0681202696,0.0684564515
