route,features,group,model,cap,runs,n,rmse,baseline_rmse,delta_rmse,improved_runs
shared25,compact,group_aoi,ridge100,0.03,9.0,668.0,0.06203234033476526,0.0632222019435464,-0.001189861608781137,7.0
shared25,compact,group_aoi,ridge100,0.04,9.0,668.0,0.06199258622835109,0.0632222019435464,-0.001229615715195309,7.0
shared25,compact,group_aoi,ridge100,0.06,9.0,668.0,0.06208336003295604,0.0632222019435464,-0.0011388419105903616,7.0
shared25,compact,group_aoi,ridge30,0.01,9.0,668.0,0.0628244456443604,0.0632222019435464,-0.00039775629918599453,6.0
shared25,compact,group_aoi,ridge30,0.02,9.0,668.0,0.06269899931576534,0.0632222019435464,-0.0005232026277810636,7.0
shared25,compact,group_aoi,ridge30,0.03,9.0,668.0,0.062443786018096616,0.0632222019435464,-0.0007784159254497838,6.0
shared25,compact,group_aoi,ridge30,0.04,9.0,668.0,0.062278265295954774,0.0632222019435464,-0.0009439366475916255,6.0
shared25,compact,group_aoi,ridge30,0.06,9.0,668.0,0.06232704050289545,0.0632222019435464,-0.0008951614406509517,6.0
shared25,compact,group_aoiyear,hgb8,0.01,9.0,668.0,0.06356370320041058,0.0632222019435464,0.00034150125686417676,3.0
shared25,compact,group_aoiyear,hgb8,0.02,9.0,668.0,0.06384608081254561,0.0632222019435464,0.0006238788689992142,4.0
shared25,compact,group_aoiyear,hgb8,0.03,9.0,668.0,0.06396805646662117,0.0632222019435464,0.0007458545230747682,4.0
shared25,compact,group_aoiyear,hgb8,0.04,9.0,668.0,0.06396805646662117,0.0632222019435464,0.0007458545230747682,4.0
shared25,compact,group_aoiyear,hgb8,0.06,9.0,668.0,0.06396805646662117,0.0632222019435464,0.0007458545230747682,4.0
shared25,compact,group_aoiyear,ridge100,0.01,9.0,668.0,0.06267281864064012,0.0632222019435464,-0.0005493833029062839,7.0
shared25,compact,group_aoiyear,ridge100,0.02,9.0,668.0,0.06230032808556345,0.0632222019435464,-0.0009218738579829522,7.0
shared25,compact,group_aoiyear,ridge100,0.03,9.0,668.0,0.06203234033476526,0.0632222019435464,-0.001189861608781137,7.0
shared25,compact,group_aoiyear,ridge100,0.04,9.0,668.0,0.06199258622835109,0.0632222019435464,-0.001229615715195309,7.0
shared25,compact,group_aoiyear,ridge100,0.06,9.0,668.0,0.06208336003295604,0.0632222019435464,-0.0011388419105903616,7.0
shared25,compact,group_aoiyear,ridge30,0.01,9.0,668.0,0.0628244456443604,0.0632222019435464,-0.00039775629918599453,6.0
shared25,compact,group_aoiyear,ridge30,0.02,9.0,668.0,0.06269899931576534,0.0632222019435464,-0.0005232026277810636,7.0
shared25,compact,group_aoiyear,ridge30,0.03,9.0,668.0,0.062443786018096616,0.0632222019435464,-0.0007784159254497838,6.0
shared25,compact,group_aoiyear,ridge30,0.04,9.0,668.0,0.062278265295954774,0.0632222019435464,-0.0009439366475916255,6.0
shared25,compact,group_aoiyear,ridge30,0.06,9.0,668.0,0.06232704050289545,0.0632222019435464,-0.0008951614406509517,6.0
