width,radius,source_profile,agg,mode,n,rmse_pooled,base_rmse_pooled,delta_pooled,wins,coverage
45,4,False,median,fixed020,10576.0000000000,0.0665216257,0.0666343245,-0.0001126987,2.0000000000,0.9895990923
60,16,False,exp,fixed020,10576.0000000000,0.0665279064,0.0666343245,-0.0001064181,2.0000000000,0.9932866868
60,8,True,exp,fixed020,10576.0000000000,0.0665419672,0.0666343245,-0.0000923572,3.0000000000,0.9922465961
45,32,True,inv2,fixed020,10576.0000000000,0.0665450921,0.0666343245,-0.0000892324,2.0000000000,0.9948940998
60,4,True,mean,fixed020,10576.0000000000,0.0665503353,0.0666343245,-0.0000839891,3.0000000000,0.9895990923
60,16,True,exp,fixed020,10576.0000000000,0.0665531859,0.0666343245,-0.0000811386,3.0000000000,0.9932866868
60,8,False,inv1,fixed020,10576.0000000000,0.0665564445,0.0666343245,-0.0000778799,2.0000000000,0.9922465961
60,4,True,exp,fixed020,10576.0000000000,0.0665592566,0.0666343245,-0.0000750679,3.0000000000,0.9895990923
60,4,False,inv1,fixed020,10576.0000000000,0.0665651867,0.0666343245,-0.0000691378,2.0000000000,0.9895990923
45,16,True,mean,fixed020,10576.0000000000,0.0665722325,0.0666343245,-0.0000620920,2.0000000000,0.9932866868
60,8,True,inv1,fixed020,10576.0000000000,0.0665776990,0.0666343245,-0.0000566255,3.0000000000,0.9922465961
60,16,False,inv1,fixed020,10576.0000000000,0.0665854194,0.0666343245,-0.0000489051,2.0000000000,0.9932866868
45,16,True,median,fixed020,10576.0000000000,0.0665856688,0.0666343245,-0.0000486556,2.0000000000,0.9932866868
60,16,True,inv1,fixed020,10576.0000000000,0.0665915438,0.0666343245,-0.0000427806,2.0000000000,0.9932866868
60,32,False,exp,fixed020,10576.0000000000,0.0666002273,0.0666343245,-0.0000340971,2.0000000000,0.9948940998
60,8,False,mean,fixed020,10576.0000000000,0.0666022809,0.0666343245,-0.0000320435,2.0000000000,0.9922465961
60,4,True,inv1,fixed020,10576.0000000000,0.0666052309,0.0666343245,-0.0000290936,2.0000000000,0.9895990923
60,4,True,median,fixed020,10576.0000000000,0.0666159097,0.0666343245,-0.0000184148,2.0000000000,0.9895990923
45,16,False,inv2,fixed020,10576.0000000000,0.0666197032,0.0666343245,-0.0000146213,2.0000000000,0.9932866868
60,32,False,inv1,fixed020,10576.0000000000,0.0666209931,0.0666343245,-0.0000133314,2.0000000000,0.9948940998
60,8,True,mean,fixed020,10576.0000000000,0.0666236777,0.0666343245,-0.0000106467,3.0000000000,0.9922465961
60,32,True,exp,fixed020,10576.0000000000,0.0666269418,0.0666343245,-0.0000073826,3.0000000000,0.9948940998
45,8,False,inv2,fixed020,10576.0000000000,0.0666289064,0.0666343245,-0.0000054181,1.0000000000,0.9922465961
60,32,True,inv1,fixed020,10576.0000000000,0.0666423749,0.0666343245,0.0000080505,2.0000000000,0.9948940998
45,32,True,median,fixed020,10576.0000000000,0.0666563864,0.0666343245,0.0000220620,2.0000000000,0.9948940998
60,4,False,median,fixed020,10576.0000000000,0.0666580871,0.0666343245,0.0000237626,2.0000000000,0.9895990923
45,4,False,inv2,fixed020,10576.0000000000,0.0666591447,0.0666343245,0.0000248203,1.0000000000,0.9895990923
45,32,False,inv2,fixed020,10576.0000000000,0.0666618505,0.0666343245,0.0000275261,1.0000000000,0.9948940998
45,8,False,median,fixed020,10576.0000000000,0.0666830457,0.0666343245,0.0000487213,1.0000000000,0.9922465961
45,16,False,mean,fixed020,10576.0000000000,0.0666850139,0.0666343245,0.0000506894,2.0000000000,0.9932866868
45,32,True,mean,fixed020,10576.0000000000,0.0667037016,0.0666343245,0.0000693771,2.0000000000,0.9948940998
60,32,True,median,fixed020,10576.0000000000,0.0667072470,0.0666343245,0.0000729225,2.0000000000,0.9948940998
45,2,True,inv1,fixed020,10576.0000000000,0.0667390181,0.0666343245,0.0001046936,1.0000000000,0.9712556732
45,2,True,exp,fixed020,10576.0000000000,0.0667402225,0.0666343245,0.0001058980,1.0000000000,0.9712556732
60,16,True,mean,fixed020,10576.0000000000,0.0667444454,0.0666343245,0.0001101210,1.0000000000,0.9932866868
60,8,True,median,fixed020,10576.0000000000,0.0667445561,0.0666343245,0.0001102316,1.0000000000,0.9922465961
45,32,False,median,fixed020,10576.0000000000,0.0667482287,0.0666343245,0.0001139043,2.0000000000,0.9948940998
45,32,False,mean,fixed020,10576.0000000000,0.0667489270,0.0666343245,0.0001146025,2.0000000000,0.9948940998
60,16,True,median,fixed020,10576.0000000000,0.0667551040,0.0666343245,0.0001207795,1.0000000000,0.9932866868
45,2,True,mean,fixed020,10576.0000000000,0.0667575823,0.0666343245,0.0001232579,1.0000000000,0.9712556732
45,16,False,median,fixed020,10576.0000000000,0.0667581844,0.0666343245,0.0001238599,1.0000000000,0.9932866868
60,16,True,inv2,fixed020,10576.0000000000,0.0667840108,0.0666343245,0.0001496863,2.0000000000,0.9932866868
45,2,True,inv2,fixed020,10576.0000000000,0.0667904552,0.0666343245,0.0001561308,1.0000000000,0.9712556732
60,32,True,mean,fixed020,10576.0000000000,0.0667906385,0.0666343245,0.0001563141,1.0000000000,0.9948940998
60,8,True,inv2,fixed020,10576.0000000000,0.0667912948,0.0666343245,0.0001569703,2.0000000000,0.9922465961
60,16,False,inv2,fixed020,10576.0000000000,0.0668110458,0.0666343245,0.0001767214,2.0000000000,0.9932866868
60,16,False,mean,fixed020,10576.0000000000,0.0668228015,0.0666343245,0.0001884771,2.0000000000,0.9932866868
60,8,False,inv2,fixed020,10576.0000000000,0.0668238755,0.0666343245,0.0001895510,2.0000000000,0.9922465961
60,4,True,inv2,fixed020,10576.0000000000,0.0668256980,0.0666343245,0.0001913735,2.0000000000,0.9895990923
60,8,False,median,fixed020,10576.0000000000,0.0668283429,0.0666343245,0.0001940185,1.0000000000,0.9922465961
60,32,False,median,fixed020,10576.0000000000,0.0668288924,0.0666343245,0.0001945679,2.0000000000,0.9948940998
60,32,False,mean,fixed020,10576.0000000000,0.0668369431,0.0666343245,0.0002026186,2.0000000000,0.9948940998
60,4,False,inv2,fixed020,10576.0000000000,0.0668523497,0.0666343245,0.0002180253,2.0000000000,0.9895990923
60,32,True,inv2,fixed020,10576.0000000000,0.0668544362,0.0666343245,0.0002201118,2.0000000000,0.9948940998
60,16,False,median,fixed020,10576.0000000000,0.0668604585,0.0666343245,0.0002261341,2.0000000000,0.9932866868
45,2,True,median,fixed020,10576.0000000000,0.0668673151,0.0666343245,0.0002329907,1.0000000000,0.9712556732
60,32,False,inv2,fixed020,10576.0000000000,0.0668767094,0.0666343245,0.0002423849,2.0000000000,0.9948940998
45,2,False,inv1,fixed020,10576.0000000000,0.0669790287,0.0666343245,0.0003447042,1.0000000000,0.9712556732
45,2,False,exp,fixed020,10576.0000000000,0.0669815402,0.0666343245,0.0003472158,1.0000000000,0.9712556732
45,2,False,mean,fixed020,10576.0000000000,0.0670063691,0.0666343245,0.0003720446,1.0000000000,0.9712556732
60,2,True,exp,fixed020,10576.0000000000,0.0670259348,0.0666343245,0.0003916103,0.0000000000,0.9712556732
60,2,True,inv1,fixed020,10576.0000000000,0.0670360710,0.0666343245,0.0004017466,1.0000000000,0.9712556732
60,2,True,mean,fixed020,10576.0000000000,0.0670460737,0.0666343245,0.0004117493,0.0000000000,0.9712556732
45,2,False,inv2,fixed020,10576.0000000000,0.0670516697,0.0666343245,0.0004173452,1.0000000000,0.9712556732
60,2,True,median,fixed020,10576.0000000000,0.0670815821,0.0666343245,0.0004472576,0.0000000000,0.9712556732
45,2,False,median,fixed020,10576.0000000000,0.0671231326,0.0666343245,0.0004888081,1.0000000000,0.9712556732
60,2,True,inv2,fixed020,10576.0000000000,0.0671327346,0.0666343245,0.0004984101,0.0000000000,0.9712556732
60,2,False,exp,fixed020,10576.0000000000,0.0671424196,0.0666343245,0.0005080951,0.0000000000,0.9712556732
60,2,False,inv1,fixed020,10576.0000000000,0.0671508598,0.0666343245,0.0005165354,0.0000000000,0.9712556732
60,2,False,mean,fixed020,10576.0000000000,0.0671688978,0.0666343245,0.0005345733,0.0000000000,0.9712556732
60,2,False,median,fixed020,10576.0000000000,0.0672512014,0.0666343245,0.0006168769,0.0000000000,0.9712556732
60,2,False,inv2,fixed020,10576.0000000000,0.0672633773,0.0666343245,0.0006290528,0.0000000000,0.9712556732
