group,seed,split,model,cap,n,rmse,baseline_rmse,delta_rmse,improved,train_n
group_aoi,2,1,ridge30,0.04,542,0.06031427045452675,0.059317013075172995,0.0009972573793537581,0,2102
group_aoi,2,1,ridge30,0.06,542,0.060478023794701886,0.059317013075172995,0.0011610107195288918,0,2102
group_aoi,2,1,ridge30,0.08,542,0.06051477844227501,0.059317013075172995,0.0011977653671020189,0,2102
group_aoi,2,2,ridge30,0.02,654,0.06680815143742563,0.06756143900744452,-0.0007532875700188846,1,1990
group_aoi,2,2,ridge30,0.04,654,0.06678117926025753,0.06756143900744452,-0.0007802597471869843,1,1990
group_aoi,2,2,ridge30,0.06,654,0.0667060165833654,0.06756143900744452,-0.0008554224240791136,1,1990
group_aoi,2,2,ridge30,0.08,654,0.0667060165833654,0.06756143900744452,-0.0008554224240791136,1,1990
group_aoi,2,3,ridge30,0.02,675,0.05208648789824164,0.051111738380255366,0.0009747495179862758,0,1969
group_aoi,2,3,ridge30,0.04,675,0.052440469735661056,0.051111738380255366,0.0013287313554056907,0,1969
group_aoi,2,3,ridge30,0.06,675,0.05255531160957761,0.051111738380255366,0.0014435732293222453,0,1969
group_aoi,2,3,ridge30,0.08,675,0.052619026350955826,0.051111738380255366,0.0015072879707004605,0,1969
group_aoi,2,1,ridge100,0.02,542,0.05975545573847954,0.059317013075172995,0.0004384426633065458,0,2102
group_aoi,2,1,ridge100,0.04,542,0.06007402831832367,0.059317013075172995,0.000757015243150673,0,2102
group_aoi,2,1,ridge100,0.06,542,0.06016354820102891,0.059317013075172995,0.0008465351258559184,0,2102
group_aoi,2,1,ridge100,0.08,542,0.06016930449627009,0.059317013075172995,0.0008522914210970928,0,2102
group_aoi,2,2,ridge100,0.02,654,0.0668262799939083,0.06756143900744452,-0.0007351590135362129,1,1990
group_aoi,2,2,ridge100,0.04,654,0.06675695321284683,0.06756143900744452,-0.0008044857945976869,1,1990
group_aoi,2,2,ridge100,0.06,654,0.0666896369371685,0.06756143900744452,-0.0008718020702760121,1,1990
group_aoi,2,2,ridge100,0.08,654,0.0666896369371685,0.06756143900744452,-0.0008718020702760121,1,1990
group_aoi,2,3,ridge100,0.02,675,0.05185414913656813,0.051111738380255366,0.0007424107563127613,0,1969
group_aoi,2,3,ridge100,0.04,675,0.05195802097447991,0.051111738380255366,0.0008462825942245414,0,1969
group_aoi,2,3,ridge100,0.06,675,0.052055281620585966,0.051111738380255366,0.0009435432403306007,0,1969
