radius,method,pred,seed,n,rmse
8,mean,local_plus_direct_0.03,2,2644,0.06441262494118163
8,mean,local_plus_direct_0.03,70404,2644,0.06733975043010158
8,mean,local_plus_direct_0.03,-1,10576,0.06592913380668446
8,mean,local_plus_direct_0.05,0,2644,0.0700013734709673
8,mean,local_plus_direct_0.05,1,2644,0.062391357473089604
8,mean,local_plus_direct_0.05,2,2644,0.06479387099128016
8,mean,local_plus_direct_0.05,70404,2644,0.06769642377764873
8,mean,local_plus_direct_0.05,-1,10576,0.06628334120552908
8,mean,local_plus_direct_0.08,0,2644,0.07070212308148449
8,mean,local_plus_direct_0.08,1,2644,0.06334297448490867
8,mean,local_plus_direct_0.08,2,2644,0.06569681676635232
8,mean,local_plus_direct_0.08,70404,2644,0.06855506730192149
8,mean,local_plus_direct_0.08,-1,10576,0.06713231638121059
8,mean,local_plus_direct_0.1,0,2644,0.07135128820850065
8,mean,local_plus_direct_0.1,1,2644,0.06419669372388032
8,mean,local_plus_direct_0.1,2,2644,0.0665125072494367
8,mean,local_plus_direct_0.1,70404,2644,0.06933701798073173
8,mean,local_plus_direct_0.1,-1,10576,0.06790389807874969
8,mean,bucket_0_0,0,2644,0.0695830375584099
8,mean,bucket_0_0,1,2644,0.06172298114261614
8,mean,bucket_0_0,2,2644,0.06417969981502238
8,mean,bucket_0_0,70404,2644,0.06713525181000239
8,mean,bucket_0_0,-1,10576,0.065722335284372
8,mean,bucket_0_0.005,0,2644,0.06958036952076162
8,mean,bucket_0_0.005,1,2644,0.06172789415519344
8,mean,bucket_0_0.005,2,2644,0.0641851952441544
8,mean,bucket_0_0.005,70404,2644,0.0671431075584889
8,mean,bucket_0_0.005,-1,10576,0.06572613049735533
8,mean,bucket_0_0.01,0,2644,0.0695779133387025
8,mean,bucket_0_0.01,1,2644,0.06173322257796237
8,mean,bucket_0_0.01,2,2644,0.0641910189718358
8,mean,bucket_0_0.01,70404,2644,0.0671512458035741
8,mean,bucket_0_0.01,-1,10576,0.06573023186487867
8,mean,bucket_0_0.02,0,2644,0.06957363662916699
8,mean,bucket_0_0.02,1,2644,0.061745125215506534
8,mean,bucket_0_0.02,2,2644,0.06420365096046227
8,mean,bucket_0_0.02,70404,2644,0.06716836936924236
8,mean,bucket_0_0.02,-1,10576,0.0657393528300625
8,mean,bucket_0_0.03,0,2644,0.06957020758610111
8,mean,bucket_0_0.03,1,2644,0.06175868809476738
8,mean,bucket_0_0.03,2,2644,0.06421759500617596
8,mean,bucket_0_0.03,70404,2644,0.06718662164333962
8,mean,bucket_0_0.03,-1,10576,0.06574969767037425
8,mean,bucket_0_0.05,0,2644,0.06956589296978972
8,mean,bucket_0_0.05,1,2644,0.061790790071600925
8,mean,bucket_0_0.05,2,2644,0.06424941577141557
8,mean,bucket_0_0.05,70404,2644,0.0672265085825816
8,mean,bucket_0_0.05,-1,10576,0.06577405659819271
8,mean,bucket_0.005_0,0,2644,0.06958484595905945
8,mean,bucket_0.005_0,1,2644,0.061732198592223765
8,mean,bucket_0.005_0,2,2644,0.06418457065955661
8,mean,bucket_0.005_0,70404,2644,0.06713375969760821
8,mean,bucket_0.005_0,-1,10576,0.06572578628678323
8,mean,bucket_0.005_0.005,0,2644,0.06958217799075193
8,mean,bucket_0.005_0.005,1,2644,0.061737110871280414
8,mean,bucket_0.005_0.005,2,2644,0.06419006567168674
8,mean,bucket_0.005_0.005,70404,2644,0.06714161562067585
8,mean,bucket_0.005_0.005,-1,10576,0.06572958130050634
8,mean,bucket_0.005_0.01,0,2644,0.06957972187253228
8,mean,bucket_0.005_0.01,1,2644,0.06174243849863923
8,mean,bucket_0.005_0.01,2,2644,0.0641958889575323
8,mean,bucket_0.005_0.01,70404,2644,0.06714975404657712
8,mean,bucket_0.005_0.01,-1,10576,0.06573368245272132
8,mean,bucket_0.005_0.02,0,2644,0.06957544527416493
8,mean,bucket_0.005_0.02,1,2644,0.061754339359891025
8,mean,bucket_0.005_0.02,2,2644,0.06420851998806779
8,mean,bucket_0.005_0.02,70404,2644,0.06716687799255484
8,mean,bucket_0.005_0.02,-1,10576,0.06574280293918064
8,mean,bucket_0.005_0.03,0,2644,0.06957201632024294
8,mean,bucket_0.005_0.03,1,2644,0.061767900215927436
8,mean,bucket_0.005_0.03,2,2644,0.06422246297661333
8,mean,bucket_0.005_0.03,70404,2644,0.06718513067181642
8,mean,bucket_0.005_0.03,-1,10576,0.0657531472366921
8,mean,bucket_0.005_0.05,0,2644,0.06956770181610997
8,mean,bucket_0.005_0.05,1,2644,0.06179999740752957
8,mean,bucket_0.005_0.05,2,2644,0.06425428133107908
8,mean,bucket_0.005_0.05,70404,2644,0.0672250184957036
8,mean,bucket_0.005_0.05,-1,10576,0.06577750488705655
8,mean,bucket_0.01_0,0,2644,0.06959595657793351
8,mean,bucket_0.01_0,1,2644,0.06175278727896171
8,mean,bucket_0.01_0,2,2644,0.06420051951314072
8,mean,bucket_0.01_0,70404,2644,0.06714309203836243
8,mean,bucket_0.01_0,-1,10576,0.06573983842189504
8,mean,bucket_0.01_0.005,0,2644,0.06959328903556906
8,mean,bucket_0.01_0.005,1,2644,0.061757697920370315
8,mean,bucket_0.01_0.005,2,2644,0.064206013160303
8,mean,bucket_0.01_0.005,70404,2644,0.06715094686964873
8,mean,bucket_0.01_0.005,-1,10576,0.06574363262446668
8,mean,bucket_0.01_0.01,0,2644,0.06959083330949933
8,mean,bucket_0.01_0.01,1,2644,0.06176302377190734
8,mean,bucket_0.01_0.01,2,2644,0.06421183499989205
8,mean,bucket_0.01_0.01,70404,2644,0.06715908416477703
8,mean,bucket_0.01_0.01,-1,10576,0.06574773290020097
8,mean,bucket_0.01_0.02,0,2644,0.06958655739401033
8,mean,bucket_0.01_0.02,1,2644,0.06177492066743209
8,mean,bucket_0.01_0.02,2,2644,0.06422446289431813
8,mean,bucket_0.01_0.02,70404,2644,0.06717620573240612
8,mean,bucket_0.01_0.02,-1,10576,0.06575685143786088
8,mean,bucket_0.01_0.03,0,2644,0.06958312898767721
8,mean,bucket_0.01_0.03,1,2644,0.06178847700644279
8,mean,bucket_0.01_0.03,2,2644,0.06423840242244522
8,mean,bucket_0.01_0.03,70404,2644,0.06719445587788363
8,mean,bucket_0.01_0.03,-1,10576,0.06576719352573192
8,mean,bucket_0.01_0.05,0,2644,0.06957881517262827
8,mean,bucket_0.01_0.05,1,2644,0.06182056351459119
8,mean,bucket_0.01_0.05,2,2644,0.06427021288574516
8,mean,bucket_0.01_0.05,70404,2644,0.06723433816944652
8,mean,bucket_0.01_0.05,-1,10576,0.06579154597581453
8,mean,bucket_0.02_0,0,2644,0.06964606293526311
8,mean,bucket_0.02_0,1,2644,0.06182802665039043
8,mean,bucket_0.02_0,2,2644,0.06426561252776788
8,mean,bucket_0.02_0,70404,2644,0.06719420680772789
8,mean,bucket_0.02_0,-1,10576,0.06579971379868024
8,mean,bucket_0.02_0.005,0,2644,0.06964339731211625
8,mean,bucket_0.02_0.005,1,2644,0.06183293131644663
8,mean,bucket_0.02_0.005,2,2644,0.06427110061102918
8,mean,bucket_0.02_0.005,70404,2644,0.06720205566452626
8,mean,bucket_0.02_0.005,-1,10576,0.06580350454886276
8,mean,bucket_0.02_0.01,0,2644,0.06964094335299849
8,mean,bucket_0.02_0.01,1,2644,0.06183825068846857
8,mean,bucket_0.02_0.01,2,2644,0.06427691655536531
8,mean,bucket_0.02_0.01,70404,2644,0.06721018677179304
8,mean,bucket_0.02_0.01,-1,10576,0.06580760109415577
8,mean,bucket_0.02_0.02,0,2644,0.06963667051442736
8,mean,bucket_0.02_0.02,1,2644,0.06185013311407035
8,mean,bucket_0.02_0.02,2,2644,0.06428953166632714
8,mean,bucket_0.02_0.02,70404,2644,0.06722729532452017
8,mean,bucket_0.02_0.02,-1,10576,0.06581671133741238
8,mean,bucket_0.02_0.03,0,2644,0.06963324457542351
8,mean,bucket_0.02_0.03,1,2644,0.06186367297159459
8,mean,bucket_0.02_0.03,2,2644,0.06430345708902475
8,mean,bucket_0.02_0.03,70404,2644,0.06724553160450551
8,mean,bucket_0.02_0.03,-1,10576,0.06582704402069439
8,mean,bucket_0.02_0.05,0,2644,0.0696289338652531
8,mean,bucket_0.02_0.05,1,2644,0.061895720498450435
8,mean,bucket_0.02_0.05,2,2644,0.06433523538614776
8,mean,bucket_0.02_0.05,70404,2644,0.06728538362178811
8,mean,bucket_0.02_0.05,-1,10576,0.06585137433751159
8,mean,bucket_0.03_0,0,2644,0.0697332764683415
8,mean,bucket_0.03_0,1,2644,0.06194853371480094
8,mean,bucket_0.03_0,2,2644,0.06437484455734617
8,mean,bucket_0.03_0,70404,2644,0.06728849749946511
8,mean,bucket_0.03_0,-1,10576,0.06590184592244361
8,mean,bucket_0.03_0.005,0,2644,0.06973061417914517
8,mean,bucket_0.03_0.005,1,2644,0.06195342884067714
8,mean,bucket_0.03_0.005,2,2644,0.0643803233291533
8,mean,bucket_0.03_0.005,70404,2644,0.06729633535902162
8,mean,bucket_0.03_0.005,-1,10576,0.06590563079820622
8,mean,bucket_0.03_0.01,0,2644,0.06972816328947053
8,mean,bucket_0.03_0.01,1,2644,0.06195873786757057
8,mean,bucket_0.03_0.01,2,2644,0.06438612940749493
8,mean,bucket_0.03_0.01,70404,2644,0.06730445507628095
8,mean,bucket_0.03_0.01,-1,10576,0.06590972099595627
8,mean,bucket_0.03_0.02,0,2644,0.06972389579593524
8,mean,bucket_0.03_0.02,1,2644,0.061970597190608566
8,mean,bucket_0.03_0.02,2,2644,0.06439872312467823
8,mean,bucket_0.03_0.02,70404,2644,0.06732153967242631
8,mean,bucket_0.03_0.02,-1,10576,0.06591881712583694
8,mean,bucket_0.03_0.03,0,2644,0.06972047414302537
8,mean,bucket_0.03_0.03,1,2644,0.06198411073387149
8,mean,bucket_0.03_0.03,2,2644,0.06441262494118163
8,mean,bucket_0.03_0.03,70404,2644,0.06733975043010158
8,mean,bucket_0.03_0.03,-1,10576,0.06592913380668446
8,mean,bucket_0.03_0.05,0,2644,0.06971616882645883
8,mean,bucket_0.03_0.05,1,2644,0.06201609602316754
8,mean,bucket_0.03_0.05,2,2644,0.06444434940632363
8,mean,bucket_0.03_0.05,70404,2644,0.06737954672114536
8,mean,bucket_0.03_0.05,-1,10576,0.06595342646243897
8,median,local_plus_direct_-0.1,0,2644,0.0717013428908975
8,median,local_plus_direct_-0.1,1,2644,0.06402613936970544
8,median,local_plus_direct_-0.1,2,2644,0.06653086640059654
8,median,local_plus_direct_-0.1,70404,2644,0.0694950408455586
8,median,local_plus_direct_-0.1,-1,10576,0.06800063599167085
8,median,local_plus_direct_-0.05,0,2644,0.0701235913564268
8,median,local_plus_direct_-0.05,1,2644,0.06222467556184167
8,median,local_plus_direct_-0.05,2,2644,0.06472535962110049
8,median,local_plus_direct_-0.05,70404,2644,0.06770567106788072
8,median,local_plus_direct_-0.05,-1,10576,0.0662620901917764
8,median,local_plus_direct_-0.03,0,2644,0.06978052033428735
8,median,local_plus_direct_-0.03,1,2644,0.06186441964957272
8,median,local_plus_direct_-0.03,2,2644,0.06435246204026046
8,median,local_plus_direct_-0.03,70404,2644,0.06732801138681067
8,median,local_plus_direct_-0.03,-1,10576,0.0658992183653342
8,median,local_plus_direct_-0.02,0,2644,0.06967221274188354
8,median,local_plus_direct_-0.02,1,2644,0.061763821522388795
8,median,local_plus_direct_-0.02,2,2644,0.06424306739794017
8,median,local_plus_direct_-0.02,70404,2644,0.06721367379834689
8,median,local_plus_direct_-0.02,-1,10576,0.06579102623376278
8,median,local_plus_direct_-0.01,0,2644,0.06960634497606769
8,median,local_plus_direct_-0.01,1,2644,0.06171663452074544
8,median,local_plus_direct_-0.01,2,2644,0.06418543350790237
8,median,local_plus_direct_-0.01,70404,2644,0.06714937268185923
8,median,local_plus_direct_-0.01,-1,10576,0.06573202104693569
8,median,local_plus_direct_0,0,2644,0.0695830375584099
8,median,local_plus_direct_0,1,2644,0.06172298114261614
8,median,local_plus_direct_0,2,2644,0.06417969981502238
8,median,local_plus_direct_0,70404,2644,0.06713525181000239
8,median,local_plus_direct_0,-1,10576,0.065722335284372
8,median,local_plus_direct_0.005,0,2644,0.06958736039468988
8,median,local_plus_direct_0.005,1,2644,0.0617462298428536
8,median,local_plus_direct_0.005,2,2644,0.06419630480536928
8,median,local_plus_direct_0.005,70404,2644,0.06714702325366513
8,median,local_plus_direct_0.005,-1,10576,0.06573599833614585
8,median,local_plus_direct_0.01,0,2644,0.06960233324489558
8,median,local_plus_direct_0.01,1,2644,0.06178284489033295
8,median,local_plus_direct_0.01,2,2644,0.06422588021929605
8,median,local_plus_direct_0.01,70404,2644,0.06717134282970828
8,median,local_plus_direct_0.01,-1,10576,0.065761990738127
8,median,local_plus_direct_0.015,0,2644,0.06962794923846462
8,median,local_plus_direct_0.015,1,2644,0.06183280253992255
8,median,local_plus_direct_0.015,2,2644,0.06426840815038783
8,median,local_plus_direct_0.015,70404,2644,0.06720819691634572
8,median,local_plus_direct_0.015,-1,10576,0.0658002978793151
8,median,local_plus_direct_0.02,0,2644,0.06966419663473185
8,median,local_plus_direct_0.02,1,2644,0.06189607048432754
8,median,local_plus_direct_0.02,2,2644,0.06432386290785323
8,median,local_plus_direct_0.02,70404,2644,0.0672575649085554
8,median,local_plus_direct_0.02,-1,10576,0.06585089826832331
8,median,local_plus_direct_0.03,0,2644,0.06976851449430715
8,median,local_plus_direct_0.03,1,2644,0.06206236586777414
8,median,local_plus_direct_0.03,2,2644,0.06447341170343932
8,median,local_plus_direct_0.03,70404,2644,0.0673937256370313
8,median,local_plus_direct_0.03,-1,10576,0.06598885880163491
8,median,local_plus_direct_0.05,0,2644,0.07010367840387477
8,median,local_plus_direct_0.05,1,2644,0.06255233792317294
8,median,local_plus_direct_0.05,2,2644,0.06492565944840929
8,median,local_plus_direct_0.05,70404,2644,0.06781454950559623
8,median,local_plus_direct_0.05,-1,10576,0.06641060736973142
8,median,local_plus_direct_0.08,0,2644,0.07091769567534809
8,median,local_plus_direct_0.08,1,2644,0.06367069413261642
8,median,local_plus_direct_0.08,2,2644,0.06597814502443156
8,median,local_plus_direct_0.08,70404,2644,0.06880942895579416
8,median,local_plus_direct_0.08,-1,10576,0.06740016688651054
8,median,local_plus_direct_0.1,0,2644,0.07166238828297297
8,median,local_plus_direct_0.1,1,2644,0.06466154950467604
8,median,local_plus_direct_0.1,2,2644,0.06692005930566777
8,median,local_plus_direct_0.1,70404,2644,0.06970703810890018
8,median,local_plus_direct_0.1,-1,10576,0.0682897857994792
8,median,bucket_0_0,0,2644,0.0695830375584099
8,median,bucket_0_0,1,2644,0.06172298114261614
8,median,bucket_0_0,2,2644,0.06417969981502238
8,median,bucket_0_0,70404,2644,0.06713525181000239
8,median,bucket_0_0,-1,10576,0.065722335284372
8,median,bucket_0_0.005,0,2644,0.06958005797427362
8,median,bucket_0_0.005,1,2644,0.06172873067959871
8,median,bucket_0_0.005,2,2644,0.06418508146958316
8,median,bucket_0_0.005,70404,2644,0.06714412073407233
8,median,bucket_0_0.005,-1,10576,0.06572647543309017
8,median,bucket_0_0.01,0,2644,0.06957728375652379
8,median,bucket_0_0.01,1,2644,0.061734911015974336
8,median,bucket_0_0.01,2,2644,0.06419079585645485
8,median,bucket_0_0.01,70404,2644,0.06715328793993626
8,median,bucket_0_0.01,-1,10576,0.06573092880622323
8,median,bucket_0_0.02,0,2644,0.06957235151663332
8,median,bucket_0_0.02,1,2644,0.06174856356047001
8,median,bucket_0_0.02,2,2644,0.06420322246658107
8,median,bucket_0_0.02,70404,2644,0.06717251670458496
8,median,bucket_0_0.02,-1,10576,0.06574077496663779
8,median,bucket_0_0.03,0,2644,0.06956824101347944
8,median,bucket_0_0.03,1,2644,0.0617639376337451
8,median,bucket_0_0.03,2,2644,0.0642169788729671
8,median,bucket_0_0.03,70404,2644,0.06719293708005109
8,median,bucket_0_0.03,-1,10576,0.06575187320287826
8,median,bucket_0_0.05,0,2644,0.06956248577094513
8,median,bucket_0_0.05,1,2644,0.06179984508354769
8,median,bucket_0_0.05,2,2644,0.06424847757523436
8,median,bucket_0_0.05,70404,2644,0.06723734825729091
8,median,bucket_0_0.05,-1,10576,0.06577782329628856
8,median,bucket_0.005_0,0,2644,0.06959033966616528
8,median,bucket_0.005_0,1,2644,0.06174048193546776
8,median,bucket_0.005_0,2,2644,0.06419092409175331
8,median,bucket_0.005_0,70404,2644,0.06713815471301687
8,median,bucket_0.005_0,-1,10576,0.06573185878723176
8,median,bucket_0.005_0.005,0,2644,0.06958736039468988
8,median,bucket_0.005_0.005,1,2644,0.0617462298428536
8,median,bucket_0.005_0.005,2,2644,0.06419630480536928
8,median,bucket_0.005_0.005,70404,2644,0.06714702325366513
8,median,bucket_0.005_0.005,-1,10576,0.06573599833614585
8,median,bucket_0.005_0.01,0,2644,0.06958458646807499
8,median,bucket_0.005_0.01,1,2644,0.06175240842786897
8,median,bucket_0.005_0.01,2,2644,0.06420201819329291
8,median,bucket_0.005_0.01,70404,2644,0.06715619006331844
8,median,bucket_0.005_0.01,-1,10576,0.06574045106418082
8,median,bucket_0.005_0.02,0,2644,0.06957965474584625
8,median,bucket_0.005_0.02,1,2644,0.06176605710480051
8,median,bucket_0.005_0.02,2,2644,0.06421444263170205
8,median,bucket_0.005_0.02,70404,2644,0.06717541799724291
8,median,bucket_0.005_0.02,-1,10576,0.0657502957986295
8,median,bucket_0.005_0.03,0,2644,0.06957554467416505
8,median,bucket_0.005_0.03,1,2644,0.061781426824873725
8,median,bucket_0.005_0.03,2,2644,0.06422819663495118
8,median,bucket_0.005_0.03,70404,2644,0.06719583749102519
8,median,bucket_0.005_0.03,-1,10576,0.06576139242808463
8,median,bucket_0.005_0.05,0,2644,0.06956979003583465
8,median,bucket_0.005_0.05,1,2644,0.06181732411583799
8,median,bucket_0.005_0.05,2,2644,0.06425968983851575
8,median,bucket_0.005_0.05,70404,2644,0.06724024675258698
8,median,bucket_0.005_0.05,-1,10576,0.06578733876659648
8,median,bucket_0.01_0,0,2644,0.06960808497619188
8,median,bucket_0.01_0,1,2644,0.06177092427448708
8,median,bucket_0.01_0,2,2644,0.06421479024029189
8,median,bucket_0.01_0,70404,2644,0.06715331154898203
8,median,bucket_0.01_0,-1,10576,0.06575340127585891
8,median,bucket_0.01_0.005,0,2644,0.06960510646425984
8,median,bucket_0.01_0.005,1,2644,0.061776669349416224
8,median,bucket_0.01_0.005,2,2644,0.0642201689542727
8,median,bucket_0.01_0.005,70404,2644,0.06716217808822089
8,median,bucket_0.01_0.005,-1,10576,0.06575753946863674
8,median,bucket_0.01_0.01,0,2644,0.06960233324489558
8,median,bucket_0.01_0.01,1,2644,0.06178284489033295
8,median,bucket_0.01_0.01,2,2644,0.06422588021929605
8,median,bucket_0.01_0.01,70404,2644,0.06717134282970828
8,median,bucket_0.01_0.01,-1,10576,0.065761990738127
8,median,bucket_0.01_0.02,0,2644,0.06959740278021627
8,median,bucket_0.01_0.02,1,2644,0.061796486844917606
8,median,bucket_0.01_0.02,2,2644,0.06423830004251048
8,median,bucket_0.01_0.02,70404,2644,0.0671905664273636
8,median,bucket_0.01_0.02,-1,10576,0.0657718322485152
8,median,bucket_0.01_0.03,0,2644,0.06959329375670639
8,median,bucket_0.01_0.03,1,2644,0.06181184899853607
8,median,bucket_0.01_0.03,2,2644,0.06425204893876463
8,median,bucket_0.01_0.03,70404,2644,0.06721098131887318
8,median,bucket_0.01_0.03,-1,10576,0.06578292524508236
8,median,bucket_0.01_0.05,0,2644,0.06958754058616104
8,median,bucket_0.01_0.05,1,2644,0.06184772863204568
8,median,bucket_0.01_0.05,2,2644,0.06428353045682615
8,median,bucket_0.01_0.05,70404,2644,0.067255380580846
8,median,bucket_0.01_0.05,-1,10576,0.0658088630938909
8,median,bucket_0.02_0,0,2644,0.06967486859021463
8,median,bucket_0.02_0,1,2644,0.06187054905810344
8,median,bucket_0.02_0,2,2644,0.06430038438953052
8,median,bucket_0.02_0,70404,2644,0.06722034716209986
8,median,bucket_0.02_0,-1,10576,0.06583248943160487
8,median,bucket_0.02_0.005,0,2644,0.06967189293331906
8,median,bucket_0.02_0.005,1,2644,0.061876284883094504
8,median,bucket_0.02_0.005,2,2644,0.06430575594417676
8,median,bucket_0.02_0.005,70404,2644,0.06722920486033195
8,median,bucket_0.02_0.005,-1,10576,0.0658366226532586
8,median,bucket_0.02_0.01,0,2644,0.06966912237242856
8,median,bucket_0.02_0.01,1,2644,0.061882450482909176
8,median,bucket_0.02_0.01,2,2644,0.06431145960853367
8,median,bucket_0.02_0.01,70404,2644,0.06723836046591844
8,median,bucket_0.02_0.01,-1,10576,0.0658410685762294
8,median,bucket_0.02_0.02,0,2644,0.06966419663473185
8,median,bucket_0.02_0.02,1,2644,0.06189607048432754
8,median,bucket_0.02_0.02,2,2644,0.06432386290785323
8,median,bucket_0.02_0.02,70404,2644,0.0672575649085554
8,median,bucket_0.02_0.02,-1,10576,0.06585089826832331
8,median,bucket_0.02_0.03,0,2644,0.06966009155117554
8,median,bucket_0.02_0.03,1,2644,0.06191140792814028
8,median,bucket_0.02_0.03,2,2644,0.0643375935193888
8,median,bucket_0.02_0.03,70404,2644,0.0672779594699817
8,median,bucket_0.02_0.03,-1,10576,0.06586197794796583
8,median,bucket_0.02_0.05,0,2644,0.06965434389786138
8,median,bucket_0.02_0.05,1,2644,0.061947229897469425
8,median,bucket_0.02_0.05,2,2644,0.06436903319943829
8,median,bucket_0.02_0.05,70404,2644,0.06732231455968384
8,median,bucket_0.02_0.05,-1,10576,0.06588788467638583
8,median,bucket_0.03_0,0,2644,0.06978326857412075
8,median,bucket_0.03_0,1,2644,0.06202160644656062
8,median,bucket_0.03_0,2,2644,0.06443628100268098
8,median,bucket_0.03_0,70404,2644,0.06733621237779992
8,median,bucket_0.03_0,-1,10576,0.06595942700998955
8,median,bucket_0.03_0.005,0,2644,0.06978029753975018
8,median,bucket_0.03_0.005,1,2644,0.0620273283028919
8,median,bucket_0.03_0.005,2,2644,0.06444164122962039
8,median,bucket_0.03_0.005,70404,2644,0.06734505483662054
8,median,bucket_0.03_0.005,-1,10576,0.06596355227784002
8,median,bucket_0.03_0.01,0,2644,0.06977753128313308
8,median,bucket_0.03_0.01,1,2644,0.06203347889027805
8,median,bucket_0.03_0.01,2,2644,0.06444733286797169
8,median,bucket_0.03_0.01,70404,2644,0.06735419469446377
8,median,bucket_0.03_0.01,-1,10576,0.06596798964636952
8,median,bucket_0.03_0.02,0,2644,0.06977261319878147
8,median,bucket_0.03_0.02,1,2644,0.06204706573933781
8,median,bucket_0.03_0.02,2,2644,0.06445971002264424
8,median,bucket_0.03_0.02,70404,2644,0.06737336611913859
8,median,bucket_0.03_0.02,-1,10576,0.0659778004291507
8,median,bucket_0.03_0.03,0,2644,0.06976851449430715
8,median,bucket_0.03_0.03,1,2644,0.06206236586777414
8,median,bucket_0.03_0.03,2,2644,0.06447341170343932
8,median,bucket_0.03_0.03,70404,2644,0.0673937256370313
8,median,bucket_0.03_0.03,-1,10576,0.06598885880163491
8,median,bucket_0.03_0.05,0,2644,0.06976277577380167
8,median,bucket_0.03_0.05,1,2644,0.06209810075542404
8,median,bucket_0.03_0.05,2,2644,0.06450478518563933
8,median,bucket_0.03_0.05,70404,2644,0.06743800458545586
8,median,bucket_0.03_0.05,-1,10576,0.06601471573711798
16,mean,local_plus_direct_-0.1,0,2644,0.07136060433118824
16,mean,local_plus_direct_-0.1,1,2644,0.06366386120777318
16,mean,local_plus_direct_-0.1,2,2644,0.0660783884769634
16,mean,local_plus_direct_-0.1,70404,2644,0.06914121813344097
16,mean,local_plus_direct_-0.1,-1,10576,0.06762448621446888
16,mean,local_plus_direct_-0.05,0,2644,0.0700183029801259
16,mean,local_plus_direct_-0.05,1,2644,0.062141895432597266
16,mean,local_plus_direct_-0.05,2,2644,0.0645964646641165
16,mean,local_plus_direct_-0.05,70404,2644,0.06761672859958043
16,mean,local_plus_direct_-0.05,-1,10576,0.0661606060163152
16,mean,local_plus_direct_-0.03,0,2644,0.06973360855598948
16,mean,local_plus_direct_-0.03,1,2644,0.061839386045900335
16,mean,local_plus_direct_-0.03,2,2644,0.06429959408781324
16,mean,local_plus_direct_-0.03,70404,2644,0.06729663641844649
16,mean,local_plus_direct_-0.03,-1,10576,0.06586000474845866
16,mean,local_plus_direct_-0.02,0,2644,0.0696464172443037
16,mean,local_plus_direct_-0.02,1,2644,0.061755420111671754
16,mean,local_plus_direct_-0.02,2,2644,0.06421607216348828
16,mean,local_plus_direct_-0.02,70404,2644,0.06720015835586403
16,mean,local_plus_direct_-0.02,-1,10576,0.06577218362517748
16,mean,local_plus_direct_-0.01,0,2644,0.06959620022797712
16,mean,local_plus_direct_-0.01,1,2644,0.06171659008215179
16,mean,local_plus_direct_-0.01,2,2644,0.06417608028127987
16,mean,local_plus_direct_-0.01,70404,2644,0.06714632929037759
16,mean,local_plus_direct_-0.01,-1,10576,0.06572626452755043
16,mean,local_plus_direct_0,0,2644,0.0695830375584099
16,mean,local_plus_direct_0,1,2644,0.06172298114261614
16,mean,local_plus_direct_0,2,2644,0.06417969981502238
16,mean,local_plus_direct_0,70404,2644,0.06713525181000239
16,mean,local_plus_direct_0,-1,10576,0.065722335284372
16,mean,local_plus_direct_0.005,0,2644,0.069590360486387
16,mean,local_plus_direct_0.005,1,2644,0.06174313407456721
16,mean,local_plus_direct_0.005,2,2644,0.06419786502955332
16,mean,local_plus_direct_0.005,70404,2644,0.06714575471625873
16,mean,local_plus_direct_0.005,-1,10576,0.06573612235434945
16,mean,local_plus_direct_0.01,0,2644,0.06960695025652859
16,mean,local_plus_direct_0.01,1,2644,0.06177457925764646
16,mean,local_plus_direct_0.01,2,2644,0.06422692339150028
16,mean,local_plus_direct_0.01,70404,2644,0.06716694706710313
16,mean,local_plus_direct_0.01,-1,10576,0.06576040342243722
16,mean,local_plus_direct_0.015,0,2644,0.06963280024545716
16,mean,local_plus_direct_0.015,1,2644,0.06181729945945174
16,mean,local_plus_direct_0.015,2,2644,0.06426686012480373
16,mean,local_plus_direct_0.015,70404,2644,0.06719881874921303
16,mean,local_plus_direct_0.015,-1,10576,0.06579516687051175
16,mean,local_plus_direct_0.02,0,2644,0.06966790014527473
16,mean,local_plus_direct_0.02,1,2644,0.06187127132483094
16,mean,local_plus_direct_0.02,2,2644,0.06431765496535977
16,mean,local_plus_direct_0.02,70404,2644,0.06724135457692412
16,mean,local_plus_direct_0.02,-1,10576,0.06584039609461946
16,mean,local_plus_direct_0.03,0,2644,0.06976579015367389
16,mean,local_plus_direct_0.03,1,2644,0.062012846409486434
16,mean,local_plus_direct_0.03,2,2644,0.06445171079236492
16,mean,local_plus_direct_0.03,70404,2644,0.0673583327931016
16,mean,local_plus_direct_0.03,-1,10576,0.06596216077476141
16,mean,local_plus_direct_0.05,0,2644,0.07007171284782131
16,mean,local_plus_direct_0.05,1,2644,0.06242932743038555
16,mean,local_plus_direct_0.05,2,2644,0.06484863365903931
16,mean,local_plus_direct_0.05,70404,2644,0.0677190386244917
16,mean,local_plus_direct_0.05,-1,10576,0.06633000705658695
16,mean,local_plus_direct_0.08,0,2644,0.07080195603582816
16,mean,local_plus_direct_0.08,1,2644,0.06338010425635703
16,mean,local_plus_direct_0.08,2,2644,0.0657595842586686
16,mean,local_plus_direct_0.08,70404,2644,0.06857138483237096
16,mean,local_plus_direct_0.08,-1,10576,0.06718688922280164
16,mean,local_plus_direct_0.1,0,2644,0.07146537783384369
16,mean,local_plus_direct_0.1,1,2644,0.06422381750403412
16,mean,local_plus_direct_0.1,2,2644,0.066570545321457
16,mean,local_plus_direct_0.1,70404,2644,0.06934118874383557
16,mean,local_plus_direct_0.1,-1,10576,0.06795556806570362
