dataset,partition,method,n,rmse,mae,rmse_2025,mae_2025,n_2025,rmse_shared,mae_shared,n_shared,rmse_new,mae_new,n_new,rmse_S2,mae_S2,n_S2,rmse_L8,mae_L8,n_L8,rmse_MOD,mae_MOD,n_MOD
exact_hidden_doy,exact2021,robust_blend0.15,130,0.07950107952395964,0.05912223066052966,,,,0.07950107952395964,0.05912223066052966,130,,,,0.09319272177788422,0.06833614401126326,37,0.049571940049812156,0.0399180946497795,35,0.0845174869666824,0.06483309215016952,58
exact_hidden_doy,exact2021,interp_blend0.20,130,0.08280137278313089,0.06171859104129583,,,,0.08280137278313089,0.06171859104129583,130,,,,0.0951933784627251,0.06945071104107714,37,0.05051137575711341,0.0407670618020299,35,0.08970295342397853,0.06942919592719926,58
exact_hidden_doy,exact2021,robust_blend0.20,130,0.08050221303487848,0.05981046217524269,,,,0.08050221303487848,0.05981046217524269,130,,,,0.09325580702818305,0.0680839451239185,37,0.04962042634882722,0.039472923558778884,35,0.0865553838466358,0.06680520325240182,58
exact_hidden_doy,exact2021,interp_blend0.30,130,0.08731436970023507,0.06442269252342928,,,,0.08731436970023507,0.06442269252342928,130,,,,0.09704359641629019,0.07028186277111641,37,0.052131988036475695,0.040791531409950274,35,0.09716026918918734,0.07494512941665925,58
exact_hidden_doy,exact2021,robust_blend0.30,130,0.0829687855271574,0.06144682315110555,,,,0.0829687855271574,0.06144682315110555,130,,,,0.0936284518913735,0.06757954734922901,37,0.05031118406791581,0.039055473227459905,35,0.09115649349138015,0.07104658956484743,58
exact_hidden_doy,exact2021,interp_blend0.40,130,0.09284313727367337,0.06755605425319945,,,,0.09284313727367337,0.06755605425319945,130,,,,0.09951688679178854,0.07146475720010632,37,0.054758034221833354,0.04203855394163084,35,0.10579756036012763,0.08046106290611925,58
exact_hidden_doy,exact2021,robust_blend0.40,130,0.08600866686875164,0.06328053947147877,,,,0.08600866686875164,0.06328053947147877,130,,,,0.09432612576861177,0.06730583721669435,37,0.05176346742630881,0.038899479811065,35,0.09637287099104537,0.07542538553253919,58
exact_hidden_doy,exact2021,shock_shock_date_a0.35,130,0.07706072456749996,0.056643181196463895,,,,0.07706072456749996,0.056643181196463895,130,,,,0.09364638774775887,0.06933999556372458,37,0.0509202634265084,0.04153427121618953,35,0.0784283906348754,0.057660934950273475,58
exact_hidden_doy,exact2021,shock_shock_date_a0.60,130,0.07684711174193862,0.05625234524310705,,,,0.07684711174193862,0.05625234524310705,130,,,,0.09376352432305358,0.06951660619974394,37,0.05121490448660556,0.04173474499719539,35,0.07775062324690446,0.05655128236744055,58
exact_hidden_doy,exact2021,shock_shock_date_a1.00,130,0.07667522093988835,0.05567500014364742,,,,0.07667522093988835,0.05567500014364742,130,,,,0.09396986984951708,0.06979918321737491,37,0.05181472696992002,0.04207963890253863,35,0.07696756817634193,0.05486884272486966,58
exact_hidden_doy,exact2021,shock_shock_crop_a0.35,130,0.07632402632014192,0.055922558217723406,,,,0.07632402632014192,0.055922558217723406,130,,,,0.09377261844670584,0.06983673309749885,37,0.050297900549039654,0.04093894951921831,35,0.07694583902317496,0.05608810707799904,58
exact_hidden_doy,exact2021,shock_shock_crop_a0.60,130,0.07569048293583154,0.05501490096212395,,,,0.07569048293583154,0.05501490096212395,130,,,,0.09401691037138639,0.0703681562576427,37,0.05018531700379137,0.04071419351667329,35,0.07538143765575693,0.05385032018034084,58
exact_hidden_doy,exact2021,shock_shock_crop_a1.00,130,0.07504082730612414,0.054043877271954865,,,,0.07504082730612414,0.054043877271954865,130,,,,0.09449004983984739,0.07121843331387283,37,0.050202975308655626,0.040744845537893544,35,0.07351809786860904,0.051112972739906254,58
exact_hidden_doy,exact2021,shock_shock_near_a0.35,130,0.07728707464604134,0.05704163220432254,,,,0.07728707464604134,0.05704163220432254,130,,,,0.09338365646003169,0.06905128135305345,37,0.050741343719050605,0.041349008370481784,35,0.07919369961418771,0.05884999109538088,58
exact_hidden_doy,exact2021,shock_shock_near_a0.60,130,0.07714252337792077,0.056933313510579606,,,,0.07714252337792077,0.056933313510579606,130,,,,0.09330447085954871,0.06902166755287914,37,0.050838241402183244,0.04141715154741067,35,0.07889929446018729,0.058584978495852535,58
exact_hidden_doy,exact2021,shock_shock_near_a1.00,130,0.07691881389813533,0.0567600036005909,,,,0.07691881389813533,0.0567600036005909,130,,,,0.09318180434443873,0.06897428547260025,37,0.05100338251859153,0.04152618063049691,35,0.0784365584460483,0.05816095833660719,58
exact_hidden_doy,exact2021,shock_shock_date_filled_a0.35,130,0.07705355246146146,0.05663566457874881,,,,0.07705355246146146,0.05663566457874881,130,,,,0.09363327193417614,0.06932062871337108,37,0.050999266448010755,0.04161798599870303,35,0.07839160055486971,0.05760592453255189,58
exact_hidden_doy,exact2021,shock_shock_date_filled_a0.60,130,0.07684228116951389,0.0562397867637398,,,,0.07684228116951389,0.0562397867637398,130,,,,0.09374194422507864,0.06948340588485223,37,0.05135726329394943,0.041878256052932834,35,0.07769983996503549,0.056457712063689526,58
exact_hidden_doy,exact2021,shock_shock_date_filled_a1.00,130,0.07668719133848385,0.055689667078481504,,,,0.07668719133848385,0.055689667078481504,130,,,,0.09393631360293113,0.06974384935922207,37,0.05206949749475433,0.04237017878859537,35,0.07691665928471432,0.05476169028121622,58
exact_hidden_doy,exact2021,joint_robust_shock,130,0.07709646745834184,0.05607332290436794,,,,0.07709646745834184,0.05607332290436794,130,,,,0.09367041407112339,0.06946193935712736,37,0.051274292999470186,0.04172040048826198,35,0.07834959339373253,0.05619355524594742,58
exact_hidden_doy,exact2022,hgb,192,0.06784319542104066,0.0485109506344624,,,,0.06784319542104066,0.0485109506344624,192,,,,0.05909873066877353,0.04053993370569894,44,0.061482439968841035,0.043215553116368675,94,0.0833014051313029,0.06422376751532172,54
exact_hidden_doy,exact2022,lagblend20,192,0.06659808703830404,0.04766860741555278,,,,0.06659808703830404,0.04766860741555278,192,,,,0.061162829116142875,0.04216062640693564,44,0.06052199644389733,0.042719002563746444,94,0.07965965003261957,0.06077257075719998,54
exact_hidden_doy,exact2022,interp_blend0.05,192,0.06793082793164885,0.04865796329177622,,,,0.06793082793164885,0.04865796329177622,192,,,,0.058748859748870154,0.04076118775557905,44,0.06113235560434277,0.04310298429432421,94,0.08420063581905501,0.06476215124276075,54
exact_hidden_doy,exact2022,robust_blend0.05,192,0.06771837616897208,0.04853030685610351,,,,0.06771837616897208,0.04853030685610351,192,,,,0.0587161435566561,0.040637222500185595,44,0.06080109134996007,0.0429377280289114,94,0.08402811138111292,0.06469693873418583,54
exact_hidden_doy,exact2022,interp_blend0.10,192,0.0681697956511201,0.048847190897771585,,,,0.0681697956511201,0.048847190897771585,192,,,,0.05848995305925388,0.0409824418054592,44,0.0609265682751298,0.04300353392255873,94,0.0852868324768039,0.06542779674465589,54
exact_hidden_doy,exact2022,robust_blend0.10,192,0.067686872535615,0.048572877786668876,,,,0.067686872535615,0.048572877786668876,192,,,,0.05840183135098011,0.040747076053740276,44,0.060190713803298226,0.04267302139173311,94,0.08487700453626124,0.065219577367647,54
exact_hidden_doy,exact2022,interp_blend0.15,192,0.0685585161146745,0.049140596441438276,,,,0.0685585161146745,0.049140596441438276,192,,,,0.05832322202951538,0.04124008336526644,44,0.06086654158621834,0.04298594916035168,94,0.08655295640028303,0.06629169680761794,54
exact_hidden_doy,exact2022,robust_blend0.15,192,0.0677488146981781,0.04872296637361593,,,,0.0677488146981781,0.04872296637361593,192,,,,0.05815690104886649,0.040945131218515084,44,0.0596534859076588,0.04245040331963774,94,0.08584445985131961,0.06597936774210461,54
exact_hidden_doy,exact2022,interp_blend0.20,192,0.06909446187409748,0.04946039208702188,,,,0.06909446187409748,0.04946039208702188,192,,,,0.058249458185323025,0.04152821245948975,44,0.060952706177693175,0.0429929286624448,94,0.08799124090181808,0.0671818266337193,54
exact_hidden_doy,exact2022,robust_blend0.20,192,0.0679039469326257,0.04891109556610962,,,,0.0679039469326257,0.04891109556610962,192,,,,0.05798223191240432,0.041286625108826684,44,0.05919139944029248,0.04223834367670547,94,0.08692651877664066,0.0667391581165622,54
exact_hidden_doy,exact2022,interp_blend0.30,192,0.07059369683338892,0.05053627524303447,,,,0.07059369683338892,0.05053627524303447,192,,,,0.05838179747738287,0.042175413049821815,44,0.06156011233195224,0.04349068835079526,94,0.09135079715796447,0.06961336976843897,54
exact_hidden_doy,exact2022,robust_blend0.30,192,0.06849086837722437,0.04942141198329297,,,,0.06849086837722437,0.04942141198329297,192,,,,0.05784596704911054,0.042052252502844924,44,0.05849948412739418,0.041885109889451405,94,0.0894173663198649,0.06854466038997488,54
exact_hidden_doy,exact2022,interp_blend0.40,192,0.07263192928674975,0.052012375385843045,,,,0.07263192928674975,0.052012375385843045,192,,,,0.05888445722169043,0.04283832795100128,44,0.06273190449523423,0.04434310730924713,94,0.09529623702847759,0.07283773254015884,54
exact_hidden_doy,exact2022,robust_blend0.40,192,0.06943825919307647,0.05016340862735763,,,,0.06943825919307647,0.05016340862735763,192,,,,0.05799503396030696,0.042841095698054825,44,0.05812594648316286,0.04163870297281936,94,0.0923138293968691,0.07096904011654133,54
exact_hidden_doy,exact2022,shock_shock_date_a0.35,192,0.06777260478711825,0.04834635869711265,,,,0.06777260478711825,0.04834635869711265,192,,,,0.0591336924911561,0.04038654890933973,44,0.06144127176323685,0.04299362431400462,94,0.08312957957977515,0.06414985245033789,54
exact_hidden_doy,exact2022,shock_shock_date_a0.60,192,0.06774518649451888,0.04823486463678137,,,,0.06774518649451888,0.04823486463678137,192,,,,0.05917295742683302,0.04028596316841742,44,0.061439945256770656,0.04284330434237009,94,0.08302899750325754,0.06409705597534943,54
exact_hidden_doy,exact2022,shock_shock_date_a1.00,192,0.06774125241117568,0.04806785377260342,,,,0.06774125241117568,0.04806785377260342,192,,,,0.05926048782721066,0.04012502598294176,44,0.061486494223498084,0.042621466504388944,94,0.08290664492110011,0.06402053573477515,54
exact_hidden_doy,exact2022,shock_shock_crop_a0.35,192,0.06759430962493056,0.048188557888148735,,,,0.06759430962493056,0.048188557888148735,192,,,,0.059000576019398954,0.04004811864213351,44,0.06122902312732683,0.04260579618869318,94,0.08296293849080796,0.06453964912099115,54
exact_hidden_doy,exact2022,shock_shock_crop_a0.60,192,0.06751219534748519,0.04802837224619738,,,,0.06751219534748519,0.04802837224619738,192,,,,0.05899961005548996,0.039765347476521426,44,0.06112998855024716,0.04228135239339707,94,0.08285282126369395,0.06476527883932645,54
exact_hidden_doy,exact2022,shock_shock_crop_a1.00,192,0.06754739255971054,0.0480184269492794,,,,0.06754739255971054,0.0480184269492794,192,,,,0.05911789945010632,0.039498590363765525,44,0.06111451675859365,0.0421314090842745,94,0.08290596970878249,0.06520828785803999,54
exact_hidden_doy,exact2022,shock_shock_near_a0.35,192,0.06784216646179729,0.04850967352451754,,,,0.06784216646179729,0.04850967352451754,192,,,,0.05874598011958511,0.04012689272639298,44,0.06181578734521606,0.04346450275892752,94,0.08307197443746388,0.06412242180383126,54
exact_hidden_doy,exact2022,shock_shock_near_a0.60,192,0.06785986881600614,0.048510818034523416,,,,0.06785986881600614,0.048510818034523416,192,,,,0.0585299274741483,0.039840838283365876,44,0.0620656856403078,0.04364232393218384,94,0.08292315958246319,0.0640500320099095,54
exact_hidden_doy,exact2022,shock_shock_near_a1.00,192,0.06792011584953556,0.04851371522077866,,,,0.06792011584953556,0.04851371522077866,192,,,,0.05824740793525022,0.03938780268104988,44,0.062485636513808465,0.04392683780939398,94,0.08271135424146316,0.0639342083396347,54
exact_hidden_doy,exact2022,shock_shock_date_filled_a0.35,192,0.06777633612004334,0.04834637483373908,,,,0.06777633612004334,0.04834637483373908,192,,,,0.059136359054444754,0.040383181711294576,44,0.06145155504369075,0.04299633053190417,94,0.0831256188287742,0.06414794264411021,54
exact_hidden_doy,exact2022,shock_shock_date_filled_a0.60,192,0.06775281970304697,0.048234892299569544,,,,0.06775281970304697,0.048234892299569544,192,,,,0.05917827659446626,0.04028019082891148,44,0.06145910504259844,0.04284794357305501,94,0.08302337005913486,0.06409378202181626,54
exact_hidden_doy,exact2022,shock_shock_date_filled_a1.00,192,0.06775726565364507,0.04807160140170754,,,,0.06775726565364507,0.04807160140170754,192,,,,0.05927133935325578,0.04011540541709852,44,0.06152248087291881,0.04263356786554832,94,0.08290037847805701,0.06402063428544388,54
exact_hidden_doy,exact2022,joint_robust_shock,192,0.06739484826932725,0.047865691940926026,,,,0.06739484826932725,0.047865691940926026,192,,,,0.058514884726070034,0.04014785834796109,44,0.06004176468635307,0.04161238746023208,94,0.08416800704319953,0.06503967896454987,54
exact_hidden_doy,exact2023,hgb,169,0.07253456180939878,0.04628249939435155,,,,0.07253456180939878,0.04628249939435155,169,,,,0.08732651630212952,0.057990213809893734,54,0.07769576360240664,0.04327081810927578,48,0.052914372397562734,0.03900405347262555,67
exact_hidden_doy,exact2023,lagblend20,169,0.07085721568596634,0.045073108114780956,,,,0.07085721568596634,0.045073108114780956,169,,,,0.08518003689672958,0.05650332111374668,54,0.0777749705326103,0.04400349378530962,48,0.04982836339108363,0.03662698850090746,67
exact_hidden_doy,exact2023,interp_blend0.05,169,0.07259343541087639,0.04647984073275631,,,,0.07259343541087639,0.04647984073275631,169,,,,0.08666427982452132,0.057772150918411314,54,0.07788958941414795,0.043306947709769845,48,0.05378423866128937,0.03965169319660675,67
exact_hidden_doy,exact2023,robust_blend0.05,169,0.07234285277725248,0.04630829738621703,,,,0.07234285277725248,0.04630829738621703,169,,,,0.08650303833959488,0.05743808728989427,54,0.07790160412895535,0.04341525438750062,48,0.05312530522409468,0.039410646776363564,67
exact_hidden_doy,exact2023,interp_blend0.10,169,0.07286631002028682,0.046806339454404794,,,,0.07286631002028682,0.046806339454404794,169,,,,0.08612710062242407,0.057708711990991486,54,0.07818622963035322,0.04355432089544395,48,0.055086339134439055,0.040349156974620305,67
exact_hidden_doy,exact2023,robust_blend0.10,169,0.07225962960742555,0.046435318294402554,,,,0.07225962960742555,0.046435318294402554,169,,,,0.08573129081092898,0.05705856084569246,54,0.07816546794705216,0.0436523585229097,48,0.05356837891156055,0.039867064134133934,67
exact_hidden_doy,exact2023,interp_blend0.15,169,0.0733507973408599,0.04728236941058375,,,,0.0733507973408599,0.04728236941058375,169,,,,0.08571732988044337,0.0577299665034129,54,0.07858451995067722,0.04380169408111808,48,0.056790950853174156,0.04135553616881626,67
exact_hidden_doy,exact2023,robust_blend0.15,169,0.07228526700535044,0.046603428361810244,,,,0.07228526700535044,0.046603428361810244,169,,,,0.08501268255881615,0.056692480890036735,54,0.07848676985526006,0.04396173256822176,48,0.054237904627721954,0.040364511370288104,67
exact_hidden_doy,exact2023,interp_blend0.20,169,0.07404274352328614,0.04809996024794027,,,,0.07404274352328614,0.04809996024794027,169,,,,0.08543680084205942,0.05782339300202858,54,0.07908292454954313,0.04433076476190053,48,0.058863115336296665,0.042963482854046796,67
exact_hidden_doy,exact2023,robust_blend0.20,169,0.07241964935739918,0.046887476067961904,,,,0.07241964935739918,0.046887476067961904,169,,,,0.08434857175551543,0.05641555382964471,54,0.07886480783376845,0.04438165374426519,48,0.055125631903255604,0.04100334580537342,67
exact_hidden_doy,exact2023,interp_blend0.30,169,0.07602465951472086,0.05023366059049034,,,,0.07602465951472086,0.05023366059049034,169,,,,0.08526798273072833,0.05849101240612518,54,0.08037225290021602,0.045583144212001936,48,0.06396104728510274,0.046910194741582326,67
exact_hidden_doy,exact2023,robust_blend0.30,169,0.07301176126502115,0.04770558755065552,,,,0.07301176126502115,0.04770558755065552,169,,,,0.08318895629065119,0.055985430757276786,54,0.07978774522185607,0.04548797964153891,48,0.05751280750224309,0.04262101511005925,67
exact_hidden_doy,exact2023,interp_blend0.40,169,0.07875126725072344,0.052805813892635264,,,,0.07875126725072344,0.052805813892635264,169,,,,0.08562373084695243,0.05925166141957526,54,0.08203570409677102,0.04705767882473024,48,0.070092456280069,0.05172872011360067,67
exact_hidden_doy,exact2023,robust_blend0.40,169,0.0740255974708595,0.04898633537024809,,,,0.0740255974708595,0.04898633537024809,169,,,,0.08226187998523797,0.05569848670394698,54,0.08092663033991597,0.046799855215811065,48,0.060631958746052705,0.045142975301490404,67
exact_hidden_doy,exact2023,shock_shock_date_a0.35,169,0.07241135583801461,0.046156984561925476,,,,0.07241135583801461,0.046156984561925476,169,,,,0.08743992057319427,0.057965814731715026,54,0.0772601970775037,0.04333374907502868,48,0.05279455844968172,0.0386620364156928,67
exact_hidden_doy,exact2023,shock_shock_date_a0.60,169,0.07237984509573556,0.04614519744617148,,,,0.07237984509573556,0.04614519744617148,169,,,,0.08754912237652666,0.058002205301476206,54,0.07697414806362911,0.0433799693604909,48,0.052839029366097474,0.0385698619823836,67
exact_hidden_doy,exact2023,shock_shock_date_a1.00,169,0.07242750769519334,0.04623555974074078,,,,0.07242750769519334,0.04623555974074078,169,,,,0.08777247723809657,0.058089501537028666,54,0.07656057124954554,0.04367452646187458,48,0.05313476021077938,0.03851640661217409,67
exact_hidden_doy,exact2023,shock_shock_crop_a0.35,169,0.0723879938475759,0.046216030489899786,,,,0.0723879938475759,0.046216030489899786,169,,,,0.08717682633442955,0.05758514678901941,54,0.07703472627938907,0.043251114270525005,48,0.05329805745059768,0.03917698121195246,67
exact_hidden_doy,exact2023,shock_shock_crop_a0.60,169,0.07240926482968259,0.04626771856603713,,,,0.07240926482968259,0.04626771856603713,169,,,,0.0871194605895198,0.05737544847596831,54,0.07659519322806083,0.04333640923878412,48,0.05389700233289117,0.03941526233576643,67
exact_hidden_doy,exact2023,shock_shock_crop_a1.00,169,0.0726613144544743,0.04664854777366603,,,,0.0726613144544743,0.04664854777366603,169,,,,0.08711378998893779,0.057039931175086565,54,0.07594981569215262,0.04358986871139218,48,0.0553935462014248,0.040464695405194935,67
exact_hidden_doy,exact2023,shock_shock_near_a0.35,169,0.07303046110699346,0.04641637752034266,,,,0.07303046110699346,0.04641637752034266,169,,,,0.08846704416846246,0.05841171829542612,54,0.07798338792404018,0.043702581575673784,48,0.05280470429819352,0.03869270294556056,67
exact_hidden_doy,exact2023,shock_shock_near_a0.60,169,0.07348568274814023,0.046710326275168745,,,,0.07348568274814023,0.046710326275168745,169,,,,0.08931273069282832,0.05871812398448026,54,0.07822742074439144,0.04401098405167234,48,0.05299140220394653,0.03896625687852705,67
exact_hidden_doy,exact2023,shock_shock_near_a1.00,169,0.07438479232128653,0.04734464449460896,,,,0.07438479232128653,0.04734464449460896,169,,,,0.09071759542614832,0.05923273396395278,54,0.07868392197000645,0.04450442801327007,48,0.053742747431062596,0.03979798120744032,67
exact_hidden_doy,exact2023,shock_shock_date_filled_a0.35,169,0.0724096117879796,0.04615555851339784,,,,0.0724096117879796,0.04615555851339784,169,,,,0.08744306211150148,0.05796542634352707,54,0.07725068662721331,0.04333519228608392,48,0.05279430141282023,0.03865771845495142,67
exact_hidden_doy,exact2023,shock_shock_date_filled_a0.60,169,0.07237947983430124,0.046146355090177615,,,,0.07237947983430124,0.046146355090177615,169,,,,0.08755581316423791,0.05800520827999537,54,0.07695901623889144,0.0433832336197117,48,0.0528446225399713,0.03856802312498663,67
exact_hidden_doy,exact2023,shock_shock_date_filled_a1.00,169,0.07243389658562482,0.04624255344507254,,,,0.07243389658562482,0.04624255344507254,169,,,,0.08778708959850823,0.058094506501227265,54,0.07653852003974818,0.043697797441902435,48,0.053160025170414946,0.038513341849845825,67
exact_hidden_doy,exact2023,joint_robust_shock,169,0.07188457182637213,0.046077949504865,,,,0.07188457182637213,0.046077949504865,169,,,,0.08638323195663915,0.05673851358247885,54,0.07642221103596175,0.04418658292269809,48,0.05325253748377204,0.03884086197878835,67
exact_hidden_doy,exact2024,hgb,152,0.051247264518879586,0.03536609054892536,,,,0.051247264518879586,0.03536609054892536,152,,,,0.052575306713994525,0.0383865733378833,62,0.031176821744280585,0.02378708945201354,51,0.06760463478030418,0.045706068062441006,39
exact_hidden_doy,exact2024,lagblend20,152,0.05115447818690075,0.03556273565435411,,,,0.05115447818690075,0.03556273565435411,152,,,,0.05270552965147134,0.03864326644545744,62,0.0321626939712795,0.023808693594609104,51,0.06655750491175493,0.04603615196201025,39
exact_hidden_doy,exact2024,interp_blend0.05,152,0.05153081664162073,0.03526475163343065,,,,0.05153081664162073,0.03526475163343065,152,,,,0.05203792591762344,0.038124693006462824,62,0.03141716564366389,0.023603149383893417,51,0.06894684333770046,0.04596796572569743,39
exact_hidden_doy,exact2024,robust_blend0.05,152,0.05139442866262686,0.035170370378236775,,,,0.05139442866262686,0.035170370378236775,152,,,,0.05214618923466332,0.03805993693378669,62,0.030986207507550895,0.023366161986936838,51,0.06867454240050044,0.046012972981113766,39
exact_hidden_doy,exact2024,interp_blend0.10,152,0.051969164078237026,0.03548502799387823,,,,0.051969164078237026,0.03548502799387823,152,,,,0.051576931749809166,0.03796307867249394,62,0.031890381753808435,0.02371941098917036,51,0.07047871442792131,0.046931369664799445,39
exact_hidden_doy,exact2024,robust_blend0.10,152,0.05164573199972081,0.03512619170232795,,,,0.05164573199972081,0.03512619170232795,152,,,,0.05178704342228431,0.037780326398571935,62,0.030905273792891444,0.02314211833524107,51,0.06987850395023411,0.046578278639617755,39
exact_hidden_doy,exact2024,interp_blend0.15,152,0.05255843390344855,0.035789929367121186,,,,0.05255843390344855,0.035789929367121186,152,,,,0.05119438778635619,0.037801464338525034,62,0.03258632639683888,0.023923617870967404,51,0.07218817484405281,0.04810958880498797,39
exact_hidden_doy,exact2024,robust_blend0.15,152,0.051999664704259846,0.03518269729788042,,,,0.051999664704259846,0.03518269729788042,152,,,,0.05149933320192922,0.037597329575479545,62,0.030934881470799026,0.023046623093997517,51,0.07120972029851377,0.04721430199497993,39
exact_hidden_doy,exact2024,interp_blend0.20,152,0.05329362008655145,0.036149670371517596,,,,0.05329362008655145,0.036149670371517596,152,,,,0.050892063134580216,0.03763985000455614,62,0.03349111756860997,0.024228291871586906,51,0.07406292868866697,0.04937016181377594,39
exact_hidden_doy,exact2024,robust_blend0.20,152,0.052454149352203064,0.03538933306977444,,,,0.052454149352203064,0.03538933306977444,152,,,,0.05128426087175893,0.037487260184195265,62,0.031074714574673257,0.02310378460326273,51,0.07266119752610173,0.04811988411331305,39
exact_hidden_doy,exact2024,interp_blend0.30,152,0.05517725891601443,0.03727369225633758,,,,0.05517725891601443,0.03727369225633758,152,,,,0.05053344912213565,0.03731662133661831,62,0.035860420198975666,0.025540273925601067,51,0.07825976807637863,0.05254914692018772,39
exact_hidden_doy,exact2024,robust_blend0.30,152,0.05365398933999904,0.03598583727078375,,,,0.05365398933999904,0.03598583727078375,152,,,,0.05107539051533313,0.037267668625577455,62,0.0316780685510675,0.023376277588070343,51,0.07589676922367104,0.0504374782918395,39
exact_hidden_doy,exact2024,interp_blend0.40,152,0.057565214267440705,0.0390175674369993,,,,0.057565214267440705,0.0390175674369993,152,,,,0.050508039547982844,0.037018857808259364,62,0.03885795659786518,0.02806451241099526,51,0.08297632715232996,0.05651822906028348,39
exact_hidden_doy,exact2024,robust_blend0.40,152,0.05521974282163494,0.036787837775663135,,,,0.05521974282163494,0.036787837775663135,152,,,,0.05116403205197027,0.037065458960515704,62,0.0326913195190978,0.023926173174579745,51,0.07952996399040363,0.053165591139621944,39
exact_hidden_doy,exact2024,shock_shock_date_a0.35,152,0.05108088061518597,0.03531685150950882,,,,0.05108088061518597,0.03531685150950882,152,,,,0.05239190949731456,0.038159547556617004,62,0.031050990820099073,0.023820593484758533,51,0.06741567317727036,0.04583126187724106,39
exact_hidden_doy,exact2024,shock_shock_date_a0.60,152,0.05099598826846984,0.03530971470628043,,,,0.05099598826846984,0.03530971470628043,152,,,,0.052277541175377674,0.038037644345153616,62,0.031014622847643114,0.023864971039513797,51,0.06732816587963285,0.0459392093061512,39
exact_hidden_doy,exact2024,shock_shock_date_a1.00,152,0.05091939883181482,0.03534860483196512,,,,0.05091939883181482,0.03534860483196512,152,,,,0.052123628110618804,0.03790085603557852,62,0.031049594862254788,0.024015093681351747,51,0.06727084576498295,0.046111925192407435,39
exact_hidden_doy,exact2024,shock_shock_crop_a0.35,152,0.0508272149206942,0.03515343195473901,,,,0.0508272149206942,0.03515343195473901,152,,,,0.05244514236143523,0.038026819284730916,62,0.030673074397709558,0.023689313568675697,51,0.0668262965562788,0.04557702229396289,39
exact_hidden_doy,exact2024,shock_shock_crop_a0.60,152,0.050620091423496834,0.03505753743748308,,,,0.050620091423496834,0.03505753743748308,152,,,,0.05239829308884609,0.03783100638738482,62,0.03048704509966598,0.02369787967997728,51,0.06638183070281577,0.04550337002053148,39
exact_hidden_doy,exact2024,shock_shock_crop_a1.00,152,0.05045233642006488,0.035015267593368184,,,,0.05045233642006488,0.035015267593368184,152,,,,0.05240355888986728,0.037583541031634256,62,0.030497699255886974,0.023851110884289286,51,0.06586909635958309,0.04553165320850993,39
exact_hidden_doy,exact2024,shock_shock_near_a0.35,152,0.05113898795097654,0.035246997515903565,,,,0.05113898795097654,0.035246997515903565,152,,,,0.05228372074596911,0.038093843881289106,62,0.031198652330427176,0.023779629124042474,51,0.06763139765333673,0.04571703119105775,39
exact_hidden_doy,exact2024,shock_shock_near_a0.60,152,0.051082841967966384,0.035185000137236,,,,0.051082841967966384,0.035185000137236,152,,,,0.052082805219547446,0.03794130785052889,62,0.03125036067524775,0.023774300318348856,51,0.06768123526737299,0.04572486199721255,39
exact_hidden_doy,exact2024,shock_shock_near_a1.00,152,0.05102990453210058,0.0351233555187954,,,,0.05102990453210058,0.0351233555187954,152,,,,0.051774295723822084,0.03769725020131256,62,0.03139526907316337,0.02383641185857707,51,0.06781406510379162,0.04579137234841261,39
exact_hidden_doy,exact2024,shock_shock_date_filled_a0.35,152,0.05107777576507077,0.03531595177370131,,,,0.05107777576507077,0.03531595177370131,152,,,,0.05238809736820863,0.03815444292464157,62,0.03104916426751935,0.023821519042429982,51,0.06741231417402177,0.04583465992592033,39
exact_hidden_doy,exact2024,shock_shock_date_filled_a0.60,152,0.050992215463237955,0.03530966915572355,,,,0.050992215463237955,0.03530966915572355,152,,,,0.0522717657503826,0.038031579067626484,62,0.031013933576643397,0.02386775417080891,51,0.06732457264915723,0.045945034532458524,39
exact_hidden_doy,exact2024,shock_shock_date_filled_a1.00,152,0.050917264159566024,0.03535162283754183,,,,0.050917264159566024,0.03535162283754183,152,,,,0.052116044138473455,0.03789362887731234,62,0.031054961039316844,0.02402545017057112,51,0.06727065036649756,0.046121633902919644,39
exact_hidden_doy,exact2024,joint_robust_shock,152,0.05100459499026415,0.03477257173453024,,,,0.05100459499026415,0.03477257173453024,152,,,,0.050786146583983546,0.03689980437233635,62,0.030180463294980815,0.022894622674566423,51,0.0696248074854399,0.046923519901560344,39
