group,label,weight_archive,n,rmse,mae
route,shared_2025,0.1800000000,1131,0.0521113536,0.0329455745
route,shared_2025,0.2000000000,1131,0.0521222436,0.0329518495
route,shared_2025,0.2200000000,1131,0.0521346087,0.0329610653
route,shared_2025,0.2400000000,1131,0.0521484479,0.0329712843
route,shared_2025,0.2600000000,1131,0.0521637600,0.0329825988
route,shared_2025,0.2800000000,1131,0.0521805438,0.0329950115
route,shared_2025,0.3000000000,1131,0.0521987977,0.0330081490
route,shared_2025,0.3200000000,1131,0.0522185203,0.0330223404
route,shared_2025,0.3400000000,1131,0.0522397099,0.0330380195
route,shared_2025,0.3600000000,1131,0.0522623646,0.0330546471
route,shared_2025,0.3800000000,1131,0.0522864827,0.0330716950
route,shared_2025,0.4000000000,1131,0.0523120621,0.0330902182
route,shared_2025,0.4200000000,1131,0.0523391005,0.0331110193
route,shared_2025,0.4400000000,1131,0.0523675959,0.0331329366
route,shared_2025,0.4600000000,1131,0.0523975457,0.0331553461
route,shared_2025,0.4800000000,1131,0.0524289476,0.0331782472
route,shared_2025,0.5000000000,1131,0.0524617988,0.0332039726
