route,held_seed,policy,n,rmse,bias,mae
crop_hier_n1_p67,0,base_a040,2644,0.0704468579,-0.0008038589,0.0403654435
crop_hier_n1_p67,0,fixed_050_040_030,2644,0.0704140180,-0.0008443010,0.0402432213
crop_hier_n1_p67,0,fixed_050_040_025,2644,0.0704119118,-0.0008627373,0.0402417199
crop_hier_n1_p67,0,fixed_055_040_025,2644,0.0704341077,-0.0008645220,0.0402179290
crop_hier_n1_p67,0,fixed_050_035_025,2644,0.0704043533,-0.0008794588,0.0402331756
crop_hier_n1_p67,0,fixed_045_040_025,2644,0.0704086018,-0.0008609525,0.0402848392
crop_hier_n1_p67,0,cal_dist_s20,2644,0.0704593132,-0.0008256372,0.0402810950
crop_hier_n1_p67,0,cal_dist_s50,2644,0.0704583768,-0.0008243988,0.0402800954
crop_hier_n1_p67,0,cal_dist_s100,2644,0.0704570004,-0.0008224322,0.0402785286
crop_hier_n1_p67,0,cal_dist_s200,2644,0.0704548237,-0.0008188282,0.0402766597
crop_hier_n1_p67,0,cal_dist_s400,2644,0.0704521191,-0.0008127070,0.0402751920
crop_hier_n1_p67,0,cal_year_dist_s50,2644,0.0704795910,-0.0008322750,0.0402907940
crop_hier_n1_p67,0,cal_year_dist_s100,2644,0.0704762292,-0.0008317973,0.0402892794
crop_hier_n1_p67,0,cal_year_dist_s200,2644,0.0704712060,-0.0008295676,0.0402865056
crop_hier_n1_p67,0,cal_year_dist_s400,2644,0.0704646782,-0.0008240801,0.0402839632
crop_hier_n1_p67,0,cal_cohort_dist_s50,2644,0.0704408731,-0.0007893050,0.0402760679
crop_hier_n1_p67,0,cal_cohort_dist_s100,2644,0.0704395295,-0.0007883069,0.0402735516
crop_hier_n1_p67,0,cal_cohort_dist_s200,2644,0.0704375845,-0.0007865215,0.0402704689
crop_hier_n1_p67,0,cal_cohort_dist_s400,2644,0.0704355157,-0.0007834475,0.0402678181
crop_hier_n1_p67,0,cal_delta_s50,2644,0.0704786906,-0.0007712472,0.0403107138
crop_hier_n1_p67,0,cal_delta_s100,2644,0.0704785243,-0.0007709086,0.0403108010
crop_hier_n1_p67,0,cal_delta_s200,2644,0.0704782271,-0.0007702796,0.0403110136
crop_hier_n1_p67,0,cal_delta_s400,2644,0.0704777466,-0.0007691855,0.0403115729
crop_hier_n1_p67,0,cal_delta_dist_s100,2644,0.0704271973,-0.0008039035,0.0402728563
crop_hier_n1_p67,0,cal_delta_dist_s250,2644,0.0704279839,-0.0007899805,0.0402761486
crop_hier_n1_p67,0,cal_delta_dist_s500,2644,0.0704335720,-0.0007792327,0.0402807033
crop_hier_n1_p67,1,base_a040,2644,0.0631068041,0.0011773335,0.0402563977
crop_hier_n1_p67,1,fixed_050_040_030,2644,0.0630013650,0.0012932160,0.0401690588
crop_hier_n1_p67,1,fixed_050_040_025,2644,0.0629952711,0.0012820604,0.0401750086
crop_hier_n1_p67,1,fixed_055_040_025,2644,0.0629882401,0.0013511572,0.0401634048
crop_hier_n1_p67,1,fixed_050_035_025,2644,0.0630022512,0.0012528665,0.0401808466
crop_hier_n1_p67,1,fixed_045_040_025,2644,0.0630234106,0.0012129636,0.0402077603
crop_hier_n1_p67,1,cal_dist_s20,2644,0.0630003481,0.0013150676,0.0401762955
crop_hier_n1_p67,1,cal_dist_s50,2644,0.0630006084,0.0013150677,0.0401758879
crop_hier_n1_p67,1,cal_dist_s100,2644,0.0630011002,0.0013150545,0.0401752596
crop_hier_n1_p67,1,cal_dist_s200,2644,0.0630022498,0.0013149828,0.0401742605
crop_hier_n1_p67,1,cal_dist_s400,2644,0.0630049310,0.0013146919,0.0401730007
crop_hier_n1_p67,1,cal_year_dist_s50,2644,0.0630563741,0.0012800082,0.0402057771
crop_hier_n1_p67,1,cal_year_dist_s100,2644,0.0630504991,0.0012857342,0.0402029812
crop_hier_n1_p67,1,cal_year_dist_s200,2644,0.0630451626,0.0012911252,0.0401994713
crop_hier_n1_p67,1,cal_year_dist_s400,2644,0.0630416723,0.0012944519,0.0401964974
crop_hier_n1_p67,1,cal_cohort_dist_s50,2644,0.0630053182,0.0013039571,0.0401896617
crop_hier_n1_p67,1,cal_cohort_dist_s100,2644,0.0630043290,0.0013052372,0.0401878214
crop_hier_n1_p67,1,cal_cohort_dist_s200,2644,0.0630034390,0.0013071211,0.0401848468
crop_hier_n1_p67,1,cal_cohort_dist_s400,2644,0.0630034719,0.0013095554,0.0401803030
crop_hier_n1_p67,1,cal_delta_s50,2644,0.0630904427,0.0012634788,0.0402324947
crop_hier_n1_p67,1,cal_delta_s100,2644,0.0630900165,0.0012638280,0.0402314698
crop_hier_n1_p67,1,cal_delta_s200,2644,0.0630892450,0.0012644743,0.0402296771
crop_hier_n1_p67,1,cal_delta_s400,2644,0.0630879652,0.0012655910,0.0402266644
crop_hier_n1_p67,1,cal_delta_dist_s100,2644,0.0630776131,0.0013243234,0.0402535537
crop_hier_n1_p67,1,cal_delta_dist_s250,2644,0.0630674420,0.0013197992,0.0402370300
crop_hier_n1_p67,1,cal_delta_dist_s500,2644,0.0630638481,0.0013130261,0.0402242828
crop_hier_n1_p67,2,base_a040,2644,0.0653003225,-0.0015635491,0.0376990773
crop_hier_n1_p67,2,fixed_050_040_030,2644,0.0651839374,-0.0015596765,0.0375944120
crop_hier_n1_p67,2,fixed_050_040_025,2644,0.0651724664,-0.0015640533,0.0375932360
crop_hier_n1_p67,2,fixed_055_040_025,2644,0.0651634620,-0.0015577402,0.0375810559
crop_hier_n1_p67,2,fixed_050_035_025,2644,0.0652039831,-0.0015784088,0.0376266089
crop_hier_n1_p67,2,fixed_045_040_025,2644,0.0652022549,-0.0015703665,0.0376282121
crop_hier_n1_p67,2,cal_dist_s20,2644,0.0651766021,-0.0015625455,0.0375969745
crop_hier_n1_p67,2,cal_dist_s50,2644,0.0651771452,-0.0015621305,0.0375968540
crop_hier_n1_p67,2,cal_dist_s100,2644,0.0651780607,-0.0015614780,0.0375966792
crop_hier_n1_p67,2,cal_dist_s200,2644,0.0651799080,-0.0015603032,0.0375965485
crop_hier_n1_p67,2,cal_dist_s400,2644,0.0651835545,-0.0015583716,0.0375969437
crop_hier_n1_p67,2,cal_year_dist_s50,2644,0.0651814702,-0.0015759373,0.0376011615
crop_hier_n1_p67,2,cal_year_dist_s100,2644,0.0651813526,-0.0015750293,0.0376009839
crop_hier_n1_p67,2,cal_year_dist_s200,2644,0.0651823099,-0.0015732724,0.0376008227
crop_hier_n1_p67,2,cal_year_dist_s400,2644,0.0651856476,-0.0015702330,0.0376013950
crop_hier_n1_p67,2,cal_cohort_dist_s50,2644,0.0651471543,-0.0015211017,0.0375941943
crop_hier_n1_p67,2,cal_cohort_dist_s100,2644,0.0651483677,-0.0015214570,0.0375935174
crop_hier_n1_p67,2,cal_cohort_dist_s200,2644,0.0651508316,-0.0015220941,0.0375925182
crop_hier_n1_p67,2,cal_cohort_dist_s400,2644,0.0651557170,-0.0015231979,0.0375916288
crop_hier_n1_p67,2,cal_delta_s50,2644,0.0652772249,-0.0015402448,0.0376655195
crop_hier_n1_p67,2,cal_delta_s100,2644,0.0652767778,-0.0015404206,0.0376648752
crop_hier_n1_p67,2,cal_delta_s200,2644,0.0652759603,-0.0015407468,0.0376636793
crop_hier_n1_p67,2,cal_delta_s400,2644,0.0652745776,-0.0015413135,0.0376617638
crop_hier_n1_p67,2,cal_delta_dist_s100,2644,0.0651905856,-0.0015252341,0.0376416732
crop_hier_n1_p67,2,cal_delta_dist_s250,2644,0.0651917287,-0.0015289348,0.0376311435
crop_hier_n1_p67,2,cal_delta_dist_s500,2644,0.0651984376,-0.0015302003,0.0376244770
crop_hier_n1_p67,70404,base_a040,2644,0.0683675741,-0.0016646838,0.0401584998
crop_hier_n1_p67,70404,fixed_050_040_030,2644,0.0683533233,-0.0016876562,0.0400319837
crop_hier_n1_p67,70404,fixed_050_040_025,2644,0.0683561300,-0.0016831249,0.0400437334
crop_hier_n1_p67,70404,fixed_055_040_025,2644,0.0683850791,-0.0016991423,0.0399982794
crop_hier_n1_p67,70404,fixed_050_035_025,2644,0.0683667430,-0.0017100932,0.0400515584
crop_hier_n1_p67,70404,fixed_045_040_025,2644,0.0683472975,-0.0016671075,0.0401069015
crop_hier_n1_p67,70404,cal_dist_s20,2644,0.0683624881,-0.0016487660,0.0400302183
crop_hier_n1_p67,70404,cal_dist_s50,2644,0.0683614038,-0.0016492092,0.0400292022
crop_hier_n1_p67,70404,cal_dist_s100,2644,0.0683597897,-0.0016499025,0.0400276171
crop_hier_n1_p67,70404,cal_dist_s200,2644,0.0683571671,-0.0016511387,0.0400248266
crop_hier_n1_p67,70404,cal_dist_s400,2644,0.0683536715,-0.0016531296,0.0400205104
crop_hier_n1_p67,70404,cal_year_dist_s50,2644,0.0683597719,-0.0016511814,0.0400220304
crop_hier_n1_p67,70404,cal_year_dist_s100,2644,0.0683584672,-0.0016519417,0.0400198189
crop_hier_n1_p67,70404,cal_year_dist_s200,2644,0.0683562983,-0.0016530964,0.0400178839
crop_hier_n1_p67,70404,cal_year_dist_s400,2644,0.0683533123,-0.0016546816,0.0400162679
crop_hier_n1_p67,70404,cal_cohort_dist_s50,2644,0.0683433180,-0.0016549395,0.0400316239
crop_hier_n1_p67,70404,cal_cohort_dist_s100,2644,0.0683416981,-0.0016553332,0.0400295629
crop_hier_n1_p67,70404,cal_cohort_dist_s200,2644,0.0683394027,-0.0016562553,0.0400259699
crop_hier_n1_p67,70404,cal_cohort_dist_s400,2644,0.0683367025,-0.0016578584,0.0400205540
crop_hier_n1_p67,70404,cal_delta_s50,2644,0.0683814838,-0.0016777712,0.0400833929
crop_hier_n1_p67,70404,cal_delta_s100,2644,0.0683810164,-0.0016772759,0.0400827497
crop_hier_n1_p67,70404,cal_delta_s200,2644,0.0683801628,-0.0016763532,0.0400815999
crop_hier_n1_p67,70404,cal_delta_s400,2644,0.0683787240,-0.0016747401,0.0400798903
crop_hier_n1_p67,70404,cal_delta_dist_s100,2644,0.0683514128,-0.0016415469,0.0400295765
crop_hier_n1_p67,70404,cal_delta_dist_s250,2644,0.0683441366,-0.0016471728,0.0400176871
crop_hier_n1_p67,70404,cal_delta_dist_s500,2644,0.0683434418,-0.0016514814,0.0400122468
soft_all_r1_l0_p4,0,base_a040,2644,0.0705322115,-0.0008114666,0.0405690004
soft_all_r1_l0_p4,0,fixed_050_040_030,2644,0.0705392189,-0.0008752553,0.0405011523
soft_all_r1_l0_p4,0,fixed_050_040_025,2644,0.0705409417,-0.0008927441,0.0405015575
soft_all_r1_l0_p4,0,fixed_055_040_025,2644,0.0705754962,-0.0009071497,0.0405004977
soft_all_r1_l0_p4,0,fixed_050_035_025,2644,0.0705431762,-0.0009220831,0.0404949244
soft_all_r1_l0_p4,0,fixed_045_040_025,2644,0.0705241186,-0.0008783385,0.0405201621
soft_all_r1_l0_p4,0,cal_dist_s20,2644,0.0705619317,-0.0008553117,0.0405310817
soft_all_r1_l0_p4,0,cal_dist_s50,2644,0.0705609131,-0.0008538530,0.0405301600
soft_all_r1_l0_p4,0,cal_dist_s100,2644,0.0705593821,-0.0008515344,0.0405287111
soft_all_r1_l0_p4,0,cal_dist_s200,2644,0.0705568460,-0.0008472772,0.0405261160
soft_all_r1_l0_p4,0,cal_dist_s400,2644,0.0705533080,-0.0008400163,0.0405224613
soft_all_r1_l0_p4,0,cal_year_dist_s50,2644,0.0705914492,-0.0008396387,0.0405453999
soft_all_r1_l0_p4,0,cal_year_dist_s100,2644,0.0705863933,-0.0008410045,0.0405446701
soft_all_r1_l0_p4,0,cal_year_dist_s200,2644,0.0705785015,-0.0008426915,0.0405431402
soft_all_r1_l0_p4,0,cal_year_dist_s400,2644,0.0705691657,-0.0008402301,0.0405382828
soft_all_r1_l0_p4,0,cal_cohort_dist_s50,2644,0.0705310233,-0.0008153991,0.0405142876
soft_all_r1_l0_p4,0,cal_cohort_dist_s100,2644,0.0705305541,-0.0008142728,0.0405138473
soft_all_r1_l0_p4,0,cal_cohort_dist_s200,2644,0.0705294840,-0.0008121069,0.0405121115
soft_all_r1_l0_p4,0,cal_cohort_dist_s400,2644,0.0705280250,-0.0008082308,0.0405093046
soft_all_r1_l0_p4,0,cal_delta_s50,2644,0.0705535597,-0.0007650530,0.0405437155
soft_all_r1_l0_p4,0,cal_delta_s100,2644,0.0705533173,-0.0007651113,0.0405435453
soft_all_r1_l0_p4,0,cal_delta_s200,2644,0.0705528981,-0.0007652211,0.0405432872
soft_all_r1_l0_p4,0,cal_delta_s400,2644,0.0705522659,-0.0007654168,0.0405428975
soft_all_r1_l0_p4,0,cal_delta_dist_s100,2644,0.0705312548,-0.0008324465,0.0405228590
soft_all_r1_l0_p4,0,cal_delta_dist_s250,2644,0.0705296434,-0.0008206869,0.0405211493
soft_all_r1_l0_p4,0,cal_delta_dist_s500,2644,0.0705316259,-0.0008096612,0.0405208898
soft_all_r1_l0_p4,1,base_a040,2644,0.0633068339,0.0010918819,0.0404479155
soft_all_r1_l0_p4,1,fixed_050_040_030,2644,0.0632222914,0.0012104277,0.0403768886
soft_all_r1_l0_p4,1,fixed_050_040_025,2644,0.0632171177,0.0012021797,0.0403828713
soft_all_r1_l0_p4,1,fixed_055_040_025,2644,0.0632163706,0.0012697006,0.0403769850
soft_all_r1_l0_p4,1,fixed_050_035_025,2644,0.0632164497,0.0011791839,0.0403905398
soft_all_r1_l0_p4,1,fixed_045_040_025,2644,0.0632375731,0.0011346587,0.0404073907
soft_all_r1_l0_p4,1,cal_dist_s20,2644,0.0632397128,0.0012279969,0.0403872070
soft_all_r1_l0_p4,1,cal_dist_s50,2644,0.0632395284,0.0012278316,0.0403865841
soft_all_r1_l0_p4,1,cal_dist_s100,2644,0.0632393218,0.0012275635,0.0403856030
soft_all_r1_l0_p4,1,cal_dist_s200,2644,0.0632392137,0.0012270499,0.0403840285
soft_all_r1_l0_p4,1,cal_dist_s400,2644,0.0632398147,0.0012260889,0.0403819043
soft_all_r1_l0_p4,1,cal_year_dist_s50,2644,0.0632439784,0.0012106674,0.0403688017
soft_all_r1_l0_p4,1,cal_year_dist_s100,2644,0.0632442002,0.0012126466,0.0403720734
soft_all_r1_l0_p4,1,cal_year_dist_s200,2644,0.0632456965,0.0012140284,0.0403755898
soft_all_r1_l0_p4,1,cal_year_dist_s400,2644,0.0632480438,0.0012138577,0.0403782832
soft_all_r1_l0_p4,1,cal_cohort_dist_s50,2644,0.0632508149,0.0012319223,0.0404039318
soft_all_r1_l0_p4,1,cal_cohort_dist_s100,2644,0.0632504459,0.0012305039,0.0404026907
soft_all_r1_l0_p4,1,cal_cohort_dist_s200,2644,0.0632488974,0.0012299512,0.0403999526
soft_all_r1_l0_p4,1,cal_cohort_dist_s400,2644,0.0632464505,0.0012302830,0.0403948931
soft_all_r1_l0_p4,1,cal_delta_s50,2644,0.0632970102,0.0011865162,0.0404226069
soft_all_r1_l0_p4,1,cal_delta_s100,2644,0.0632967819,0.0011861782,0.0404221560
soft_all_r1_l0_p4,1,cal_delta_s200,2644,0.0632963766,0.0011855474,0.0404213182
soft_all_r1_l0_p4,1,cal_delta_s400,2644,0.0632957300,0.0011844409,0.0404199703
soft_all_r1_l0_p4,1,cal_delta_dist_s100,2644,0.0632994489,0.0012539603,0.0404384288
soft_all_r1_l0_p4,1,cal_delta_dist_s250,2644,0.0632894179,0.0012442933,0.0404234632
soft_all_r1_l0_p4,1,cal_delta_dist_s500,2644,0.0632845985,0.0012341748,0.0404152552
soft_all_r1_l0_p4,2,base_a040,2644,0.0654247829,-0.0017608679,0.0379565115
soft_all_r1_l0_p4,2,fixed_050_040_030,2644,0.0653080800,-0.0017717186,0.0378632610
soft_all_r1_l0_p4,2,fixed_050_040_025,2644,0.0652930519,-0.0017714995,0.0378529481
soft_all_r1_l0_p4,2,fixed_055_040_025,2644,0.0652851290,-0.0017771439,0.0378542931
soft_all_r1_l0_p4,2,fixed_050_035_025,2644,0.0653191095,-0.0017777437,0.0378777946
soft_all_r1_l0_p4,2,fixed_045_040_025,2644,0.0653213950,-0.0017658551,0.0378745240
soft_all_r1_l0_p4,2,cal_dist_s20,2644,0.0653004468,-0.0017662222,0.0378560360
soft_all_r1_l0_p4,2,cal_dist_s50,2644,0.0653014107,-0.0017661732,0.0378566556
soft_all_r1_l0_p4,2,cal_dist_s100,2644,0.0653029733,-0.0017660945,0.0378576925
soft_all_r1_l0_p4,2,cal_dist_s200,2644,0.0653059401,-0.0017659469,0.0378596062
soft_all_r1_l0_p4,2,cal_dist_s400,2644,0.0653112923,-0.0017656843,0.0378630796
soft_all_r1_l0_p4,2,cal_year_dist_s50,2644,0.0652681345,-0.0017816069,0.0378506175
soft_all_r1_l0_p4,2,cal_year_dist_s100,2644,0.0652756131,-0.0017805880,0.0378528044
