protocol,partition,candidate,n,rmse,mae
exact_hidden_doy,exact2022,factor_abs_w0.325,192,0.16505786619102483,0.14336474778883504
exact_hidden_doy,exact2022,factor_abs_w0.350,192,0.17551072673660267,0.153083707071205
exact_hidden_doy,exact2022,factor_abs_w0.375,192,0.1860694616253872,0.16313868466291406
exact_hidden_doy,exact2022,factor_abs_w0.400,192,0.19671702326282647,0.17323772113593452
exact_hidden_doy,exact2022,factor_abs_w0.425,192,0.20743973407977626,0.18336513325382073
exact_hidden_doy,exact2022,factor_abs_w0.450,192,0.21822651683666688,0.1935189776578604
exact_hidden_doy,exact2022,factor_abs_w0.475,192,0.22906832030666044,0.20370389357538657
exact_hidden_doy,exact2022,factor_abs_w0.500,192,0.23995768674380985,0.21390803481175666
exact_hidden_doy,exact2022,factor_z_w0.000,192,0.06659808703830404,0.04766860741555279
exact_hidden_doy,exact2022,factor_z_w0.025,192,0.06625721239414796,0.047578680167249726
exact_hidden_doy,exact2022,factor_z_w0.050,192,0.06607088873948484,0.047585758110012956
exact_hidden_doy,exact2022,factor_z_w0.075,192,0.06604042421811035,0.04762406692894413
exact_hidden_doy,exact2022,factor_z_w0.100,192,0.06616603411487655,0.04772314267441819
exact_hidden_doy,exact2022,factor_z_w0.125,192,0.0664468333148727,0.04792678048224306
exact_hidden_doy,exact2022,factor_z_w0.150,192,0.0668808671606341,0.048203716859678
exact_hidden_doy,exact2022,factor_z_w0.175,192,0.06746517823472145,0.04848751100215123
exact_hidden_doy,exact2022,factor_z_w0.200,192,0.06819590386399697,0.04897038849276574
exact_hidden_doy,exact2022,factor_z_w0.225,192,0.0690683971213517,0.04961798516562368
exact_hidden_doy,exact2022,factor_z_w0.250,192,0.0700773630033152,0.05035405328626665
exact_hidden_doy,exact2022,factor_z_w0.275,192,0.07121700132401332,0.05125066823548552
exact_hidden_doy,exact2022,factor_z_w0.300,192,0.07248114856409947,0.05222153935948562
exact_hidden_doy,exact2022,factor_z_w0.325,192,0.07386341221645559,0.0532813377679767
exact_hidden_doy,exact2022,factor_z_w0.350,192,0.07535729280464808,0.05441505955013822
exact_hidden_doy,exact2022,factor_z_w0.375,192,0.07695629045720255,0.055579529609324274
exact_hidden_doy,exact2022,factor_z_w0.400,192,0.07865399449819205,0.056795431022163084
exact_hidden_doy,exact2022,factor_z_w0.425,192,0.0804441558325424,0.05818090559452701
exact_hidden_doy,exact2022,factor_z_w0.450,192,0.08232074290359352,0.05960701242918581
exact_hidden_doy,exact2022,factor_z_w0.475,192,0.0842779826780943,0.061064264255517586
exact_hidden_doy,exact2022,factor_z_w0.500,192,0.0863103885049721,0.06264345594282335
exact_hidden_doy,exact2022,factor_robust_w0.000,192,0.06659808703830404,0.04766860741555279
exact_hidden_doy,exact2022,factor_robust_w0.025,192,0.06813228971056749,0.04951832994195771
exact_hidden_doy,exact2022,factor_robust_w0.050,192,0.0714872285407294,0.05258953113186571
exact_hidden_doy,exact2022,factor_robust_w0.075,192,0.07642349132858856,0.057121610394624406
exact_hidden_doy,exact2022,factor_robust_w0.100,192,0.08265825698896524,0.06325549590539344
exact_hidden_doy,exact2022,factor_robust_w0.125,192,0.08992183332897186,0.07060272262928462
exact_hidden_doy,exact2022,factor_robust_w0.150,192,0.09798569288023411,0.07869047832337023
exact_hidden_doy,exact2022,factor_robust_w0.175,192,0.10666849182576048,0.08737333403314372
exact_hidden_doy,exact2022,factor_robust_w0.200,192,0.11583112503438654,0.09642998418555376
