dataset,partition,cohort,lag_weight,peer_weight,alpha,beta,n,coverage,rmse,baseline_rmse,delta_rmse
random,random_2,all,0.325000000,0.100000000,0.400000000,-0.125000000,2644,0.669062027,0.067670132,0.068571629,-0.000901497
random,random_2,year2025,0.325000000,0.100000000,0.400000000,-0.125000000,756,0.927248677,0.075566811,0.076559852,-0.000993041
exact,exact_2019,all,0.325000000,0.100000000,0.400000000,-0.150000000,249,0.879518072,0.056203234,0.057335767,-0.001132533
exact,exact_2020,all,0.325000000,0.100000000,0.400000000,-0.150000000,222,0.941441441,0.055345010,0.055403586,-0.000058576
exact,exact_2021,all,0.325000000,0.100000000,0.400000000,-0.150000000,130,0.884615385,0.077252919,0.077577559,-0.000324640
exact,exact_2022,all,0.325000000,0.100000000,0.400000000,-0.150000000,192,0.812500000,0.065798243,0.066099665,-0.000301422
exact,exact_2023,all,0.325000000,0.100000000,0.400000000,-0.150000000,169,0.958579882,0.068346380,0.070178247,-0.001831867
exact,exact_2024,all,0.325000000,0.100000000,0.400000000,-0.150000000,152,0.927631579,0.050834428,0.051444862,-0.000610434
random,random_0,all,0.325000000,0.100000000,0.400000000,-0.150000000,2644,0.695537065,0.072662364,0.073561268,-0.000898904
random,random_0,year2025,0.325000000,0.100000000,0.400000000,-0.150000000,756,0.940476190,0.051503225,0.052492269,-0.000989044
random,random_1,all,0.325000000,0.100000000,0.400000000,-0.150000000,2644,0.692133132,0.065568451,0.066644551,-0.001076100
random,random_1,year2025,0.325000000,0.100000000,0.400000000,-0.150000000,756,0.933862434,0.054623887,0.054800300,-0.000176412
random,random_2,all,0.325000000,0.100000000,0.400000000,-0.150000000,2644,0.669062027,0.067656787,0.068571629,-0.000914842
random,random_2,year2025,0.325000000,0.100000000,0.400000000,-0.150000000,756,0.927248677,0.075555361,0.076559852,-0.001004491
exact,exact_2019,all,0.325000000,0.100000000,0.400000000,-0.175000000,249,0.879518072,0.056249242,0.057335767,-0.001086525
exact,exact_2020,all,0.325000000,0.100000000,0.400000000,-0.175000000,222,0.941441441,0.055331221,0.055403586,-0.000072365
exact,exact_2021,all,0.325000000,0.100000000,0.400000000,-0.175000000,130,0.884615385,0.077249588,0.077577559,-0.000327971
exact,exact_2022,all,0.325000000,0.100000000,0.400000000,-0.175000000,192,0.812500000,0.065838105,0.066099665,-0.000261560
exact,exact_2023,all,0.325000000,0.100000000,0.400000000,-0.175000000,169,0.958579882,0.068287883,0.070178247,-0.001890364
exact,exact_2024,all,0.325000000,0.100000000,0.400000000,-0.175000000,152,0.927631579,0.050803491,0.051444862,-0.000641371
random,random_0,all,0.325000000,0.100000000,0.400000000,-0.175000000,2644,0.695537065,0.072645907,0.073561268,-0.000915361
random,random_0,year2025,0.325000000,0.100000000,0.400000000,-0.175000000,756,0.940476190,0.051492752,0.052492269,-0.000999517
random,random_1,all,0.325000000,0.100000000,0.400000000,-0.175000000,2644,0.692133132,0.065564050,0.066644551,-0.001080501
random,random_1,year2025,0.325000000,0.100000000,0.400000000,-0.175000000,756,0.933862434,0.054637919,0.054800300,-0.000162380
random,random_2,all,0.325000000,0.100000000,0.400000000,-0.175000000,2644,0.669062027,0.067645504,0.068571629,-0.000926125
random,random_2,year2025,0.325000000,0.100000000,0.400000000,-0.175000000,756,0.927248677,0.075545863,0.076559852,-0.001013990
exact,exact_2019,all,0.325000000,0.100000000,0.400000000,-0.200000000,249,0.879518072,0.056300218,0.057335767,-0.001035549
exact,exact_2020,all,0.325000000,0.100000000,0.400000000,-0.200000000,222,0.941441441,0.055319495,0.055403586,-0.000084091
exact,exact_2021,all,0.325000000,0.100000000,0.400000000,-0.200000000,130,0.884615385,0.077248178,0.077577559,-0.000329382
exact,exact_2022,all,0.325000000,0.100000000,0.400000000,-0.200000000,192,0.812500000,0.065880727,0.066099665,-0.000218937
exact,exact_2023,all,0.325000000,0.100000000,0.400000000,-0.200000000,169,0.958579882,0.068230726,0.070178247,-0.001947521
exact,exact_2024,all,0.325000000,0.100000000,0.400000000,-0.200000000,152,0.927631579,0.050773931,0.051444862,-0.000670931
random,random_0,all,0.325000000,0.100000000,0.400000000,-0.200000000,2644,0.695537065,0.072631282,0.073561268,-0.000929986
random,random_0,year2025,0.325000000,0.100000000,0.400000000,-0.200000000,756,0.940476190,0.051484893,0.052492269,-0.001007377
random,random_1,all,0.325000000,0.100000000,0.400000000,-0.200000000,2644,0.692133132,0.065561546,0.066644551,-0.001083005
random,random_1,year2025,0.325000000,0.100000000,0.400000000,-0.200000000,756,0.933862434,0.054654345,0.054800300,-0.000145955
random,random_2,all,0.325000000,0.100000000,0.400000000,-0.200000000,2644,0.669062027,0.067636285,0.068571629,-0.000935344
random,random_2,year2025,0.325000000,0.100000000,0.400000000,-0.200000000,756,0.927248677,0.075538316,0.076559852,-0.001021536
exact,exact_2019,all,0.350000000,0.100000000,0.250000000,-0.100000000,249,0.879518072,0.056252518,0.057413738,-0.001161220
exact,exact_2020,all,0.350000000,0.100000000,0.250000000,-0.100000000,222,0.941441441,0.055182023,0.055468617,-0.000286595
exact,exact_2021,all,0.350000000,0.100000000,0.250000000,-0.100000000,130,0.884615385,0.077313030,0.077696637,-0.000383607
exact,exact_2022,all,0.350000000,0.100000000,0.250000000,-0.100000000,192,0.812500000,0.065643700,0.066026434,-0.000382733
exact,exact_2023,all,0.350000000,0.100000000,0.250000000,-0.100000000,169,0.958579882,0.068651976,0.070077610,-0.001425634
exact,exact_2024,all,0.350000000,0.100000000,0.250000000,-0.100000000,152,0.927631579,0.050977105,0.051534752,-0.000557648
random,random_0,all,0.350000000,0.100000000,0.250000000,-0.100000000,2644,0.695537065,0.072733931,0.073628500,-0.000894569
random,random_0,year2025,0.350000000,0.100000000,0.250000000,-0.100000000,756,0.940476190,0.051677727,0.052528567,-0.000850840
random,random_1,all,0.350000000,0.100000000,0.250000000,-0.100000000,2644,0.692133132,0.065715676,0.066706172,-0.000990496
random,random_1,year2025,0.350000000,0.100000000,0.250000000,-0.100000000,756,0.933862434,0.054404946,0.054746236,-0.000341291
random,random_2,all,0.350000000,0.100000000,0.250000000,-0.100000000,2644,0.669062027,0.067760752,0.068687574,-0.000926821
random,random_2,year2025,0.350000000,0.100000000,0.250000000,-0.100000000,756,0.927248677,0.075643033,0.076565620,-0.000922588
exact,exact_2019,all,0.350000000,0.100000000,0.250000000,-0.125000000,249,0.879518072,0.056285658,0.057413738,-0.001128080
exact,exact_2020,all,0.350000000,0.100000000,0.250000000,-0.125000000,222,0.941441441,0.055161270,0.055468617,-0.000307347
exact,exact_2021,all,0.350000000,0.100000000,0.250000000,-0.125000000,130,0.884615385,0.077303133,0.077696637,-0.000393504
exact,exact_2022,all,0.350000000,0.100000000,0.250000000,-0.125000000,192,0.812500000,0.065677911,0.066026434,-0.000348523
exact,exact_2023,all,0.350000000,0.100000000,0.250000000,-0.125000000,169,0.958579882,0.068588505,0.070077610,-0.001489105
exact,exact_2024,all,0.350000000,0.100000000,0.250000000,-0.125000000,152,0.927631579,0.050942730,0.051534752,-0.000592022
random,random_0,all,0.350000000,0.100000000,0.250000000,-0.125000000,2644,0.695537065,0.072713890,0.073628500,-0.000914610
random,random_0,year2025,0.350000000,0.100000000,0.250000000,-0.125000000,756,0.940476190,0.051660586,0.052528567,-0.000867981
random,random_1,all,0.350000000,0.100000000,0.250000000,-0.125000000,2644,0.692133132,0.065706907,0.066706172,-0.000999265
random,random_1,year2025,0.350000000,0.100000000,0.250000000,-0.125000000,756,0.933862434,0.054413235,0.054746236,-0.000333002
random,random_2,all,0.350000000,0.100000000,0.250000000,-0.125000000,2644,0.669062027,0.067745153,0.068687574,-0.000942421
random,random_2,year2025,0.350000000,0.100000000,0.250000000,-0.125000000,756,0.927248677,0.075628803,0.076565620,-0.000936818
exact,exact_2019,all,0.350000000,0.100000000,0.250000000,-0.150000000,249,0.879518072,0.056323783,0.057413738,-0.001089955
exact,exact_2020,all,0.350000000,0.100000000,0.250000000,-0.150000000,222,0.941441441,0.055142584,0.055468617,-0.000326033
exact,exact_2021,all,0.350000000,0.100000000,0.250000000,-0.150000000,130,0.884615385,0.077295154,0.077696637,-0.000401483
exact,exact_2022,all,0.350000000,0.100000000,0.250000000,-0.150000000,192,0.812500000,0.065714895,0.066026434,-0.000311539
exact,exact_2023,all,0.350000000,0.100000000,0.250000000,-0.150000000,169,0.958579882,0.068526359,0.070077610,-0.001551251
exact,exact_2024,all,0.350000000,0.100000000,0.250000000,-0.150000000,152,0.927631579,0.050909725,0.051534752,-0.000625027
random,random_0,all,0.350000000,0.100000000,0.250000000,-0.150000000,2644,0.695537065,0.072695679,0.073628500,-0.000932821
random,random_0,year2025,0.350000000,0.100000000,0.250000000,-0.150000000,756,0.940476190,0.051646046,0.052528567,-0.000882521
random,random_1,all,0.350000000,0.100000000,0.250000000,-0.150000000,2644,0.692133132,0.065700031,0.066706172,-0.001006141
random,random_1,year2025,0.350000000,0.100000000,0.250000000,-0.150000000,756,0.933862434,0.054423929,0.054746236,-0.000322307
random,random_2,all,0.350000000,0.100000000,0.250000000,-0.150000000,2644,0.669062027,0.067731612,0.068687574,-0.000955962
random,random_2,year2025,0.350000000,0.100000000,0.250000000,-0.150000000,756,0.927248677,0.075616522,0.076565620,-0.000949099
exact,exact_2019,all,0.350000000,0.100000000,0.250000000,-0.175000000,249,0.879518072,0.056366882,0.057413738,-0.001046856
exact,exact_2020,all,0.350000000,0.100000000,0.250000000,-0.175000000,222,0.941441441,0.055125967,0.055468617,-0.000342651
exact,exact_2021,all,0.350000000,0.100000000,0.250000000,-0.175000000,130,0.884615385,0.077289092,0.077696637,-0.000407545
exact,exact_2022,all,0.350000000,0.100000000,0.250000000,-0.175000000,192,0.812500000,0.065754647,0.066026434,-0.000271787
exact,exact_2023,all,0.350000000,0.100000000,0.250000000,-0.175000000,169,0.958579882,0.068465542,0.070077610,-0.001612068
exact,exact_2024,all,0.350000000,0.100000000,0.250000000,-0.175000000,152,0.927631579,0.050878091,0.051534752,-0.000656661
random,random_0,all,0.350000000,0.100000000,0.250000000,-0.175000000,2644,0.695537065,0.072679297,0.073628500,-0.000949203
random,random_0,year2025,0.350000000,0.100000000,0.250000000,-0.175000000,756,0.940476190,0.051634110,0.052528567,-0.000894457
random,random_1,all,0.350000000,0.100000000,0.250000000,-0.175000000,2644,0.692133132,0.065695047,0.066706172,-0.001011125
random,random_1,year2025,0.350000000,0.100000000,0.250000000,-0.175000000,756,0.933862434,0.054437029,0.054746236,-0.000309208
random,random_2,all,0.350000000,0.100000000,0.250000000,-0.175000000,2644,0.669062027,0.067720130,0.068687574,-0.000967443
random,random_2,year2025,0.350000000,0.100000000,0.250000000,-0.175000000,756,0.927248677,0.075606190,0.076565620,-0.000959430
exact,exact_2019,all,0.350000000,0.100000000,0.250000000,-0.200000000,249,0.879518072,0.056414943,0.057413738,-0.000998795
exact,exact_2020,all,0.350000000,0.100000000,0.250000000,-0.200000000,222,0.941441441,0.055111420,0.055468617,-0.000357198
exact,exact_2021,all,0.350000000,0.100000000,0.250000000,-0.200000000,130,0.884615385,0.077284949,0.077696637,-0.000411688
exact,exact_2022,all,0.350000000,0.100000000,0.250000000,-0.200000000,192,0.812500000,0.065797163,0.066026434,-0.000229271
exact,exact_2023,all,0.350000000,0.100000000,0.250000000,-0.200000000,169,0.958579882,0.068406057,0.070077610,-0.001671553
exact,exact_2024,all,0.350000000,0.100000000,0.250000000,-0.200000000,152,0.927631579,0.050847832,0.051534752,-0.000686920
random,random_0,all,0.350000000,0.100000000,0.250000000,-0.200000000,2644,0.695537065,0.072664747,0.073628500,-0.000963753
random,random_0,year2025,0.350000000,0.100000000,0.250000000,-0.200000000,756,0.940476190,0.051624780,0.052528567,-0.000903787
random,random_1,all,0.350000000,0.100000000,0.250000000,-0.200000000,2644,0.692133132,0.065691956,0.066706172,-0.001014216
random,random_1,year2025,0.350000000,0.100000000,0.250000000,-0.200000000,756,0.933862434,0.054452530,0.054746236,-0.000293706
random,random_2,all,0.350000000,0.100000000,0.250000000,-0.200000000,2644,0.669062027,0.067710710,0.068687574,-0.000976864
random,random_2,year2025,0.350000000,0.100000000,0.250000000,-0.200000000,756,0.927248677,0.075597809,0.076565620,-0.000967811
exact,exact_2019,all,0.350000000,0.100000000,0.275000000,-0.100000000,249,0.879518072,0.056223571,0.057413738,-0.001190167
exact,exact_2020,all,0.350000000,0.100000000,0.275000000,-0.100000000,222,0.941441441,0.055209704,0.055468617,-0.000258914
exact,exact_2021,all,0.350000000,0.100000000,0.275000000,-0.100000000,130,0.884615385,0.077319188,0.077696637,-0.000377449
exact,exact_2022,all,0.350000000,0.100000000,0.275000000,-0.100000000,192,0.812500000,0.065637159,0.066026434,-0.000389275
exact,exact_2023,all,0.350000000,0.100000000,0.275000000,-0.100000000,169,0.958579882,0.068598134,0.070077610,-0.001479475
exact,exact_2024,all,0.350000000,0.100000000,0.275000000,-0.100000000,152,0.927631579,0.050973156,0.051534752,-0.000561596
random,random_0,all,0.350000000,0.100000000,0.275000000,-0.100000000,2644,0.695537065,0.072729047,0.073628500,-0.000899453
random,random_0,year2025,0.350000000,0.100000000,0.275000000,-0.100000000,756,0.940476190,0.051646838,0.052528567,-0.000881729
random,random_1,all,0.350000000,0.100000000,0.275000000,-0.100000000,2644,0.692133132,0.065692930,0.066706172,-0.001013242
random,random_1,year2025,0.350000000,0.100000000,0.275000000,-0.100000000,756,0.933862434,0.054418654,0.054746236,-0.000327582
random,random_2,all,0.350000000,0.100000000,0.275000000,-0.100000000,2644,0.669062027,0.067754078,0.068687574,-0.000933495
random,random_2,year2025,0.350000000,0.100000000,0.275000000,-0.100000000,756,0.927248677,0.075626364,0.076565620,-0.000939257
exact,exact_2019,all,0.350000000,0.100000000,0.275000000,-0.125000000,249,0.879518072,0.056257068,0.057413738,-0.001156670
exact,exact_2020,all,0.350000000,0.100000000,0.275000000,-0.125000000,222,0.941441441,0.055189239,0.055468617,-0.000279378
exact,exact_2021,all,0.350000000,0.100000000,0.275000000,-0.125000000,130,0.884615385,0.077309703,0.077696637,-0.000386934
exact,exact_2022,all,0.350000000,0.100000000,0.275000000,-0.125000000,192,0.812500000,0.065671345,0.066026434,-0.000355089
exact,exact_2023,all,0.350000000,0.100000000,0.275000000,-0.125000000,169,0.958579882,0.068534984,0.070077610,-0.001542626
exact,exact_2024,all,0.350000000,0.100000000,0.275000000,-0.125000000,152,0.927631579,0.050938842,0.051534752,-0.000595910
random,random_0,all,0.350000000,0.100000000,0.275000000,-0.125000000,2644,0.695537065,0.072708926,0.073628500,-0.000919574
random,random_0,year2025,0.350000000,0.100000000,0.275000000,-0.125000000,756,0.940476190,0.051629797,0.052528567,-0.000898770
random,random_1,all,0.350000000,0.100000000,0.275000000,-0.125000000,2644,0.692133132,0.065684196,0.066706172,-0.001021976
random,random_1,year2025,0.350000000,0.100000000,0.275000000,-0.125000000,756,0.933862434,0.054426996,0.054746236,-0.000319241
random,random_2,all,0.350000000,0.100000000,0.275000000,-0.125000000,2644,0.669062027,0.067738464,0.068687574,-0.000949109
random,random_2,year2025,0.350000000,0.100000000,0.275000000,-0.125000000,756,0.927248677,0.075612201,0.076565620,-0.000953420
exact,exact_2019,all,0.350000000,0.100000000,0.275000000,-0.150000000,249,0.879518072,0.056295551,0.057413738,-0.001118188
exact,exact_2020,all,0.350000000,0.100000000,0.275000000,-0.150000000,222,0.941441441,0.055170841,0.055468617,-0.000297777
exact,exact_2021,all,0.350000000,0.100000000,0.275000000,-0.150000000,130,0.884615385,0.077302136,0.077696637,-0.000394501
exact,exact_2022,all,0.350000000,0.100000000,0.275000000,-0.150000000,192,0.812500000,0.065708305,0.066026434,-0.000318129
exact,exact_2023,all,0.350000000,0.100000000,0.275000000,-0.150000000,169,0.958579882,0.068473161,0.070077610,-0.001604449
exact,exact_2024,all,0.350000000,0.100000000,0.275000000,-0.150000000,152,0.927631579,0.050905898,0.051534752,-0.000628855
random,random_0,all,0.350000000,0.100000000,0.275000000,-0.150000000,2644,0.695537065,0.072690633,0.073628500,-0.000937867
random,random_0,year2025,0.350000000,0.100000000,0.275000000,-0.150000000,756,0.940476190,0.051615359,0.052528567,-0.000913208
random,random_1,all,0.350000000,0.100000000,0.275000000,-0.150000000,2644,0.692133132,0.065677354,0.066706172,-0.001028818
random,random_1,year2025,0.350000000,0.100000000,0.275000000,-0.150000000,756,0.933862434,0.054437742,0.054746236,-0.000308494
random,random_2,all,0.350000000,0.100000000,0.275000000,-0.150000000,2644,0.669062027,0.067724909,0.068687574,-0.000962664
random,random_2,year2025,0.350000000,0.100000000,0.275000000,-0.150000000,756,0.927248677,0.075599987,0.076565620,-0.000965633
exact,exact_2019,all,0.350000000,0.100000000,0.275000000,-0.175000000,249,0.879518072,0.056339009,0.057413738,-0.001074729
exact,exact_2020,all,0.350000000,0.100000000,0.275000000,-0.175000000,222,0.941441441,0.055154510,0.055468617,-0.000314108
exact,exact_2021,all,0.350000000,0.100000000,0.275000000,-0.175000000,130,0.884615385,0.077296487,0.077696637,-0.000400150
exact,exact_2022,all,0.350000000,0.100000000,0.275000000,-0.175000000,192,0.812500000,0.065748033,0.066026434,-0.000278400
exact,exact_2023,all,0.350000000,0.100000000,0.275000000,-0.175000000,169,0.958579882,0.068412668,0.070077610,-0.001664942
exact,exact_2024,all,0.350000000,0.100000000,0.275000000,-0.175000000,152,0.927631579,0.050874325,0.051534752,-0.000660428
random,random_0,all,0.350000000,0.100000000,0.275000000,-0.175000000,2644,0.695537065,0.072674171,0.073628500,-0.000954329
random,random_0,year2025,0.350000000,0.100000000,0.275000000,-0.175000000,756,0.940476190,0.051603527,0.052528567,-0.000925040
random,random_1,all,0.350000000,0.100000000,0.275000000,-0.175000000,2644,0.692133132,0.065672405,0.066706172,-0.001033767
random,random_1,year2025,0.350000000,0.100000000,0.275000000,-0.175000000,756,0.933862434,0.054450892,0.054746236,-0.000295344
random,random_2,all,0.350000000,0.100000000,0.275000000,-0.175000000,2644,0.669062027,0.067713414,0.068687574,-0.000974159
random,random_2,year2025,0.350000000,0.100000000,0.275000000,-0.175000000,756,0.927248677,0.075589723,0.076565620,-0.000975897
exact,exact_2019,all,0.350000000,0.100000000,0.275000000,-0.200000000,249,0.879518072,0.056387433,0.057413738,-0.001026306
exact,exact_2020,all,0.350000000,0.100000000,0.275000000,-0.200000000,222,0.941441441,0.055140248,0.055468617,-0.000328369
exact,exact_2021,all,0.350000000,0.100000000,0.275000000,-0.200000000,130,0.884615385,0.077292756,0.077696637,-0.000403881
exact,exact_2022,all,0.350000000,0.100000000,0.275000000,-0.200000000,192,0.812500000,0.065790526,0.066026434,-0.000235908
exact,exact_2023,all,0.350000000,0.100000000,0.275000000,-0.200000000,169,0.958579882,0.068353509,0.070077610,-0.001724101
exact,exact_2024,all,0.350000000,0.100000000,0.275000000,-0.200000000,152,0.927631579,0.050844126,0.051534752,-0.000690627
random,random_0,all,0.350000000,0.100000000,0.275000000,-0.200000000,2644,0.695537065,0.072659540,0.073628500,-0.000968960
random,random_0,year2025,0.350000000,0.100000000,0.275000000,-0.200000000,756,0.940476190,0.051594301,0.052528567,-0.000934266
random,random_1,all,0.350000000,0.100000000,0.275000000,-0.200000000,2644,0.692133132,0.065669350,0.066706172,-0.001036822
random,random_1,year2025,0.350000000,0.100000000,0.275000000,-0.200000000,756,0.933862434,0.054466445,0.054746236,-0.000279792
random,random_2,all,0.350000000,0.100000000,0.275000000,-0.200000000,2644,0.669062027,0.067703980,0.068687574,-0.000983593
random,random_2,year2025,0.350000000,0.100000000,0.275000000,-0.200000000,756,0.927248677,0.075581411,0.076565620,-0.000984210
exact,exact_2019,all,0.350000000,0.100000000,0.300000000,-0.100000000,249,0.879518072,0.056200366,0.057413738,-0.001213372
exact,exact_2020,all,0.350000000,0.100000000,0.300000000,-0.100000000,222,0.941441441,0.055241181,0.055468617,-0.000227437
exact,exact_2021,all,0.350000000,0.100000000,0.300000000,-0.100000000,130,0.884615385,0.077326463,0.077696637,-0.000370174
exact,exact_2022,all,0.350000000,0.100000000,0.300000000,-0.100000000,192,0.812500000,0.065634224,0.066026434,-0.000392210
exact,exact_2023,all,0.350000000,0.100000000,0.300000000,-0.100000000,169,0.958579882,0.068546815,0.070077610,-0.001530794
exact,exact_2024,all,0.350000000,0.100000000,0.300000000,-0.100000000,152,0.927631579,0.050971377,0.051534752,-0.000563375
random,random_0,all,0.350000000,0.100000000,0.300000000,-0.100000000,2644,0.695537065,0.072727744,0.073628500,-0.000900756
random,random_0,year2025,0.350000000,0.100000000,0.300000000,-0.100000000,756,0.940476190,0.051619717,0.052528567,-0.000908850
random,random_1,all,0.350000000,0.100000000,0.300000000,-0.100000000,2644,0.692133132,0.065674090,0.066706172,-0.001032082
random,random_1,year2025,0.350000000,0.100000000,0.300000000,-0.100000000,756,0.933862434,0.054436178,0.054746236,-0.000310058
random,random_2,all,0.350000000,0.100000000,0.300000000,-0.100000000,2644,0.669062027,0.067751700,0.068687574,-0.000935874
random,random_2,year2025,0.350000000,0.100000000,0.300000000,-0.100000000,756,0.927248677,0.075612181,0.076565620,-0.000953439
exact,exact_2019,all,0.350000000,0.100000000,0.300000000,-0.125000000,249,0.879518072,0.056234216,0.057413738,-0.001179522
exact,exact_2020,all,0.350000000,0.100000000,0.300000000,-0.125000000,222,0.941441441,0.055221006,0.055468617,-0.000247612
exact,exact_2021,all,0.350000000,0.100000000,0.300000000,-0.125000000,130,0.884615385,0.077317390,0.077696637,-0.000379246
exact,exact_2022,all,0.350000000,0.100000000,0.300000000,-0.125000000,192,0.812500000,0.065668384,0.066026434,-0.000358050
exact,exact_2023,all,0.350000000,0.100000000,0.300000000,-0.125000000,169,0.958579882,0.068483989,0.070077610,-0.001593621
exact,exact_2024,all,0.350000000,0.100000000,0.300000000,-0.125000000,152,0.927631579,0.050937125,0.051534752,-0.000597627
random,random_0,all,0.350000000,0.100000000,0.300000000,-0.125000000,2644,0.695537065,0.072707542,0.073628500,-0.000920958
random,random_0,year2025,0.350000000,0.100000000,0.300000000,-0.125000000,756,0.940476190,0.051602778,0.052528567,-0.000925789
random,random_1,all,0.350000000,0.100000000,0.300000000,-0.125000000,2644,0.692133132,0.065665390,0.066706172,-0.001040782
random,random_1,year2025,0.350000000,0.100000000,0.300000000,-0.125000000,756,0.933862434,0.054444571,0.054746236,-0.000301665
random,random_2,all,0.350000000,0.100000000,0.300000000,-0.125000000,2644,0.669062027,0.067736073,0.068687574,-0.000951501
random,random_2,year2025,0.350000000,0.100000000,0.300000000,-0.125000000,756,0.927248677,0.075598085,0.076565620,-0.000967535
exact,exact_2019,all,0.350000000,0.100000000,0.300000000,-0.150000000,249,0.879518072,0.056273053,0.057413738,-0.001140685
exact,exact_2020,all,0.350000000,0.100000000,0.300000000,-0.150000000,222,0.941441441,0.055202896,0.055468617,-0.000265722
exact,exact_2021,all,0.350000000,0.100000000,0.300000000,-0.150000000,130,0.884615385,0.077310235,0.077696637,-0.000386402
exact,exact_2022,all,0.350000000,0.100000000,0.300000000,-0.150000000,192,0.812500000,0.065705318,0.066026434,-0.000321116
exact,exact_2023,all,0.350000000,0.100000000,0.300000000,-0.150000000,169,0.958579882,0.068422491,0.070077610,-0.001655119
exact,exact_2024,all,0.350000000,0.100000000,0.300000000,-0.150000000,152,0.927631579,0.050904242,0.051534752,-0.000630510
random,random_0,all,0.350000000,0.100000000,0.300000000,-0.150000000,2644,0.695537065,0.072689169,0.073628500,-0.000939331
random,random_0,year2025,0.350000000,0.100000000,0.300000000,-0.150000000,756,0.940476190,0.051588443,0.052528567,-0.000940124
random,random_1,all,0.350000000,0.100000000,0.300000000,-0.150000000,2644,0.692133132,0.065658583,0.066706172,-0.001047589
random,random_1,year2025,0.350000000,0.100000000,0.300000000,-0.150000000,756,0.933862434,0.054455369,0.054746236,-0.000290868
random,random_2,all,0.350000000,0.100000000,0.300000000,-0.150000000,2644,0.669062027,0.067722505,0.068687574,-0.000965069
random,random_2,year2025,0.350000000,0.100000000,0.300000000,-0.150000000,756,0.927248677,0.075585939,0.076565620,-0.000979681
exact,exact_2019,all,0.350000000,0.100000000,0.300000000,-0.175000000,249,0.879518072,0.056316867,0.057413738,-0.001096871
exact,exact_2020,all,0.350000000,0.100000000,0.300000000,-0.175000000,222,0.941441441,0.055186852,0.055468617,-0.000281766
exact,exact_2021,all,0.350000000,0.100000000,0.300000000,-0.175000000,130,0.884615385,0.077304998,0.077696637,-0.000391639
exact,exact_2022,all,0.350000000,0.100000000,0.300000000,-0.175000000,192,0.812500000,0.065745020,0.066026434,-0.000281413
exact,exact_2023,all,0.350000000,0.100000000,0.300000000,-0.175000000,169,0.958579882,0.068362325,0.070077610,-0.001715285
exact,exact_2024,all,0.350000000,0.100000000,0.300000000,-0.175000000,152,0.927631579,0.050872731,0.051534752,-0.000662021
random,random_0,all,0.350000000,0.100000000,0.300000000,-0.175000000,2644,0.695537065,0.072672627,0.073628500,-0.000955873
random,random_0,year2025,0.350000000,0.100000000,0.300000000,-0.175000000,756,0.940476190,0.051576715,0.052528567,-0.000951852
random,random_1,all,0.350000000,0.100000000,0.300000000,-0.175000000,2644,0.692133132,0.065653669,0.066706172,-0.001052503
random,random_1,year2025,0.350000000,0.100000000,0.300000000,-0.175000000,756,0.933862434,0.054468569,0.054746236,-0.000277667
random,random_2,all,0.350000000,0.100000000,0.300000000,-0.175000000,2644,0.669062027,0.067710997,0.068687574,-0.000976577
random,random_2,year2025,0.350000000,0.100000000,0.300000000,-0.175000000,756,0.927248677,0.075575744,0.076565620,-0.000989877
exact,exact_2019,all,0.350000000,0.100000000,0.300000000,-0.200000000,249,0.879518072,0.056365648,0.057413738,-0.001048090
exact,exact_2020,all,0.350000000,0.100000000,0.300000000,-0.200000000,222,0.941441441,0.055172877,0.055468617,-0.000295741
exact,exact_2021,all,0.350000000,0.100000000,0.300000000,-0.200000000,130,0.884615385,0.077301679,0.077696637,-0.000394958
exact,exact_2022,all,0.350000000,0.100000000,0.300000000,-0.200000000,192,0.812500000,0.065787487,0.066026434,-0.000238946
exact,exact_2023,all,0.350000000,0.100000000,0.300000000,-0.200000000,169,0.958579882,0.068303495,0.070077610,-0.001774115
exact,exact_2024,all,0.350000000,0.100000000,0.300000000,-0.200000000,152,0.927631579,0.050842594,0.051534752,-0.000692158
random,random_0,all,0.350000000,0.100000000,0.300000000,-0.200000000,2644,0.695537065,0.072657916,0.073628500,-0.000970584
random,random_0,year2025,0.350000000,0.100000000,0.300000000,-0.200000000,756,0.940476190,0.051567596,0.052528567,-0.000960971
random,random_1,all,0.350000000,0.100000000,0.300000000,-0.200000000,2644,0.692133132,0.065650650,0.066706172,-0.001055522
random,random_1,year2025,0.350000000,0.100000000,0.300000000,-0.200000000,756,0.933862434,0.054484171,0.054746236,-0.000262066
random,random_2,all,0.350000000,0.100000000,0.300000000,-0.200000000,2644,0.669062027,0.067701550,0.068687574,-0.000986024
random,random_2,year2025,0.350000000,0.100000000,0.300000000,-0.200000000,756,0.927248677,0.075567499,0.076565620,-0.000998121
exact,exact_2019,all,0.350000000,0.100000000,0.325000000,-0.100000000,249,0.879518072,0.056182910,0.057413738,-0.001230828
exact,exact_2020,all,0.350000000,0.100000000,0.325000000,-0.100000000,222,0.941441441,0.055276447,0.055468617,-0.000192170
exact,exact_2021,all,0.350000000,0.100000000,0.325000000,-0.100000000,130,0.884615385,0.077334854,0.077696637,-0.000361782
exact,exact_2022,all,0.350000000,0.100000000,0.325000000,-0.100000000,192,0.812500000,0.065634896,0.066026434,-0.000391537
exact,exact_2023,all,0.350000000,0.100000000,0.325000000,-0.100000000,169,0.958579882,0.068498025,0.070077610,-0.001579585
