radius,method,policy,pred,pooled_rmse,min_seed_rmse,max_seed_rmse
2,mean,dist503,route_plus_direct_-0.01,0.06685892343971069,0.06306111222598713,0.07047887104517912
16,median,dist502,route_plus_direct_-0.02,0.06685929042038435,0.0630536107067794,0.07048018118820298
16,mean,override6035,route_plus_direct_0.02,0.06685942765567697,0.06313415236294159,0.07045859923771218
16,mean,override6035,bucket_0.02_0.02,0.06685942765567697,0.06313415236294159,0.07045859923771218
2,median,override5525,bucket_0.02_0,0.06685950501710061,0.06312211106093794,0.07043257179758339
4,median,dist503,bucket_0_0.05,0.06686028386241319,0.0630956731229141,0.0703807012269369
8,mean,override5525,bucket_0.02_0,0.0668606379849863,0.06312328658726575,0.07045286196076148
8,mean,dist503,bucket_0.02_0.005,0.06686182153816157,0.06307699857126885,0.07045977985244493
8,mean,override6035,bucket_0.005_0.05,0.06686241665291764,0.06316462094508932,0.07043611575871891
2,median,dist502,bucket_0.01_0.05,0.06686291644851465,0.06308992771165035,0.07048305196835655
4,median,dist502,bucket_0.005_0.05,0.06686301039457869,0.06311176186448479,0.07037980203430877
16,median,override5525,route_plus_direct_0.015,0.06686326808456171,0.06313026319302578,0.07045515037214849
2,median,dist503,route_plus_direct_-0.01,0.06686327772860585,0.06306324135222494,0.07048151613821212
8,median,override5525,bucket_0.02_0.01,0.06686357124857059,0.06314347221854691,0.07045193067611491
16,median,dist503,route_plus_direct_-0.02,0.06686401682719802,0.06306167311151506,0.07048182154519404
2,mean,dist502,bucket_0.02_0,0.06686406768188932,0.0630725571088079,0.070439132609176
4,median,dist502,bucket_0.02_0,0.06686438664328531,0.06311830516383655,0.07046123173077307
4,mean,override6035,bucket_0.02_0.05,0.06686487367267409,0.06316427998874152,0.07039097917712031
2,median,dist503,bucket_0.01_0.05,0.06686523143614265,0.06309178565890261,0.07048430956283566
4,median,dist503,bucket_0.005_0.05,0.06686564609826347,0.06311375150355154,0.07038225393511838
8,median,override5525,bucket_0.02_0.005,0.06686621723710251,0.06314333397189,0.07045791810110416
8,mean,dist502,bucket_0.02_0,0.06686647057323268,0.06307744920212122,0.07046781136410318
2,mean,dist502,bucket_0.01_0.05,0.06686666113888902,0.0630878837458947,0.0704930975789283
2,median,dist502,bucket_0.02_0,0.06686672099443408,0.06307910353369776,0.07044616397629655
8,mean,override5525,bucket_0.02_0.03,0.06686683058548118,0.06315031194385476,0.07044096863818274
4,median,override5525,bucket_0.01_0.05,0.066867651305665,0.06318087848420657,0.0703726421753989
2,mean,dist503,bucket_0.02_0,0.0668681355883539,0.06307864353899756,0.07044123804017365
4,median,dist503,bucket_0.02_0,0.06686845453034605,0.06312438718301573,0.0704633365014532
2,mean,dist503,bucket_0.01_0.05,0.06686906531586673,0.0630899783726924,0.07049436255268332
16,mean,dist502,route_plus_direct_-0.02,0.06686943322228844,0.06305889364533102,0.07048899635152217
8,median,dist502,bucket_0.02_0.01,0.0668697017242366,0.06309772512412538,0.07046610838574656
16,mean,override5525,bucket_0.02_0.01,0.06687044053818232,0.06313864141600543,0.07046435239356291
8,mean,dist503,bucket_0.02_0,0.06687053833352323,0.0630835351603116,0.07046991593826513
16,median,override5525,bucket_0.01_0.03,0.06687064413996106,0.06314222472430672,0.07044832759283938
16,median,dist502,route_plus_direct_0.015,0.06687076293104599,0.06308518561875338,0.07047052809748995
2,median,dist503,bucket_0.02_0,0.06687078873949145,0.06308518933229136,0.07044826919715336
4,mean,override6035,bucket_0.03_0.02,0.06687086618866132,0.0631697135244374,0.07043152843864071
16,mean,override5525,bucket_0.02_0.005,0.06687136275557658,0.06313733172041099,0.07046769525474929
8,median,override5525,bucket_0.02_0.02,0.06687160612640229,0.0631587519189672,0.07045072209083668
8,median,override5525,route_plus_direct_0.02,0.06687160612640229,0.0631587519189672,0.07045072209083668
8,mean,override5525,bucket_0_0.05,0.06687201306648004,0.06317376251580498,0.07043653270999455
8,median,dist502,bucket_0.02_0.005,0.06687229695195163,0.06309726561513243,0.07047231170953108
8,mean,dist502,bucket_0.02_0.03,0.06687319016475816,0.06310636449822157,0.07045502812212598
8,median,override5525,bucket_0.02_0,0.06687330510261853,0.06314819723412618,0.07046749324405523
8,median,dist503,bucket_0.02_0.01,0.06687344773419061,0.06310288226506969,0.0704683471875597
1,median,override5525,bucket_0.02_0.03,0.06687411262963133,0.06324697391957124,0.07044800866871133
1,mean,override5525,bucket_0.02_0.03,0.06687411262963133,0.06324697391957124,0.07044800866871133
16,mean,dist503,route_plus_direct_-0.02,0.06687427905450498,0.06306691403050978,0.07049091356648043
16,median,dist503,route_plus_direct_0.015,0.06687435169640456,0.06308983857141855,0.07047296750005527
8,mean,override6035,route_plus_direct_-0.02,0.06687537163412251,0.06312560284856732,0.07049739265715493
8,median,override6035,route_plus_direct_-0.02,0.06687578175932729,0.06311640168939242,0.07049689269378741
16,mean,override5525,bucket_0.02_0,0.06687584789490836,0.06313999927513161,0.0704740318878371
8,mean,dist503,bucket_0.02_0.03,0.06687618117612454,0.06310986079325541,0.07045727075958402
8,median,dist503,bucket_0.02_0.005,0.0668762028781237,0.06310288404264276,0.07047448362376367
4,median,dist502,bucket_0.01_0.05,0.06687636627914907,0.06313826957119287,0.07038854569853518
16,mean,dist502,bucket_0.02_0.01,0.06687674692493993,0.06309374764752664,0.07047924798214925
16,mean,dist502,bucket_0.02_0.005,0.06687754886976849,0.06309206615171505,0.07048274551360406
8,mean,override6035,bucket_0.01_0.05,0.06687755786390993,0.06318139368503829,0.07044786262672102
8,median,dist502,bucket_0.02_0.02,0.06687783632309757,0.06311364877316714,0.07046447234481489
8,median,dist502,route_plus_direct_0.02,0.06687783632309757,0.06311364877316714,0.07046447234481489
8,median,override6035,bucket_0.02_0.03,0.06687788689694411,0.06317455053020798,0.0704565776344924
4,mean,override6035,route_plus_direct_0.03,0.06687808500085766,0.06318065275119404,0.07042455868322478
4,mean,override6035,bucket_0.03_0.03,0.06687808500085766,0.06318065275119404,0.07042455868322478
16,median,override6035,bucket_0.02_0.005,0.06687837210053736,0.06314604513008425,0.07048630530963967
4,median,dist503,bucket_0.01_0.05,0.06687900145647799,0.06314025837496422,0.07039099729478032
4,mean,override6035,bucket_0.03_0.01,0.06687908551858442,0.06317545160633585,0.07045149898046164
16,median,override6035,bucket_0.02_0.01,0.06687920263937143,0.06314798291293082,0.0704837462073845
16,mean,override5525,route_plus_direct_0.02,0.06687928488933545,0.06315319081692264,0.07046664930957915
16,mean,override5525,bucket_0.02_0.02,0.06687928488933545,0.06315319081692264,0.07046664930957915
8,median,dist502,bucket_0.02_0,0.06687933346998605,0.06310180819194011,0.07048210415447075
16,median,dist502,bucket_0.01_0.03,0.06687952726010267,0.0630985381334317,0.07046423516447994
16,mean,dist503,bucket_0.02_0.01,0.06688043522087624,0.0630988928439165,0.07048144222565901
8,mean,override5525,bucket_0.005_0.05,0.06688073953104591,0.06318341426203007,0.07044244689079485
1,mean,override6035,bucket_0.03_0.005,0.06688087442615728,0.06323785989507566,0.07047497484872077
1,median,override6035,bucket_0.03_0.005,0.06688087442615728,0.06323785989507566,0.07047497484872077
8,median,dist503,bucket_0.02_0.02,0.06688126603488351,0.06311789546291284,0.07046684224238099
8,median,dist503,route_plus_direct_0.02,0.06688126603488351,0.06311789546291284,0.07046684224238099
1,mean,dist502,bucket_0.02_0.03,0.06688138847875011,0.06320509960534075,0.07046158828005362
1,median,dist502,bucket_0.02_0.03,0.06688138847875011,0.06320509960534075,0.07046158828005362
16,mean,dist503,bucket_0.02_0.005,0.06688142568519288,0.06309767887628107,0.0704848949254807
16,median,override6035,bucket_0.02_0,0.06688175748012384,0.06314877123078587,0.07049236075430988
16,mean,dist502,bucket_0.02_0,0.0668819125190041,0.06309436116376718,0.07048923771387232
1,median,override6035,bucket_0.03_0,0.0668820162640171,0.06323005058090754,0.07047825247681487
1,mean,override6035,bucket_0.03_0,0.0668820162640171,0.06323005058090754,0.07047825247681487
16,mean,override6035,bucket_0_0.05,0.06688206061084818,0.06317513086440237,0.07045747197384641
16,mean,override6035,bucket_0.02_0.03,0.06688253921126566,0.06316465426915713,0.07047292471288935
16,median,dist503,bucket_0.01_0.03,0.06688264960164772,0.0631017989477319,0.0704669985601084
1,mean,override6035,bucket_0.03_0.01,0.06688335530268369,0.06324958767413084,0.07047472971970774
1,median,override6035,bucket_0.03_0.01,0.06688335530268369,0.06324958767413084,0.07047472971970774
8,mean,dist502,bucket_0_0.05,0.06688339498706607,0.06313082916143155,0.07045486221802656
8,median,dist503,bucket_0.02_0,0.06688340044797216,0.06310789180101396,0.07048420830186707
4,mean,override5525,bucket_0.02_0.05,0.06688407335048548,0.06318205682705433,0.07039832778808464
1,mean,dist503,bucket_0.02_0.03,0.06688492748022078,0.06320996215669036,0.07046426721860785
1,median,dist503,bucket_0.02_0.03,0.06688492748022078,0.06320996215669036,0.07046426721860785
8,mean,dist503,bucket_0_0.05,0.06688570087199507,0.06313268272457452,0.07045718974712442
16,mean,dist502,bucket_0.02_0.02,0.066885828091964,0.0631090381396454,0.07048123832723392
16,mean,dist502,route_plus_direct_0.02,0.066885828091964,0.0631090381396454,0.07048123832723392
16,mean,dist503,bucket_0.02_0,0.06688597934017206,0.06310044549082026,0.07049134164833383
2,mean,override6035,bucket_0.03_0.02,0.06688728239761517,0.0631489979687929,0.0704617633267516
2,median,override6035,bucket_0.02_0.05,0.06688842590855759,0.06317097590434353,0.07049470013679394
4,mean,override6035,bucket_0.03_0.005,0.06688898312592222,0.06318457373399504,0.07046635637314817
16,mean,dist503,route_plus_direct_0.02,0.06688914392794153,0.06311326085375388,0.07048352027354612
16,mean,dist503,bucket_0.02_0.02,0.06688914392794153,0.06311326085375388,0.07048352027354612
2,mean,override6035,bucket_0.02_0.05,0.06688965023875486,0.0631643723981089,0.07049962853880919
4,mean,override5525,bucket_0.03_0.02,0.06689084324702892,0.06318732791095379,0.07043944139752534
8,mean,dist502,bucket_0.005_0.05,0.06689093283721216,0.06314053182820518,0.0704595495141867
4,mean,dist502,bucket_0.02_0.05,0.06689101813887975,0.06313999633993392,0.07041308891034258
8,mean,override5525,route_plus_direct_-0.02,0.06689143528804924,0.06314412652717728,0.07050239853154976
2,median,override6035,bucket_0.03_0.02,0.06689178706651837,0.0631609623440343,0.07047106255260263
8,median,override5525,route_plus_direct_-0.02,0.06689208120111265,0.06313455618496616,0.07050208646693444
8,mean,dist503,bucket_0.005_0.05,0.066893238462303,0.06314238510652356,0.07046187688845164
16,median,override6035,bucket_0.02_0.02,0.0668935100470551,0.06316584737926115,0.07048911803306472
16,median,override6035,route_plus_direct_0.02,0.0668935100470551,0.06316584737926115,0.07048911803306472
4,mean,dist503,bucket_0.02_0.05,0.06689355973924908,0.06314248747288137,0.07041531690532432
16,mean,override6035,bucket_0.005_0.05,0.06689427418386214,0.06318904023146069,0.07046825925120552
4,mean,dist502,bucket_0.03_0.02,0.06689523232487286,0.06314480220537579,0.07045233844990238
8,median,override6035,bucket_0_0.05,0.06689556951981827,0.0631988978923394,0.07045195318093134
2,mean,override6035,bucket_0.03_0.01,0.06689567194750463,0.06315653731627807,0.070462013914385
4,median,override6035,bucket_0.03_0.02,0.06689600301384965,0.06323677528841622,0.07045467550569302
8,mean,override5525,bucket_0.01_0.05,0.06689634078823181,0.06320026224149532,0.07045453918229552
8,median,override5525,bucket_0.02_0.03,0.06689740333364168,0.06319402182455086,0.07046386822681236
2,mean,override6035,bucket_0.03_0.03,0.06689756887326548,0.06316225660668955,0.07047810874405304
2,mean,override6035,route_plus_direct_0.03,0.06689756887326548,0.06316225660668955,0.07047810874405304
4,mean,override5525,bucket_0.03_0.03,0.06689802574437628,0.06319819944022272,0.07043245940599342
4,mean,override5525,route_plus_direct_0.03,0.06689802574437628,0.06319819944022272,0.07043245940599342
16,median,override5525,bucket_0.02_0.005,0.06689802602737419,0.06316556924703683,0.07049430474945928
4,mean,dist503,bucket_0.03_0.02,0.0668986718222729,0.06314940479863662,0.07045449504021804
16,median,override5525,bucket_0.02_0.01,0.06689884579419783,0.06316747711956196,0.07049171572132178
4,mean,override5525,bucket_0.03_0.01,0.06689909523261836,0.06319313011914729,0.07045942325271173
1,median,override5525,bucket_0.03_0.005,0.06689917366218821,0.06325254812544627,0.07048228305457331
1,mean,override5525,bucket_0.03_0.005,0.06689917366218821,0.06325254812544627,0.07048228305457331
1,mean,override6035,bucket_0.03_0.02,0.06689918299823648,0.06328478918511161,0.07048333669406924
1,median,override6035,bucket_0.03_0.02,0.06689918299823648,0.06328478918511161,0.07048333669406924
16,mean,override5525,bucket_0_0.05,0.06689994103213162,0.06319370724121176,0.07046351999141172
1,mean,override5525,bucket_0.03_0,0.06690030701156015,0.06324474265730053,0.07048555204104787
1,median,override5525,bucket_0.03_0,0.06690030701156015,0.06324474265730053,0.07048555204104787
4,median,override6035,bucket_0.03_0.01,0.06690108671621031,0.0632368401292475,0.07047527623074311
2,median,override6035,route_plus_direct_0.03,0.06690126743968663,0.06317416213126793,0.07048491452330412
2,median,override6035,bucket_0.03_0.03,0.06690126743968663,0.06317416213126793,0.07048491452330412
16,median,override5525,bucket_0.02_0,0.06690142110291969,0.0631683240439687,0.07050039009093355
2,median,override6035,bucket_0.03_0.01,0.06690147474728021,0.0631691541862476,0.07047391675663235
4,median,override6035,bucket_0.02_0.05,0.0669015221752899,0.06324040088900518,0.07040705818021956
1,median,override5525,bucket_0.03_0.01,0.06690166200940831,0.06326427110137119,0.07048204623368516
1,mean,override5525,bucket_0.03_0.01,0.06690166200940831,0.06326427110137119,0.07048204623368516
16,mean,override5525,bucket_0.02_0.03,0.06690237529623196,0.06318363648891064,0.07048092146498136
4,mean,dist502,bucket_0.03_0.03,0.06690256669311319,0.0631561250762546,0.07044524766064895
4,mean,dist502,route_plus_direct_0.03,0.06690256669311319,0.0631561250762546,0.07044524766064895
4,mean,override6035,bucket_0.03_0,0.06690273730067238,0.06319786245421553,0.07048445925805039
4,mean,dist502,bucket_0.03_0.01,0.06690332955939851,0.06315015558906302,0.07047242891717348
8,median,dist502,bucket_0.02_0.03,0.06690373078611958,0.06314956400452386,0.07047719703170571
1,mean,dist502,bucket_0.03_0.005,0.06690402932665711,0.06321108739148709,0.07049366700627245
1,median,dist502,bucket_0.03_0.005,0.06690402932665711,0.06321108739148709,0.07049366700627245
16,median,dist502,bucket_0.02_0.005,0.0669042329423642,0.06311953874956355,0.07050893925480549
1,median,dist502,bucket_0.03_0,0.06690505378010533,0.06320307277639739,0.0704970424466181
1,mean,dist502,bucket_0.03_0,0.06690505378010533,0.06320307277639739,0.0704970424466181
16,median,dist502,bucket_0.02_0.01,0.0669051522951262,0.06312188239696626,0.07050611347392388
8,mean,dist502,bucket_0.01_0.05,0.06690535592476707,0.06315743729634996,0.07047042505247313
4,mean,dist503,bucket_0.03_0.03,0.06690570093257808,0.06316000926780772,0.07044742881396812
4,mean,dist503,route_plus_direct_0.03,0.06690570093257808,0.06316000926780772,0.07044742881396812
8,median,override6035,bucket_0.005_0.05,0.0669057717686239,0.06321320001329114,0.07046006300753707
8,mean,override6035,bucket_0.03_0.01,0.06690593506417125,0.06317970706326717,0.07049519218211268
1,median,override6035,route_plus_direct_-0.02,0.06690596521279583,0.0630709398470685,0.07052911854486253
1,mean,override6035,route_plus_direct_-0.02,0.06690596521279583,0.0630709398470685,0.07052911854486253
2,mean,override5525,bucket_0.03_0.02,0.06690597380534291,0.06316519999549494,0.07046901683284532
8,mean,dist502,route_plus_direct_-0.02,0.06690644198241046,0.06309664800622032,0.07052780148613828
1,median,dist502,bucket_0.03_0.01,0.0669066255302257,0.06322302012964792,0.07049332429225509
1,mean,dist502,bucket_0.03_0.01,0.0669066255302257,0.06322302012964792,0.07049332429225509
8,median,dist503,bucket_0.02_0.03,0.0669068491202345,0.06315291711466957,0.07047969438596807
2,mean,override6035,bucket_0.03_0.005,0.06690686864748926,0.06316810470983177,0.0704683631127552
2,median,override5525,bucket_0.02_0.05,0.06690699687182473,0.0631881004742408,0.0705019243697223
8,median,dist502,route_plus_direct_-0.02,0.06690704136376492,0.06308764358820997,0.07052811208441609
4,mean,dist503,bucket_0.03_0.01,0.06690707907911765,0.06315548925675625,0.0704745596007669
16,median,dist502,bucket_0.02_0,0.06690752735535511,0.06312185692796972,0.07051526298264053
8,mean,dist503,bucket_0.01_0.05,0.0669076610528411,0.06315929007861244,0.07047275206757161
1,median,dist503,bucket_0.03_0.005,0.0669080051155699,0.06321695423290277,0.07049586919813426
1,mean,dist503,bucket_0.03_0.005,0.0669080051155699,0.06321695423290277,0.07049586919813426
8,mean,override6035,bucket_0.03_0.02,0.06690801944219087,0.06318872956353119,0.0704912974901747
16,median,dist503,bucket_0.02_0.005,0.06690813749620153,0.06312513895800846,0.07051115541679731
2,mean,override5525,bucket_0.02_0.05,0.06690816166710818,0.06318141147720217,0.07050663042833492
4,median,override6035,route_plus_direct_0.03,0.06690843242290911,0.0632559168100962,0.0704481159985686
4,median,override6035,bucket_0.03_0.03,0.06690843242290911,0.0632559168100962,0.0704481159985686
16,median,dist503,bucket_0.02_0.01,0.0669088972993766,0.06312700525522333,0.07050844130490236
4,mean,override5525,bucket_0.03_0.005,0.06690900778916455,0.06320228295523303,0.07047428595465537
1,mean,dist503,bucket_0.03_0,0.06690911919471808,0.06320914663919036,0.0704991461481598
1,median,dist503,bucket_0.03_0,0.06690911919471808,0.06320914663919036,0.0704991461481598
16,mean,dist502,bucket_0.02_0.03,0.06690915021920103,0.06314022108583583,0.07049520773439832
4,median,override6035,bucket_0.03_0.005,0.06691019527390009,0.06324407560066501,0.07049083853071926
1,median,dist503,bucket_0.03_0.01,0.06691051217735769,0.06322868141815247,0.07049562379019539
1,mean,dist503,bucket_0.03_0.01,0.06691051217735769,0.06322868141815247,0.07049562379019539
2,median,override5525,bucket_0.03_0.02,0.06691056509939688,0.06317729089607792,0.07047864459586971
8,mean,override6035,bucket_0.03_0.005,0.0669106818271937,0.06318173866476877,0.07050195186364239
8,mean,dist503,route_plus_direct_-0.02,0.06691125728428972,0.06310453953623114,0.07052980568290457
16,median,dist503,bucket_0.02_0,0.06691159261967838,0.06312793860495655,0.07051736614062012
16,mean,dist502,bucket_0_0.05,0.06691162090854834,0.06315131271197776,0.07048179981018066
8,median,dist503,route_plus_direct_-0.02,0.06691176641498928,0.06309563503465583,0.07052993734159138
4,mean,override6035,route_plus_direct_-0.02,0.06691206411671716,0.06315018808914583,0.07055366407897155
16,mean,dist503,bucket_0.02_0.03,0.06691209989628998,0.06314353865232575,0.07049757473282015
16,mean,override5525,bucket_0.005_0.05,0.06691264230259841,0.0632076927081335,0.07047477673098865
2,mean,dist502,bucket_0.03_0.02,0.06691265258579851,0.0631259761797263,0.07048097697769475
16,median,override5525,bucket_0.02_0.02,0.06691312843883368,0.06318527815129218,0.07049702762569615
16,median,override5525,route_plus_direct_0.02,0.06691312843883368,0.06318527815129218,0.07049702762569615
4,mean,dist502,bucket_0.03_0.005,0.06691316369406931,0.06315908506721862,0.07048734583739624
16,mean,override6035,bucket_0.01_0.05,0.06691324668487719,0.06321003582362755,0.0704851905810172
8,median,override5525,bucket_0_0.05,0.06691345962924088,0.06321783639818782,0.07045787346520016
2,median,override6035,bucket_0.03_0.005,0.06691350464965916,0.06318127021693895,0.07048160850397013
16,mean,dist503,bucket_0_0.05,0.06691386097629773,0.06315287703783505,0.07048433156946614
2,mean,override5525,bucket_0.03_0.01,0.06691434479644826,0.0631727417217178,0.07046925088474283
1,mean,override6035,bucket_0.005_0.05,0.06691541003034916,0.06328955878866242,0.07048476319197247
1,median,override6035,bucket_0.005_0.05,0.06691541003034916,0.06328955878866242,0.07048476319197247
4,median,override5525,bucket_0.03_0.02,0.0669160278577002,0.06325478628780218,0.07046312027582656
2,mean,dist503,bucket_0.03_0.02,0.06691603414059508,0.06313041579053387,0.07048273629522583
2,median,dist502,bucket_0.02_0.05,0.06691614714470845,0.063149332961096,0.07051626167367651
2,mean,override5525,bucket_0.03_0.03,0.06691627351569347,0.0631784507268501,0.07048537699628948
2,mean,override5525,route_plus_direct_0.03,0.06691627351569347,0.0631784507268501,0.07048537699628948
2,median,dist502,bucket_0.03_0.02,0.06691696812550384,0.06313752507596374,0.0704895341048729
4,mean,dist503,bucket_0.03_0.005,0.06691706994434098,0.06316478884316383,0.07048946306860952
2,mean,dist502,bucket_0.02_0.05,0.06691743275426044,0.06314283923465905,0.0705216810159881
1,median,override5525,bucket_0.03_0.02,0.0669175015894999,0.06329946014300653,0.0704906688196235
1,mean,override5525,bucket_0.03_0.02,0.0669175015894999,0.06329946014300653,0.0704906688196235
1,mean,override6035,bucket_0_0.05,0.06691811574518082,0.06327734332370963,0.0704895434936339
1,median,override6035,bucket_0_0.05,0.06691811574518082,0.06327734332370963,0.0704895434936339
2,median,dist503,bucket_0.02_0.05,0.06691846029086546,0.0631511891606089,0.07051751867590077
4,median,override6035,route_plus_direct_-0.02,0.0669192071977609,0.06313187273907502,0.07055792107843817
8,mean,override6035,bucket_0.03_0,0.0669192870191387,0.0631881319074942,0.07051191868461457
4,median,dist502,bucket_0.03_0.02,0.06691954649629445,0.06321192088851875,0.07047338776222448
16,median,dist502,bucket_0.02_0.02,0.06691963080724458,0.06314055206016672,0.07051095691463173
16,median,dist502,route_plus_direct_0.02,0.06691963080724458,0.06314055206016672,0.07051095691463173
2,mean,dist503,bucket_0.02_0.05,0.06691983510720574,0.06314493203848799,0.0705229454770405
2,median,override5525,route_plus_direct_0.03,0.06692005891939697,0.06319048276693512,0.07049251150323256
2,median,override5525,bucket_0.03_0.03,0.06692005891939697,0.06319048276693512,0.07049251150323256
2,median,override5525,bucket_0.03_0.01,0.06692023384788834,0.06318548493283271,0.07048148198578111
2,median,dist503,bucket_0.03_0.02,0.0669203126346546,0.06314186631862628,0.07049129008982996
2,mean,dist502,bucket_0.03_0.01,0.06692064628844352,0.06313271468689084,0.0704810574837731
4,median,override5525,bucket_0.02_0.05,0.06692074821806905,0.06325843391979037,0.07041476530658257
4,median,override5525,bucket_0.03_0.01,0.06692114523854979,0.06325491736905073,0.07048373208415598
1,median,override6035,bucket_0.01_0.05,0.06692148207526058,0.0633106849041406,0.07048805374269451
1,mean,override6035,bucket_0.01_0.05,0.06692148207526058,0.0633106849041406,0.07048805374269451
16,median,override6035,bucket_0_0.05,0.06692236699473347,0.06320520935471974,0.0704826634334464
1,median,dist502,bucket_0.03_0.02,0.06692267763523731,0.06325863037803779,0.07050173682874245
1,mean,dist502,bucket_0.03_0.02,0.06692267763523731,0.06325863037803779,0.07050173682874245
2,mean,override6035,bucket_0.03_0,0.0669227304991571,0.06318486720417113,0.07047886032993197
4,mean,override5525,bucket_0.03_0,0.0669227759916478,0.06321560147363474,0.07049239391668448
4,median,dist503,bucket_0.03_0.02,0.06692302310185637,0.06321631153900595,0.07047563554230771
16,median,dist503,bucket_0.02_0.02,0.06692306031504887,0.06314473299293005,0.07051350401177095
16,median,dist503,route_plus_direct_0.02,0.06692306031504887,0.06314473299293005,0.07051350401177095
16,mean,dist502,bucket_0.005_0.05,0.06692319260086797,0.06316539935139405,0.07049189506959941
2,mean,dist502,bucket_0.03_0.03,0.06692332125618322,0.06314002697114886,0.07049748459234467
2,mean,dist502,route_plus_direct_0.03,0.06692332125618322,0.06314002697114886,0.07049748459234467
1,median,override5525,route_plus_direct_-0.02,0.06692362060143514,0.0630926556536399,0.07053468047504974
1,mean,override5525,route_plus_direct_-0.02,0.06692362060143514,0.0630926556536399,0.07053468047504974
4,median,override6035,bucket_0.03_0,0.06692367953896232,0.06325611127352745,0.07050990586654407
8,median,override6035,bucket_0.01_0.05,0.06692370292187752,0.06323564028672866,0.07047511893018601
8,median,override5525,bucket_0.005_0.05,0.06692406650697051,0.06323228182624956,0.07046629328057223
2,mean,dist503,bucket_0.03_0.01,0.06692436602689651,0.06313796682176466,0.0704829876862699
8,median,dist502,bucket_0_0.05,0.0669244656630348,0.06317497954455324,0.07047555966906312
4,median,dist502,bucket_0.03_0.01,0.06692452860795833,0.06321149778738448,0.07049415423929525
16,median,override6035,bucket_0.02_0.03,0.06692466888855089,0.06320234881286498,0.07050847303461329
16,mean,dist503,bucket_0.005_0.05,0.06692543228130009,0.06316696332839661,0.07049442646632051
2,mean,override5525,bucket_0.03_0.005,0.06692553022608265,0.06318430823156303,0.0704755911476637
8,mean,override6035,bucket_0.03_0.03,0.06692553871091618,0.06321519193767725,0.07050023673542966
8,mean,override6035,route_plus_direct_0.03,0.06692553871091618,0.06321519193767725,0.07050023673542966
2,median,dist502,bucket_0.03_0.01,0.06692624130322906,0.06314486824634252,0.07049221603110137
2,mean,dist503,route_plus_direct_0.03,0.06692636983915914,0.06314366818748145,0.07049907573924206
2,mean,dist503,bucket_0.03_0.03,0.06692636983915914,0.06314366818748145,0.07049907573924206
1,median,dist503,bucket_0.03_0.02,0.0669263875081865,0.06326388511586939,0.07050422733615151
1,mean,dist503,bucket_0.03_0.02,0.0669263875081865,0.06326388511586939,0.07050422733615151
8,mean,override5525,bucket_0.03_0.01,0.06692659120373215,0.0631989623860497,0.07050346888441496
2,median,dist502,route_plus_direct_0.03,0.06692684885409332,0.06315156421563309,0.07050355059578964
2,median,dist502,bucket_0.03_0.03,0.06692684885409332,0.06315156421563309,0.07050355059578964
4,mean,dist502,bucket_0.03_0,0.06692685279565126,0.06317218098774198,0.07050550794973111
8,median,dist503,bucket_0_0.05,0.06692698012766636,0.06317660208148815,0.0704783034496278
4,median,dist502,bucket_0.02_0.05,0.0669270363542455,0.06321652546933633,0.07042759281708992
4,median,dist503,bucket_0.03_0.01,0.06692829631311056,0.06321672169572151,0.07049633063811361
4,median,override5525,route_plus_direct_0.03,0.06692841930517028,0.06327385720471522,0.07045654854020642
4,median,override5525,bucket_0.03_0.03,0.06692841930517028,0.06327385720471522,0.07045654854020642
8,mean,override6035,bucket_0.02_0.05,0.06692846705159045,0.0632365141089414,0.07048989034109925
4,mean,override5525,route_plus_direct_-0.02,0.06692859659850467,0.06316987364583494,0.0705588419732329
8,mean,override5525,bucket_0.03_0.02,0.06692865343344478,0.06320796133676003,0.07049950751229954
1,mean,override6035,route_plus_direct_0.03,0.06692948907170715,0.06333562899532535,0.07050406895759047
1,mean,override6035,bucket_0.03_0.03,0.06692948907170715,0.06333562899532535,0.07050406895759047
1,median,override6035,route_plus_direct_0.03,0.06692948907170715,0.06333562899532535,0.07050406895759047
1,median,override6035,bucket_0.03_0.03,0.06692948907170715,0.06333562899532535,0.07050406895759047
4,median,dist503,bucket_0.02_0.05,0.06692966953657532,0.06321851181123982,0.07043004305414564
2,median,dist503,route_plus_direct_0.03,0.06692984260650552,0.06315505995611803,0.07050513697593136
2,median,dist503,bucket_0.03_0.03,0.06692984260650552,0.06315505995611803,0.07050513697593136
2,median,dist503,bucket_0.03_0.01,0.0669299421317197,0.06315007010100171,0.07049414435271321
16,median,override6035,route_plus_direct_-0.03,0.06693017796796899,0.06318910191903192,0.0705442693627994
4,median,override5525,bucket_0.03_0.005,0.06693026902131714,0.06326218430469971,0.070499299494929
2,median,override6035,bucket_0.03_0,0.06693032215866056,0.0631987293395361,0.07049347510614883
8,mean,dist502,bucket_0.03_0.01,0.06693032289348923,0.06315391909939908,0.07051575755605076
4,mean,dist503,bucket_0.03_0,0.06693091688618182,0.06317825782042517,0.0705076113986917
8,mean,override5525,bucket_0.03_0.005,0.06693134750544437,0.06320100382487616,0.07051026195346867
2,mean,dist502,bucket_0.03_0.005,0.06693164004988762,0.06314387864964022,0.0704873187217958
4,median,dist502,bucket_0.03_0.03,0.06693207080365633,0.06323154807173682,0.07046666242474717
4,median,dist502,route_plus_direct_0.03,0.06693207080365633,0.06323154807173682,0.07046666242474717
