radius,method,pred,pooled_rmse,min_seed_rmse,max_seed_rmse
2,median,local_plus_direct_0.02,0.06580519130134303,0.06182197306982141,0.06963392413439656
2,median,bucket_0.02_0,0.06580519130134303,0.06182197306982141,0.06963392413439656
2,median,bucket_0.02_0.005,0.06580519130134303,0.06182197306982141,0.06963392413439656
2,median,bucket_0.02_0.05,0.06580519130134303,0.06182197306982141,0.06963392413439656
2,median,bucket_0.02_0.01,0.06580519130134303,0.06182197306982141,0.06963392413439656
2,median,bucket_0.02_0.02,0.06580519130134303,0.06182197306982141,0.06963392413439656
2,median,bucket_0.02_0.03,0.06580519130134303,0.06182197306982141,0.06963392413439656
4,median,bucket_0.02_0,0.06580528585539021,0.06186778008994051,0.06961910106796997
4,median,bucket_0.02_0.005,0.06580611016293356,0.06187016282857695,0.06961571664247748
16,mean,bucket_0.01_0.05,0.0658068869947945,0.061820460704483264,0.06960416142788813
4,median,bucket_0.02_0.01,0.06580719462226227,0.061872827472515414,0.06961248383277743
8,mean,bucket_0.02_0.01,0.06580760109415577,0.06183825068846857,0.06964094335299849
8,median,bucket_0.01_0.05,0.0658088630938909,0.06184772863204568,0.06958754058616104
4,median,local_plus_direct_0.02,0.06581014394174725,0.06187900232677211,0.06960647314426378
4,median,bucket_0.02_0.02,0.06581014394174725,0.06187900232677211,0.06960647314426378
4,median,bucket_0.02_0.03,0.06581413367395476,0.06188630431522204,0.06960106915957157
8,mean,local_plus_direct_0.02,0.06581671133741238,0.06185013311407035,0.06963667051442736
8,mean,bucket_0.02_0.02,0.06581671133741238,0.06185013311407035,0.06963667051442736
1,median,bucket_0.02_0.03,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,median,bucket_0.02_0,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,median,bucket_0.02_0.005,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,mean,bucket_0.02_0.03,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,mean,bucket_0.02_0.02,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,mean,bucket_0.02_0.005,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,mean,bucket_0.02_0.01,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,median,bucket_0.02_0.05,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,median,bucket_0.02_0.02,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,median,bucket_0.02_0.01,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,mean,bucket_0.02_0.05,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,median,local_plus_direct_0.02,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,mean,bucket_0.02_0,0.06582134508494407,0.0619390901299564,0.06964014679247056
1,mean,local_plus_direct_0.02,0.06582134508494407,0.0619390901299564,0.06964014679247056
16,mean,bucket_0.02_0,0.06582217449476349,0.061854570311097534,0.06967293554485204
1,mean,local_plus_direct_-0.02,0.0658242427299762,0.06171565641697682,0.06970528929086182
1,median,local_plus_direct_-0.02,0.0658242427299762,0.06171565641697682,0.06970528929086182
4,median,bucket_0.02_0.05,0.0658252335704788,0.06190428803770581,0.06959208185112699
16,median,local_plus_direct_0.015,0.0658255898208305,0.06184862001338752,0.0696573817540103
16,mean,bucket_0.02_0.005,0.06582626126781706,0.06185816324608989,0.06967133527033686
8,mean,bucket_0.02_0.03,0.06582704402069439,0.06186367297159459,0.06963324457542351
16,median,bucket_0.01_0.05,0.06582922374591475,0.06184801099109766,0.06961611986784841
16,mean,bucket_0.02_0.01,0.06583066050130744,0.061862144444561264,0.06966996260363828
8,median,bucket_0.02_0,0.06583248943160487,0.06187054905810344,0.06967486859021463
4,median,local_plus_direct_-0.02,0.06583485648687643,0.06178246608350712,0.06973219917443345
4,mean,local_plus_direct_-0.02,0.06583608574727604,0.06180806409447047,0.06973419128842853
8,median,bucket_0.02_0.005,0.0658366226532586,0.061876284883094504,0.06967189293331906
16,median,local_plus_direct_-0.03,0.0658391391005399,0.06182105707256152,0.06971980388157044
16,mean,local_plus_direct_0.02,0.06584039609461946,0.06187127132483094,0.06966790014527473
16,mean,bucket_0.02_0.02,0.06584039609461946,0.06187127132483094,0.06966790014527473
8,median,bucket_0.02_0.01,0.0658410685762294,0.061882450482909176,0.06966912237242856
2,mean,local_plus_direct_-0.02,0.06585029723389335,0.06185306961070674,0.0697239560424747
8,median,local_plus_direct_0.02,0.06585089826832331,0.06189607048432754,0.06966419663473185
8,median,bucket_0.02_0.02,0.06585089826832331,0.06189607048432754,0.06966419663473185
8,mean,bucket_0.02_0.05,0.06585137433751159,0.061895720498450435,0.0696289338652531
16,mean,bucket_0.02_0.03,0.06585138072047567,0.061881950264869326,0.06966674825062495
2,median,local_plus_direct_-0.02,0.06585755734255395,0.06185377935478097,0.06972917891073688
16,mean,local_plus_direct_-0.03,0.06586000474845866,0.061839386045900335,0.06973360855598948
8,median,bucket_0.02_0.03,0.06586197794796583,0.06191140792814028,0.06966009155117554
16,median,bucket_0.02_0,0.06586426259664359,0.06189599528092996,0.06970992885343226
16,median,bucket_0.02_0.005,0.06586866719346712,0.061900429298195996,0.06970791787405758
16,median,bucket_0.02_0.01,0.06587340607539713,0.06190528653308462,0.0697061382040222
16,mean,bucket_0.02_0.05,0.06587709449954787,0.06190796099481131,0.06966717629742876
4,mean,bucket_0.03_0,0.06587733441811135,0.061932694550634264,0.06966811774353107
4,mean,bucket_0.03_0.005,0.06587814900732251,0.06193503697958374,0.06966473569934797
4,mean,bucket_0.03_0.01,0.06587922182168254,0.0619376541216725,0.0696615051644952
4,mean,bucket_0.03_0.02,0.06588214207235406,0.06194371240233229,0.06965549870611369
16,median,local_plus_direct_0.02,0.0658838864009555,0.06191627024864202,0.0697032728605363
