private,train,n_target,target_corr,target_mae,target_rmse,target_affine_rmse,crop_a,crop_b,temp_n,temp_rmse,temp_mae,temp_exact,temp_corr,precip_n,precip_rmse,precip_mae,precip_exact,precip_corr
AOI-0047,AOI-0030,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0033,0,,,,,зерновые,пастбища/зерновые,0,,,,,0,,,,
AOI-0047,AOI-0035,0,,,,,зерновые,пастбища/зерновые,0,,,,,0,,,,
AOI-0047,AOI-0037,0,,,,,зерновые,зерновые,0,,,,,0,,,,
AOI-0047,AOI-0038,0,,,,,зерновые,зерновые,0,,,,,0,,,,
AOI-0047,AOI-0040,0,,,,,зерновые,зерновые,0,,,,,0,,,,
AOI-0047,AOI-0041,0,,,,,зерновые,зерновые,0,,,,,0,,,,
AOI-0047,AOI-0043,0,,,,,зерновые,зерновые,0,,,,,0,,,,
AOI-0047,AOI-0045,0,,,,,зерновые,зерновые,0,,,,,0,,,,
AOI-0047,AOI-0048,0,,,,,зерновые,зерновые,0,,,,,0,,,,
AOI-0047,AOI-0050,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0052,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0053,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0055,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0056,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0060,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0063,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
