private,train,n,mask_eq,any_eq,temp_rmse,prec_rmse,target_n,target_corr,target_rmse
AOI-0031,AOI-0004,3195,0.6582159624413145,0.7020344287949922,1.5264275915687524,3.470447601737996,242,0.47272784528913653,0.2810556637401341
AOI-0031,AOI-0007,3195,0.6848200312989046,0.7320813771517997,1.175835503279748,3.0866264424178467,337,0.5793625241370487,0.20715532671633582
AOI-0031,AOI-0008,705,0.26099290780141843,0.4666666666666667,,,329,0.5782604732356355,0.19938525640741772
AOI-0031,AOI-0011,3195,0.6841940532081378,0.7317683881064163,1.175835503279748,3.0866264424178467,340,0.5198510102484429,0.23171421251891047
AOI-0031,AOI-0015,3195,0.6209702660406886,0.6810641627543036,1.4625513365500205,3.3376605330408227,350,0.5228529683708273,0.2282195328633071
AOI-0031,AOI-0019,3195,0.621283255086072,0.6820031298904539,1.2970939634135679,3.2118645292626162,357,0.5326792893183141,0.23405164303124343
AOI-0031,AOI-0020,3195,0.6244131455399061,0.6841940532081378,1.2970939634135679,3.2118645292626162,351,0.5429297172432953,0.22422127057858396
AOI-0031,AOI-0021,3195,0.6222222222222222,0.6816901408450704,1.2970939634135679,3.2118645292626162,348,0.38978392014889135,0.2587018977710384
AOI-0031,AOI-0022,3195,0.6222222222222222,0.6816901408450704,1.2970939634135679,3.2118645292626162,352,0.39012908414204184,0.24736934224389837
AOI-0031,AOI-0023,3195,0.6237871674491393,0.682942097026604,1.2762859885695257,3.2536703833390117,353,0.5229925927786536,0.26268122805005556
AOI-0031,AOI-0026,3195,0.6751173708920187,0.7205007824726135,1.5897791898172766,3.550673800224222,246,0.532852643264204,0.22044258344930134
AOI-0031,AOI-0027,574,0.17247386759581881,0.40418118466898956,,,232,0.34766793422769615,0.2962828129605714
AOI-0031,AOI-0030,3195,0.681377151799687,0.7251956181533646,1.5570502847565162,3.5063613710664394,242,0.24170562932232043,0.38331299912740185
AOI-0031,AOI-0033,3195,0.9317683881064163,0.9370892018779343,0.18818023790337093,0.7250886652571386,742,0.4756093236726162,0.1863343878463067
AOI-0031,AOI-0035,879,0.8213879408418657,0.838452787258248,,,737,0.647373204686488,0.15479004879933586
AOI-0031,AOI-0037,3195,0.8992175273865415,0.9089201877934272,0.4930926927002939,1.380338752221672,692,0.6576545080794666,0.1494912180405339
AOI-0031,AOI-0038,3195,0.9020344287949922,0.9117370892018779,0.5876824173170857,1.5084136179226597,707,0.6664493936052169,0.134456665292819
AOI-0031,AOI-0040,3195,0.8998435054773083,0.9101721439749608,0.4930926927002939,1.380338752221672,698,0.460060399111957,0.1845857353165495
AOI-0031,AOI-0041,864,0.7627314814814815,0.7951388888888888,,,687,0.6610645780549478,0.16434385194685008
AOI-0031,AOI-0043,3195,0.69358372456964,0.739906103286385,0.9544202592706968,2.7913198452825996,368,0.412143501825038,0.23707083959360173
AOI-0031,AOI-0045,3195,0.7608763693270736,0.789358372456964,0.9158193766864289,2.681615425689218,456,0.5377793533430565,0.20011849605163493
AOI-0031,AOI-0048,3195,0.7571205007824726,0.7865414710485134,0.9094396276760652,2.7910146009083223,447,0.5004331280158287,0.20821498112014047
AOI-0031,AOI-0050,720,0.12916666666666668,0.35833333333333334,,,258,0.20806302020407239,0.3199042408113592
AOI-0031,AOI-0052,3195,0.6150234741784038,0.6732394366197183,1.8792799451691804,3.6506073611334595,272,0.389729594114133,0.2672281420083768
AOI-0031,AOI-0053,3195,0.6203442879499218,0.672300469483568,1.809990138762771,3.7635015789919164,256,0.4021916718484397,0.23651226285168644
AOI-0031,AOI-0055,702,0.12393162393162394,0.3603988603988604,,,253,0.05688680219580298,0.2712775698645847
