route,features,group,seed,split,model,cap,n,rmse,baseline_rmse,delta_rmse,improved
all,compact,group_aoiyear,1,2,ridge30,0.03,540,0.09038235564198574,0.09069029969892455,-0.00030794405693880533,1
all,compact,group_aoiyear,1,2,ridge30,0.04,540,0.0903606413615431,0.09069029969892455,-0.0003296583373814388,1
all,compact,group_aoiyear,1,2,ridge30,0.06,540,0.09035216885852042,0.09069029969892455,-0.0003381308404041272,1
all,compact,group_aoiyear,1,3,ridge30,0.01,536,0.06799563594879328,0.06819689364449892,-0.00020125769570564223,1
all,compact,group_aoiyear,1,3,ridge30,0.02,536,0.06839041003677106,0.06819689364449892,0.00019351639227213613,0
all,compact,group_aoiyear,1,3,ridge30,0.03,536,0.06869950355952069,0.06819689364449892,0.0005026099150217678,0
all,compact,group_aoiyear,1,3,ridge30,0.04,536,0.06873323694073893,0.06819689364449892,0.0005363432962400133,0
all,compact,group_aoiyear,1,3,ridge30,0.06,536,0.06871400877269089,0.06819689364449892,0.0005171151281919695,0
all,compact,group_aoiyear,1,1,ridge100,0.01,532,0.06528299348775843,0.06564734417311302,-0.0003643506853545919,1
all,compact,group_aoiyear,1,1,ridge100,0.02,532,0.06531211921881475,0.06564734417311302,-0.00033522495429827437,1
all,compact,group_aoiyear,1,1,ridge100,0.03,532,0.0652609948880168,0.06564734417311302,-0.0003863492850962186,1
all,compact,group_aoiyear,1,1,ridge100,0.04,532,0.0652331937151792,0.06564734417311302,-0.0004141504579338179,1
all,compact,group_aoiyear,1,1,ridge100,0.06,532,0.06523248372038529,0.06564734417311302,-0.0004148604527277333,1
all,compact,group_aoiyear,1,2,ridge100,0.01,540,0.09049504915886668,0.09069029969892455,-0.00019525054005786746,1
all,compact,group_aoiyear,1,2,ridge100,0.02,540,0.0904038313226528,0.09069029969892455,-0.0002864683762717479,1
all,compact,group_aoiyear,1,2,ridge100,0.03,540,0.09041664658156646,0.09069029969892455,-0.0002736531173580803,1
all,compact,group_aoiyear,1,2,ridge100,0.04,540,0.09039850687160243,0.09069029969892455,-0.00029179282732211265,1
all,compact,group_aoiyear,1,2,ridge100,0.06,540,0.09039412307136938,0.09069029969892455,-0.0002961766275551697,1
all,compact,group_aoiyear,1,3,ridge100,0.01,536,0.06816500126188144,0.06819689364449892,-3.189238261748495e-05,1
all,compact,group_aoiyear,1,3,ridge100,0.02,536,0.06842492142508415,0.06819689364449892,0.0002280277805852271,0
all,compact,group_aoiyear,1,3,ridge100,0.03,536,0.0686182014132612,0.06819689364449892,0.0004213077687622857,0
all,compact,group_aoiyear,1,3,ridge100,0.04,536,0.06859642167863829,0.06819689364449892,0.0003995280341393681,0
all,compact,group_aoiyear,1,3,ridge100,0.06,536,0.06858189282654979,0.06819689364449892,0.00038499918205087136,0
all,compact,group_aoiyear,1,1,hgb8,0.01,532,0.06555322999956671,0.06564734417311302,-9.411417354630858e-05,1
all,compact,group_aoiyear,1,1,hgb8,0.02,532,0.06568055076449748,0.06564734417311302,3.3206591384463136e-05,0
all,compact,group_aoiyear,1,1,hgb8,0.03,532,0.06574350005330305,0.06564734417311302,9.615588019003252e-05,0
all,compact,group_aoiyear,1,1,hgb8,0.04,532,0.06577024788700554,0.06564734417311302,0.00012290371389252208,0
all,compact,group_aoiyear,1,1,hgb8,0.06,532,0.06577024788700554,0.06564734417311302,0.00012290371389252208,0
all,compact,group_aoiyear,1,2,hgb8,0.01,540,0.09080941171680834,0.09069029969892455,0.00011911201788379622,0
all,compact,group_aoiyear,1,2,hgb8,0.02,540,0.09069403986891429,0.09069029969892455,3.740169989746578e-06,0
all,compact,group_aoiyear,1,2,hgb8,0.03,540,0.09062577052797754,0.09069029969892455,-6.452917094700028e-05,1
all,compact,group_aoiyear,1,2,hgb8,0.04,540,0.0906322122024488,0.09069029969892455,-5.8087496475747735e-05,1
all,compact,group_aoiyear,1,2,hgb8,0.06,540,0.0906322122024488,0.09069029969892455,-5.8087496475747735e-05,1
all,compact,group_aoiyear,1,3,hgb8,0.01,536,0.06862594315957214,0.06819689364449892,0.000429049515073221,0
all,compact,group_aoiyear,1,3,hgb8,0.02,536,0.0688505822555943,0.06819689364449892,0.0006536886110953821,0
all,compact,group_aoiyear,1,3,hgb8,0.03,536,0.06896072915178546,0.06819689364449892,0.0007638355072865366,0
all,compact,group_aoiyear,1,3,hgb8,0.04,536,0.06896946441298345,0.06819689364449892,0.0007725707684845262,0
all,compact,group_aoiyear,1,3,hgb8,0.06,536,0.06896946441298345,0.06819689364449892,0.0007725707684845262,0
all,compact,group_aoiyear,2,1,ridge30,0.01,537,0.08635576447043566,0.0861174477993536,0.00023831667108206722,0
all,compact,group_aoiyear,2,1,ridge30,0.02,537,0.08645998668914046,0.0861174477993536,0.00034253888978685865,0
all,compact,group_aoiyear,2,1,ridge30,0.03,537,0.08654927019372316,0.0861174477993536,0.00043182239436956316,0
all,compact,group_aoiyear,2,1,ridge30,0.04,537,0.08658900023706119,0.0861174477993536,0.0004715524377075925,0
all,compact,group_aoiyear,2,1,ridge30,0.06,537,0.08660327226743611,0.0861174477993536,0.000485824468082513,0
all,compact,group_aoiyear,2,2,ridge30,0.01,535,0.06556154656295927,0.06637313009396066,-0.0008115835310013864,1
all,compact,group_aoiyear,2,2,ridge30,0.02,535,0.06535980764560004,0.06637313009396066,-0.0010133224483606235,1
all,compact,group_aoiyear,2,2,ridge30,0.03,535,0.06531328696278962,0.06637313009396066,-0.0010598431311710371,1
all,compact,group_aoiyear,2,2,ridge30,0.04,535,0.06528310677469715,0.06637313009396066,-0.001090023319263514,1
all,compact,group_aoiyear,2,2,ridge30,0.06,535,0.06524741932437239,0.06637313009396066,-0.00112571076958827,1
all,compact,group_aoiyear,2,3,ridge30,0.01,507,0.06528587372674913,0.06568027664827263,-0.00039440292152349843,1
all,compact,group_aoiyear,2,3,ridge30,0.02,507,0.0652375942325113,0.06568027664827263,-0.00044268241576132794,1
all,compact,group_aoiyear,2,3,ridge30,0.03,507,0.0653352354698255,0.06568027664827263,-0.00034504117844712245,1
all,compact,group_aoiyear,2,3,ridge30,0.04,507,0.06537026757601998,0.06568027664827263,-0.0003100090722526483,1
all,compact,group_aoiyear,2,3,ridge30,0.06,507,0.0654133761395013,0.06568027664827263,-0.0002669005087713311,1
all,compact,group_aoiyear,2,1,ridge100,0.01,537,0.08633391858951454,0.0861174477993536,0.00021647079016094695,0
all,compact,group_aoiyear,2,1,ridge100,0.02,537,0.08639728753318095,0.0861174477993536,0.00027983973382735006,0
all,compact,group_aoiyear,2,1,ridge100,0.03,537,0.08649498400081444,0.0861174477993536,0.00037753620146084577,0
all,compact,group_aoiyear,2,1,ridge100,0.04,537,0.0865295768118186,0.0861174477993536,0.00041212901246499845,0
all,compact,group_aoiyear,2,1,ridge100,0.06,537,0.0865411109971781,0.0861174477993536,0.00042366319782449757,0
all,compact,group_aoiyear,2,2,ridge100,0.01,535,0.06550445301055491,0.06637313009396066,-0.0008686770834057528,1
all,compact,group_aoiyear,2,2,ridge100,0.02,535,0.0652718999126822,0.06637313009396066,-0.0011012301812784592,1
all,compact,group_aoiyear,2,2,ridge100,0.03,535,0.06521110884975632,0.06637313009396066,-0.0011620212442043365,1
all,compact,group_aoiyear,2,2,ridge100,0.04,535,0.06520299182490966,0.06637313009396066,-0.0011701382690510048,1
all,compact,group_aoiyear,2,2,ridge100,0.06,535,0.06520299182490966,0.06637313009396066,-0.0011701382690510048,1
all,compact,group_aoiyear,2,3,ridge100,0.01,507,0.06529014474078172,0.06568027664827263,-0.00039013190749090376,1
all,compact,group_aoiyear,2,3,ridge100,0.02,507,0.06524836803720882,0.06568027664827263,-0.0004319086110638054,1
all,compact,group_aoiyear,2,3,ridge100,0.03,507,0.06531663811344463,0.06568027664827263,-0.0003636385348280008,1
all,compact,group_aoiyear,2,3,ridge100,0.04,507,0.06535945398611373,0.06568027664827263,-0.00032082266215889554,1
all,compact,group_aoiyear,2,3,ridge100,0.06,507,0.065382373249235,0.06568027664827263,-0.00029790339903762453,1
all,compact,group_aoiyear,2,1,hgb8,0.01,537,0.08637597712305489,0.0861174477993536,0.00025852932370129533,0
all,compact,group_aoiyear,2,1,hgb8,0.02,537,0.08642700331639494,0.0861174477993536,0.0003095555170413433,0
all,compact,group_aoiyear,2,1,hgb8,0.03,537,0.08644796975243207,0.0861174477993536,0.00033052195307847754,0
all,compact,group_aoiyear,2,1,hgb8,0.04,537,0.08645981074062484,0.0861174477993536,0.00034236294127124034,0
all,compact,group_aoiyear,2,1,hgb8,0.06,537,0.08645981074062484,0.0861174477993536,0.00034236294127124034,0
all,compact,group_aoiyear,2,2,hgb8,0.01,535,0.06587646105266101,0.06637313009396066,-0.0004966690412996494,1
all,compact,group_aoiyear,2,2,hgb8,0.02,535,0.06573347725185404,0.06637313009396066,-0.000639652842106625,1
all,compact,group_aoiyear,2,2,hgb8,0.03,535,0.06567742182710738,0.06637313009396066,-0.0006957082668532788,1
all,compact,group_aoiyear,2,2,hgb8,0.04,535,0.06567388566422254,0.06637313009396066,-0.0006992444297381217,1
all,compact,group_aoiyear,2,2,hgb8,0.06,535,0.06567388566422254,0.06637313009396066,-0.0006992444297381217,1
all,compact,group_aoiyear,2,3,hgb8,0.01,507,0.06562122509298393,0.06568027664827263,-5.9051555288694435e-05,1
all,compact,group_aoiyear,2,3,hgb8,0.02,507,0.0656651031442842,0.06568027664827263,-1.517350398842765e-05,1
all,compact,group_aoiyear,2,3,hgb8,0.03,507,0.06569520184909816,0.06568027664827263,1.4925200825535723e-05,0
all,compact,group_aoiyear,2,3,hgb8,0.04,507,0.06569651240721402,0.06568027664827263,1.623575894139917e-05,0
all,compact,group_aoiyear,2,3,hgb8,0.06,507,0.06569651240721402,0.06568027664827263,1.623575894139917e-05,0
history,candidate,group_aoi,0,1,ridge30,0.01,376,0.06484002079464861,0.06501978226409225,-0.00017976146944363725,1
history,candidate,group_aoi,0,1,ridge30,0.02,376,0.06485564090632773,0.06501978226409225,-0.000164141357764519,1
history,candidate,group_aoi,0,1,ridge30,0.03,376,0.06485564090632773,0.06501978226409225,-0.000164141357764519,1
history,candidate,group_aoi,0,1,ridge30,0.04,376,0.06485564090632773,0.06501978226409225,-0.000164141357764519,1
history,candidate,group_aoi,0,1,ridge30,0.06,376,0.06485564090632773,0.06501978226409225,-0.000164141357764519,1
history,candidate,group_aoi,0,2,ridge30,0.01,402,0.06759030645761739,0.06808716562670614,-0.0004968591690887453,1
history,candidate,group_aoi,0,2,ridge30,0.02,402,0.06759022593692841,0.06808716562670614,-0.0004969396897777228,1
history,candidate,group_aoi,0,2,ridge30,0.03,402,0.06759022593692841,0.06808716562670614,-0.0004969396897777228,1
history,candidate,group_aoi,0,2,ridge30,0.04,402,0.06759022593692841,0.06808716562670614,-0.0004969396897777228,1
history,candidate,group_aoi,0,2,ridge30,0.06,402,0.06759022593692841,0.06808716562670614,-0.0004969396897777228,1
history,candidate,group_aoi,0,3,ridge30,0.01,365,0.06760161278324689,0.06807891859849129,-0.0004773058152443971,1
history,candidate,group_aoi,0,3,ridge30,0.02,365,0.0674793741487114,0.06807891859849129,-0.0005995444497798874,1
history,candidate,group_aoi,0,3,ridge30,0.03,365,0.06747782563429819,0.06807891859849129,-0.0006010929641930979,1
history,candidate,group_aoi,0,3,ridge30,0.04,365,0.06747782563429819,0.06807891859849129,-0.0006010929641930979,1
history,candidate,group_aoi,0,3,ridge30,0.06,365,0.06747782563429819,0.06807891859849129,-0.0006010929641930979,1
history,candidate,group_aoi,0,1,ridge100,0.01,376,0.06505872166919456,0.06501978226409225,3.893940510231453e-05,0
history,candidate,group_aoi,0,1,ridge100,0.02,376,0.06505789138037064,0.06501978226409225,3.810911627839808e-05,0
history,candidate,group_aoi,0,1,ridge100,0.03,376,0.06505789138037064,0.06501978226409225,3.810911627839808e-05,0
history,candidate,group_aoi,0,1,ridge100,0.04,376,0.06505789138037064,0.06501978226409225,3.810911627839808e-05,0
history,candidate,group_aoi,0,1,ridge100,0.06,376,0.06505789138037064,0.06501978226409225,3.810911627839808e-05,0
history,candidate,group_aoi,0,2,ridge100,0.01,402,0.06801972097805224,0.06808716562670614,-6.744464865389432e-05,1
history,candidate,group_aoi,0,2,ridge100,0.02,402,0.06801972097805224,0.06808716562670614,-6.744464865389432e-05,1
history,candidate,group_aoi,0,2,ridge100,0.03,402,0.06801972097805224,0.06808716562670614,-6.744464865389432e-05,1
history,candidate,group_aoi,0,2,ridge100,0.04,402,0.06801972097805224,0.06808716562670614,-6.744464865389432e-05,1
history,candidate,group_aoi,0,2,ridge100,0.06,402,0.06801972097805224,0.06808716562670614,-6.744464865389432e-05,1
history,candidate,group_aoi,0,3,ridge100,0.01,365,0.06768792610545421,0.06807891859849129,-0.00039099249303707617,1
history,candidate,group_aoi,0,3,ridge100,0.02,365,0.06768792610545421,0.06807891859849129,-0.00039099249303707617,1
history,candidate,group_aoi,0,3,ridge100,0.03,365,0.06768792610545421,0.06807891859849129,-0.00039099249303707617,1
history,candidate,group_aoi,0,3,ridge100,0.04,365,0.06768792610545421,0.06807891859849129,-0.00039099249303707617,1
history,candidate,group_aoi,0,3,ridge100,0.06,365,0.06768792610545421,0.06807891859849129,-0.00039099249303707617,1
history,candidate,group_aoi,0,1,hgb8,0.01,376,0.06539885468740046,0.06501978226409225,0.000379072423308216,0
history,candidate,group_aoi,0,1,hgb8,0.02,376,0.0657221102879747,0.06501978226409225,0.0007023280238824536,0
history,candidate,group_aoi,0,1,hgb8,0.03,376,0.06578250835145621,0.06501978226409225,0.0007627260873639685,0
history,candidate,group_aoi,0,1,hgb8,0.04,376,0.0657808306514341,0.06501978226409225,0.0007610483873418533,0
history,candidate,group_aoi,0,1,hgb8,0.06,376,0.0657808306514341,0.06501978226409225,0.0007610483873418533,0
history,candidate,group_aoi,0,2,hgb8,0.01,402,0.06806967418622398,0.06808716562670614,-1.7491440482159115e-05,1
history,candidate,group_aoi,0,2,hgb8,0.02,402,0.06785322040333303,0.06808716562670614,-0.00023394522337311097,1
history,candidate,group_aoi,0,2,hgb8,0.03,402,0.06772932828818515,0.06808716562670614,-0.00035783733852098876,1
history,candidate,group_aoi,0,2,hgb8,0.04,402,0.0677361265667958,0.06808716562670614,-0.000351039059910338,1
history,candidate,group_aoi,0,2,hgb8,0.06,402,0.0677361265667958,0.06808716562670614,-0.000351039059910338,1
history,candidate,group_aoi,0,3,hgb8,0.01,365,0.06741927020767445,0.06807891859849129,-0.000659648390816836,1
history,candidate,group_aoi,0,3,hgb8,0.02,365,0.0673502085726787,0.06807891859849129,-0.0007287100258125817,1
history,candidate,group_aoi,0,3,hgb8,0.03,365,0.06735487126973963,0.06807891859849129,-0.0007240473287516563,1
history,candidate,group_aoi,0,3,hgb8,0.04,365,0.06735348824259292,0.06807891859849129,-0.0007254303558983655,1
history,candidate,group_aoi,0,3,hgb8,0.06,365,0.06735348824259292,0.06807891859849129,-0.0007254303558983655,1
history,candidate,group_aoi,1,1,ridge30,0.01,428,0.06485580662815668,0.06513671287633313,-0.00028090624817644905,1
history,candidate,group_aoi,1,1,ridge30,0.02,428,0.06499131443658435,0.06513671287633313,-0.00014539843974878397,1
history,candidate,group_aoi,1,1,ridge30,0.03,428,0.06499131443658435,0.06513671287633313,-0.00014539843974878397,1
history,candidate,group_aoi,1,1,ridge30,0.04,428,0.06499131443658435,0.06513671287633313,-0.00014539843974878397,1
history,candidate,group_aoi,1,1,ridge30,0.06,428,0.06499131443658435,0.06513671287633313,-0.00014539843974878397,1
history,candidate,group_aoi,1,2,ridge30,0.01,382,0.0604775541786779,0.06072942863786677,-0.00025187445918886664,1
history,candidate,group_aoi,1,2,ridge30,0.02,382,0.06050876454741835,0.06072942863786677,-0.000220664090448415,1
history,candidate,group_aoi,1,2,ridge30,0.03,382,0.06050925092219009,0.06072942863786677,-0.0002201777156766796,1
history,candidate,group_aoi,1,2,ridge30,0.04,382,0.06050925092219009,0.06072942863786677,-0.0002201777156766796,1
history,candidate,group_aoi,1,2,ridge30,0.06,382,0.06050925092219009,0.06072942863786677,-0.0002201777156766796,1
history,candidate,group_aoi,1,3,ridge30,0.01,413,0.0757202177390377,0.07625037670458915,-0.0005301589655514471,1
history,candidate,group_aoi,1,3,ridge30,0.02,413,0.07570583339318086,0.07625037670458915,-0.0005445433114082826,1
history,candidate,group_aoi,1,3,ridge30,0.03,413,0.07570583339318086,0.07625037670458915,-0.0005445433114082826,1
history,candidate,group_aoi,1,3,ridge30,0.04,413,0.07570583339318086,0.07625037670458915,-0.0005445433114082826,1
history,candidate,group_aoi,1,3,ridge30,0.06,413,0.07570583339318086,0.07625037670458915,-0.0005445433114082826,1
history,candidate,group_aoi,1,1,ridge100,0.01,428,0.06518060273191996,0.06513671287633313,4.3889855586828896e-05,0
history,candidate,group_aoi,1,1,ridge100,0.02,428,0.06522495778481267,0.06513671287633313,8.82449084795428e-05,0
history,candidate,group_aoi,1,1,ridge100,0.03,428,0.06522495778481267,0.06513671287633313,8.82449084795428e-05,0
history,candidate,group_aoi,1,1,ridge100,0.04,428,0.06522495778481267,0.06513671287633313,8.82449084795428e-05,0
history,candidate,group_aoi,1,1,ridge100,0.06,428,0.06522495778481267,0.06513671287633313,8.82449084795428e-05,0
history,candidate,group_aoi,1,2,ridge100,0.01,382,0.060473968785825755,0.06072942863786677,-0.0002554598520410137,1
history,candidate,group_aoi,1,2,ridge100,0.02,382,0.06047389538943081,0.06072942863786677,-0.00025553324843596154,1
history,candidate,group_aoi,1,2,ridge100,0.03,382,0.06047389538943081,0.06072942863786677,-0.00025553324843596154,1
history,candidate,group_aoi,1,2,ridge100,0.04,382,0.06047389538943081,0.06072942863786677,-0.00025553324843596154,1
history,candidate,group_aoi,1,2,ridge100,0.06,382,0.06047389538943081,0.06072942863786677,-0.00025553324843596154,1
history,candidate,group_aoi,1,3,ridge100,0.01,413,0.07601369545602832,0.07625037670458915,-0.00023668124856082717,1
history,candidate,group_aoi,1,3,ridge100,0.02,413,0.07601369545602832,0.07625037670458915,-0.00023668124856082717,1
history,candidate,group_aoi,1,3,ridge100,0.03,413,0.07601369545602832,0.07625037670458915,-0.00023668124856082717,1
history,candidate,group_aoi,1,3,ridge100,0.04,413,0.07601369545602832,0.07625037670458915,-0.00023668124856082717,1
history,candidate,group_aoi,1,3,ridge100,0.06,413,0.07601369545602832,0.07625037670458915,-0.00023668124856082717,1
history,candidate,group_aoi,1,1,hgb8,0.01,428,0.06484913906897306,0.06513671287633313,-0.000287573807360067,1
history,candidate,group_aoi,1,1,hgb8,0.02,428,0.06470064745052241,0.06513671287633313,-0.0004360654258107194,1
history,candidate,group_aoi,1,1,hgb8,0.03,428,0.06475297418951825,0.06513671287633313,-0.00038373868681487733,1
history,candidate,group_aoi,1,1,hgb8,0.04,428,0.06475308853195316,0.06513671287633313,-0.00038362434437996806,1
history,candidate,group_aoi,1,1,hgb8,0.06,428,0.06475308853195316,0.06513671287633313,-0.00038362434437996806,1
history,candidate,group_aoi,1,2,hgb8,0.01,382,0.06068935016314631,0.06072942863786677,-4.0078474720456336e-05,1
history,candidate,group_aoi,1,2,hgb8,0.02,382,0.06057655861609065,0.06072942863786677,-0.00015287002177611503,1
history,candidate,group_aoi,1,2,hgb8,0.03,382,0.06045546197368209,0.06072942863786677,-0.00027396666418467996,1
history,candidate,group_aoi,1,2,hgb8,0.04,382,0.06042585843651148,0.06072942863786677,-0.0003035702013552896,1
history,candidate,group_aoi,1,2,hgb8,0.06,382,0.06042585843651148,0.06072942863786677,-0.0003035702013552896,1
history,candidate,group_aoi,1,3,hgb8,0.01,413,0.07614915286341994,0.07625037670458915,-0.00010122384116920125,1
history,candidate,group_aoi,1,3,hgb8,0.02,413,0.07649740212408737,0.07625037670458915,0.00024702541949822576,0
history,candidate,group_aoi,1,3,hgb8,0.03,413,0.07669223982487347,0.07625037670458915,0.00044186312028432484,0
history,candidate,group_aoi,1,3,hgb8,0.04,413,0.0768744088559702,0.07625037670458915,0.000624032151381057,0
history,candidate,group_aoi,1,3,hgb8,0.06,413,0.07697025220536366,0.07625037670458915,0.0007198755007745139,0
history,candidate,group_aoi,2,1,ridge30,0.01,392,0.06529083374401562,0.0659591741581147,-0.0006683404140990779,1
history,candidate,group_aoi,2,1,ridge30,0.02,392,0.0651383402828066,0.0659591741581147,-0.0008208338753080968,1
history,candidate,group_aoi,2,1,ridge30,0.03,392,0.06509729794573522,0.0659591741581147,-0.0008618762123794727,1
history,candidate,group_aoi,2,1,ridge30,0.04,392,0.06509729794573522,0.0659591741581147,-0.0008618762123794727,1
history,candidate,group_aoi,2,1,ridge30,0.06,392,0.06509729794573522,0.0659591741581147,-0.0008618762123794727,1
history,candidate,group_aoi,2,2,ridge30,0.01,389,0.05102368120052936,0.05158301772957702,-0.0005593365290476604,1
history,candidate,group_aoi,2,2,ridge30,0.02,389,0.05103117610774258,0.05158301772957702,-0.0005518416218344355,1
history,candidate,group_aoi,2,2,ridge30,0.03,389,0.05103117610774258,0.05158301772957702,-0.0005518416218344355,1
history,candidate,group_aoi,2,2,ridge30,0.04,389,0.05103117610774258,0.05158301772957702,-0.0005518416218344355,1
history,candidate,group_aoi,2,2,ridge30,0.06,389,0.05103117610774258,0.05158301772957702,-0.0005518416218344355,1
history,candidate,group_aoi,2,3,ridge30,0.01,431,0.05593416440135493,0.05655908566757621,-0.0006249212662212816,1
history,candidate,group_aoi,2,3,ridge30,0.02,431,0.05597896193950625,0.05655908566757621,-0.0005801237280699603,1
history,candidate,group_aoi,2,3,ridge30,0.03,431,0.05597896193950625,0.05655908566757621,-0.0005801237280699603,1
history,candidate,group_aoi,2,3,ridge30,0.04,431,0.05597896193950625,0.05655908566757621,-0.0005801237280699603,1
history,candidate,group_aoi,2,3,ridge30,0.06,431,0.05597896193950625,0.05655908566757621,-0.0005801237280699603,1
history,candidate,group_aoi,2,1,ridge100,0.01,392,0.06547967551548661,0.0659591741581147,-0.0004794986426280845,1
history,candidate,group_aoi,2,1,ridge100,0.02,392,0.06547764430981323,0.0659591741581147,-0.00048152984830146517,1
history,candidate,group_aoi,2,1,ridge100,0.03,392,0.06547764430981323,0.0659591741581147,-0.00048152984830146517,1
history,candidate,group_aoi,2,1,ridge100,0.04,392,0.06547764430981323,0.0659591741581147,-0.00048152984830146517,1
history,candidate,group_aoi,2,1,ridge100,0.06,392,0.06547764430981323,0.0659591741581147,-0.00048152984830146517,1
history,candidate,group_aoi,2,2,ridge100,0.01,389,0.051223051498273074,0.05158301772957702,-0.0003599662313039445,1
history,candidate,group_aoi,2,2,ridge100,0.02,389,0.051223051498273074,0.05158301772957702,-0.0003599662313039445,1
history,candidate,group_aoi,2,2,ridge100,0.03,389,0.051223051498273074,0.05158301772957702,-0.0003599662313039445,1
history,candidate,group_aoi,2,2,ridge100,0.04,389,0.051223051498273074,0.05158301772957702,-0.0003599662313039445,1
history,candidate,group_aoi,2,2,ridge100,0.06,389,0.051223051498273074,0.05158301772957702,-0.0003599662313039445,1
history,candidate,group_aoi,2,3,ridge100,0.01,431,0.056225888003565365,0.05655908566757621,-0.00033319766401084666,1
history,candidate,group_aoi,2,3,ridge100,0.02,431,0.056225888003565365,0.05655908566757621,-0.00033319766401084666,1
history,candidate,group_aoi,2,3,ridge100,0.03,431,0.056225888003565365,0.05655908566757621,-0.00033319766401084666,1
history,candidate,group_aoi,2,3,ridge100,0.04,431,0.056225888003565365,0.05655908566757621,-0.00033319766401084666,1
history,candidate,group_aoi,2,3,ridge100,0.06,431,0.056225888003565365,0.05655908566757621,-0.00033319766401084666,1
history,candidate,group_aoi,2,1,hgb8,0.01,392,0.0653155680754687,0.0659591741581147,-0.0006436060826459922,1
history,candidate,group_aoi,2,1,hgb8,0.02,392,0.06514627406889917,0.0659591741581147,-0.0008129000892155291,1
history,candidate,group_aoi,2,1,hgb8,0.03,392,0.06501133513332294,0.0659591741581147,-0.0009478390247917579,1
history,candidate,group_aoi,2,1,hgb8,0.04,392,0.06500097312576557,0.0659591741581147,-0.0009582010323491291,1
history,candidate,group_aoi,2,1,hgb8,0.06,392,0.06500097312576557,0.0659591741581147,-0.0009582010323491291,1
history,candidate,group_aoi,2,2,hgb8,0.01,389,0.051168492867529995,0.05158301772957702,-0.0004145248620470235,1
history,candidate,group_aoi,2,2,hgb8,0.02,389,0.05142946460230831,0.05158301772957702,-0.00015355312726871018,1
history,candidate,group_aoi,2,2,hgb8,0.03,389,0.0514573170318235,0.05158301772957702,-0.00012570069775352105,1
history,candidate,group_aoi,2,2,hgb8,0.04,389,0.0514564895188896,0.05158301772957702,-0.00012652821068741965,1
history,candidate,group_aoi,2,2,hgb8,0.06,389,0.0514564895188896,0.05158301772957702,-0.00012652821068741965,1
history,candidate,group_aoi,2,3,hgb8,0.01,431,0.055431698439100514,0.05655908566757621,-0.0011273872284756972,1
history,candidate,group_aoi,2,3,hgb8,0.02,431,0.05518239918764735,0.05655908566757621,-0.0013766864799288625,1
history,candidate,group_aoi,2,3,hgb8,0.03,431,0.055062045567768225,0.05655908566757621,-0.0014970400998079864,1
history,candidate,group_aoi,2,3,hgb8,0.04,431,0.055062045567768225,0.05655908566757621,-0.0014970400998079864,1
history,candidate,group_aoi,2,3,hgb8,0.06,431,0.055062045567768225,0.05655908566757621,-0.0014970400998079864,1
history,candidate,group_aoiyear,0,1,ridge30,0.01,374,0.05996333424235729,0.06054629075606533,-0.0005829565137080439,1
history,candidate,group_aoiyear,0,1,ridge30,0.02,374,0.059855234821951264,0.06054629075606533,-0.0006910559341140668,1
history,candidate,group_aoiyear,0,1,ridge30,0.03,374,0.05983215740832123,0.06054629075606533,-0.0007141333477441031,1
history,candidate,group_aoiyear,0,1,ridge30,0.04,374,0.05983215740832123,0.06054629075606533,-0.0007141333477441031,1
history,candidate,group_aoiyear,0,1,ridge30,0.06,374,0.05983215740832123,0.06054629075606533,-0.0007141333477441031,1
history,candidate,group_aoiyear,0,2,ridge30,0.01,326,0.05782217799749367,0.058013333327497786,-0.00019115533000411272,1
history,candidate,group_aoiyear,0,2,ridge30,0.02,326,0.05782500033826949,0.058013333327497786,-0.0001883329892282959,1
history,candidate,group_aoiyear,0,2,ridge30,0.03,326,0.057824987439907244,0.058013333327497786,-0.00018834588759054222,1
history,candidate,group_aoiyear,0,2,ridge30,0.04,326,0.057824987439907244,0.058013333327497786,-0.00018834588759054222,1
history,candidate,group_aoiyear,0,2,ridge30,0.06,326,0.057824987439907244,0.058013333327497786,-0.00018834588759054222,1
history,candidate,group_aoiyear,0,3,ridge30,0.01,398,0.0624005279121743,0.06249028296646461,-8.975505429031222e-05,1
history,candidate,group_aoiyear,0,3,ridge30,0.02,398,0.06240469478025094,0.06249028296646461,-8.558818621367398e-05,1
history,candidate,group_aoiyear,0,3,ridge30,0.03,398,0.06232281584641891,0.06249028296646461,-0.00016746712004570008,1
history,candidate,group_aoiyear,0,3,ridge30,0.04,398,0.06232281584641891,0.06249028296646461,-0.00016746712004570008,1
history,candidate,group_aoiyear,0,3,ridge30,0.06,398,0.06232281584641891,0.06249028296646461,-0.00016746712004570008,1
history,candidate,group_aoiyear,0,1,ridge100,0.01,374,0.06013654610244899,0.06054629075606533,-0.0004097446536163382,1
history,candidate,group_aoiyear,0,1,ridge100,0.02,374,0.060132051917166425,0.06054629075606533,-0.000414238838898906,1
history,candidate,group_aoiyear,0,1,ridge100,0.03,374,0.060132051917166425,0.06054629075606533,-0.000414238838898906,1
history,candidate,group_aoiyear,0,1,ridge100,0.04,374,0.060132051917166425,0.06054629075606533,-0.000414238838898906,1
history,candidate,group_aoiyear,0,1,ridge100,0.06,374,0.060132051917166425,0.06054629075606533,-0.000414238838898906,1
history,candidate,group_aoiyear,0,2,ridge100,0.01,326,0.05797244813462244,0.058013333327497786,-4.088519287534509e-05,1
