rmse,w,ao_rmse_mean,year_rmse_mean,a,b
0.06194944170929681,0.4997034243943944,0.05141931324958435,0.06188200478793145,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_joint_diag_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a020_submission.csv
0.061950957648750596,0.08849078796803432,0.05133966696996085,0.06175606409152376,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_v2_20260905_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_shock0175_submission.csv
0.06195453634339838,0.07134335189367202,0.05134655855253481,0.06176421166958829,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_v2_20260905_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_shock015_submission.csv
0.06196015303035911,0.015447338850191616,0.051355088306484845,0.06178996271155362,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_v2_20260905_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_trainaug_global175_submission.csv
0.061960495857383696,0.0,0.0513680364428825,0.061786853408270934,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_v2_20260905_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_submission.csv
0.061960495857383696,0.0,0.0513680364428825,0.061786853408270934,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_v2_20260905_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_global15_submission.csv
0.061960495857383696,0.0,0.0513680364428825,0.061786853408270934,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_v2_20260905_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_trainaug_new25_00_submission.csv
0.061960495857383696,0.0,0.0513680364428825,0.061786853408270934,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_v2_20260905_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_trainaug_new25_05_submission.csv
0.061960495857383696,0.0,0.0513680364428825,0.061786853408270934,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_v2_20260905_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_trainaug_global15_submission.csv
0.061989700506045554,0.41893460342502425,0.051462829644033405,0.06190334746215704,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a020_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_r8_a020_submission.csv
0.06200359886350806,0.40179368316208103,0.0514753066264215,0.061911104912645995,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a020_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_r8_a019_submission.csv
0.06200474808920196,0.0,0.051657136114445695,0.061962245660889495,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a020_submission.csv
0.06200474808920196,0.0,0.051657136114445695,0.061962245660889495,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_submission.csv
0.06200474808920196,0.0,0.051657136114445695,0.061962245660889495,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_shock015_submission.csv
0.06200474808920196,0.0,0.051657136114445695,0.061962245660889495,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_shock0175_submission.csv
0.06200474808920196,0.0,0.051657136114445695,0.061962245660889495,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_global15_submission.csv
0.06200474808920196,0.0,0.051657136114445695,0.061962245660889495,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_trainaug_new25_00_submission.csv
0.06200474808920196,0.0,0.051657136114445695,0.061962245660889495,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_trainaug_new25_05_submission.csv
