seed,radius,method,pred,n,rmse,coverage
1,2,mean,b40_d_-0.01,2644,0.06375278526897345,0.9670953101361573
1,2,mean,b40_d_0,2644,0.06368509625504862,0.9670953101361573
1,2,mean,b40_d_0.01,2644,0.0636703723473784,0.9670953101361573
1,2,mean,b40_d_0.02,2644,0.06370865026877305,0.9670953101361573
1,2,mean,b40_d_0.03,2644,0.06379983462094471,0.9670953101361573
1,2,mean,b40_d_0.05,2644,0.06413988913281736,0.9670953101361573
1,2,mean,b40_d_0.1,2644,0.06588500307601218,0.9670953101361573
1,2,median,route,2644,0.06310680406119334,0.9670953101361573
1,2,median,direct,2644,0.19800197476901427,0.9670953101361573
1,2,median,r_plus_d_-0.2,2644,0.07411105693209588,0.9670953101361573
1,2,median,r_plus_d_-0.1,2644,0.06618930145216875,0.9670953101361573
1,2,median,r_plus_d_-0.05,2644,0.06397372425185359,0.9670953101361573
1,2,median,r_plus_d_-0.03,2644,0.06346009626190081,0.9670953101361573
1,2,median,r_plus_d_-0.02,2644,0.06328625508278118,0.9670953101361573
