seed,method,alpha,n,rmse
2,soft_crop_r4_l0.25_p1,0.1500000000,2644,0.0662258830
2,soft_crop_r4_l0.25_p1,0.2000000000,2644,0.0660774945
2,soft_crop_r4_l0.25_p1,0.2500000000,2644,0.0659516352
2,soft_crop_r4_l0.25_p1,0.3000000000,2644,0.0658484345
2,soft_crop_r4_l0.25_p1,0.3500000000,2644,0.0657679989
2,soft_crop_r4_l0.25_p1,0.4000000000,2644,0.0657104120
2,soft_crop_r4_l0.25_p1,0.4500000000,2644,0.0656757341
2,soft_crop_r4_l0.25_p1,0.5000000000,2644,0.0656640012
2,soft_crop_r4_l0.25_p1,0.5500000000,2644,0.0656752258
2,soft_crop_r4_l0.25_p1,0.6000000000,2644,0.0657093961
2,soft_crop_r4_l0.25_p1,0.6500000000,2644,0.0657664764
2,soft_crop_r4_l0.25_p1,0.7000000000,2644,0.0658464069
2,soft_crop_r4_l0.25_p1,0.7500000000,2644,0.0659491047
2,soft_crop_r4_l0.25_p1,0.8000000000,2644,0.0660744636
2,soft_crop_r4_l0.25_p2,0.0000000000,2644,0.0668046092
2,soft_crop_r4_l0.25_p2,0.0500000000,2644,0.0665710591
2,soft_crop_r4_l0.25_p2,0.1000000000,2644,0.0663625368
2,soft_crop_r4_l0.25_p2,0.1500000000,2644,0.0661792792
2,soft_crop_r4_l0.25_p2,0.2000000000,2644,0.0660214964
2,soft_crop_r4_l0.25_p2,0.2500000000,2644,0.0658893716
2,soft_crop_r4_l0.25_p2,0.3000000000,2644,0.0657830594
2,soft_crop_r4_l0.25_p2,0.3500000000,2644,0.0657026849
2,soft_crop_r4_l0.25_p2,0.4000000000,2644,0.0656483436
2,soft_crop_r4_l0.25_p2,0.4500000000,2644,0.0656201001
2,soft_crop_r4_l0.25_p2,0.5000000000,2644,0.0656179881
2,soft_crop_r4_l0.25_p2,0.5500000000,2644,0.0656420100
2,soft_crop_r4_l0.25_p2,0.6000000000,2644,0.0656921373
2,soft_crop_r4_l0.25_p2,0.6500000000,2644,0.0657683103
2,soft_crop_r4_l0.25_p2,0.7000000000,2644,0.0658704385
2,soft_crop_r4_l0.25_p2,0.7500000000,2644,0.0659984015
2,soft_crop_r4_l0.25_p2,0.8000000000,2644,0.0661520494
2,soft_crop_r4_l0.25_p4,0.0000000000,2644,0.0668046092
2,soft_crop_r4_l0.25_p4,0.0500000000,2644,0.0665701660
2,soft_crop_r4_l0.25_p4,0.1000000000,2644,0.0663622735
2,soft_crop_r4_l0.25_p4,0.1500000000,2644,0.0661811820
2,soft_crop_r4_l0.25_p4,0.2000000000,2644,0.0660271118
2,soft_crop_r4_l0.25_p4,0.2500000000,2644,0.0659002526
2,soft_crop_r4_l0.25_p4,0.3000000000,2644,0.0658007617
2,soft_crop_r4_l0.25_p4,0.3500000000,2644,0.0657287634
2,soft_crop_r4_l0.25_p4,0.4000000000,2644,0.0656843481
2,soft_crop_r4_l0.25_p4,0.4500000000,2644,0.0656675718
2,soft_crop_r4_l0.25_p4,0.5000000000,2644,0.0656784557
2,soft_crop_r4_l0.25_p4,0.5500000000,2644,0.0657169860
2,soft_crop_r4_l0.25_p4,0.6000000000,2644,0.0657831141
2,soft_crop_r4_l0.25_p4,0.6500000000,2644,0.0658767570
2,soft_crop_r4_l0.25_p4,0.7000000000,2644,0.0659977975
2,soft_crop_r4_l0.25_p4,0.7500000000,2644,0.0661460852
2,soft_crop_r4_l0.25_p4,0.8000000000,2644,0.0663214373
2,soft_crop_r4_l1_p1,0.0000000000,2644,0.0668046092
2,soft_crop_r4_l1_p1,0.0500000000,2644,0.0666210252
2,soft_crop_r4_l1_p1,0.1000000000,2644,0.0664562758
2,soft_crop_r4_l1_p1,0.1500000000,2644,0.0663105013
2,soft_crop_r4_l1_p1,0.2000000000,2644,0.0661838271
2,soft_crop_r4_l1_p1,0.2500000000,2644,0.0660763631
2,soft_crop_r4_l1_p1,0.3000000000,2644,0.0659882030
2,soft_crop_r4_l1_p1,0.3500000000,2644,0.0659194245
2,soft_crop_r4_l1_p1,0.4000000000,2644,0.0658700881
2,soft_crop_r4_l1_p1,0.4500000000,2644,0.0658402377
2,soft_crop_r4_l1_p1,0.5000000000,2644,0.0658298996
2,soft_crop_r4_l1_p1,0.5500000000,2644,0.0658390831
2,soft_crop_r4_l1_p1,0.6000000000,2644,0.0658677800
2,soft_crop_r4_l1_p1,0.6500000000,2644,0.0659159649
2,soft_crop_r4_l1_p1,0.7000000000,2644,0.0659835950
2,soft_crop_r4_l1_p1,0.7500000000,2644,0.0660706107
2,soft_crop_r4_l1_p1,0.8000000000,2644,0.0661769354
2,soft_crop_r4_l1_p2,0.0000000000,2644,0.0668046092
2,soft_crop_r4_l1_p2,0.0500000000,2644,0.0665927676
2,soft_crop_r4_l1_p2,0.1000000000,2644,0.0664031893
2,soft_crop_r4_l1_p2,0.1500000000,2644,0.0662360654
2,soft_crop_r4_l1_p2,0.2000000000,2644,0.0660915663
2,soft_crop_r4_l1_p2,0.2500000000,2644,0.0659698406
2,soft_crop_r4_l1_p2,0.3000000000,2644,0.0658710146
2,soft_crop_r4_l1_p2,0.3500000000,2644,0.0657951915
2,soft_crop_r4_l1_p2,0.4000000000,2644,0.0657424508
2,soft_crop_r4_l1_p2,0.4500000000,2644,0.0657128482
2,soft_crop_r4_l1_p2,0.5000000000,2644,0.0657064149
2,soft_crop_r4_l1_p2,0.5500000000,2644,0.0657231577
2,soft_crop_r4_l1_p2,0.6000000000,2644,0.0657630589
2,soft_crop_r4_l1_p2,0.6500000000,2644,0.0658260765
2,soft_crop_r4_l1_p2,0.7000000000,2644,0.0659121440
2,soft_crop_r4_l1_p2,0.7500000000,2644,0.0660211715
2,soft_crop_r4_l1_p2,0.8000000000,2644,0.0661530452
2,soft_crop_r4_l1_p4,0.0000000000,2644,0.0668046092
2,soft_crop_r4_l1_p4,0.0500000000,2644,0.0665842182
2,soft_crop_r4_l1_p4,0.1000000000,2644,0.0663886936
2,soft_crop_r4_l1_p4,0.1500000000,2644,0.0662182559
2,soft_crop_r4_l1_p4,0.2000000000,2644,0.0660730990
2,soft_crop_r4_l1_p4,0.2500000000,2644,0.0659533899
2,soft_crop_r4_l1_p4,0.3000000000,2644,0.0658592675
2,soft_crop_r4_l1_p4,0.3500000000,2644,0.0657908415
2,soft_crop_r4_l1_p4,0.4000000000,2644,0.0657481921
2,soft_crop_r4_l1_p4,0.4500000000,2644,0.0657313695
2,soft_crop_r4_l1_p4,0.5000000000,2644,0.0657403936
2,soft_crop_r4_l1_p4,0.5500000000,2644,0.0657752537
2,soft_crop_r4_l1_p4,0.6000000000,2644,0.0658359087
2,soft_crop_r4_l1_p4,0.6500000000,2644,0.0659222875
2,soft_crop_r4_l1_p4,0.7000000000,2644,0.0660342891
2,soft_crop_r4_l1_p4,0.7500000000,2644,0.0661717835
2,soft_crop_r4_l1_p4,0.8000000000,2644,0.0663346120
2,soft_all_r4_l0_p1,0.0000000000,2644,0.0668046092
2,soft_all_r4_l0_p1,0.0500000000,2644,0.0665837857
2,soft_all_r4_l0_p1,0.1000000000,2644,0.0663868172
2,soft_all_r4_l0_p1,0.1500000000,2644,0.0662139167
2,soft_all_r4_l0_p1,0.2000000000,2644,0.0660652732
2,soft_all_r4_l0_p1,0.2500000000,2644,0.0659410506
2,soft_all_r4_l0_p1,0.3000000000,2644,0.0658413872
2,soft_all_r4_l0_p1,0.3500000000,2644,0.0657663946
2,soft_all_r4_l0_p1,0.4000000000,2644,0.0657161574
2,soft_all_r4_l0_p1,0.4500000000,2644,0.0656907323
2,soft_all_r4_l0_p1,0.5000000000,2644,0.0656901481
2,soft_all_r4_l0_p1,0.5500000000,2644,0.0657144054
2,soft_all_r4_l0_p1,0.6000000000,2644,0.0657634769
2,soft_all_r4_l0_p1,0.6500000000,2644,0.0658373070
2,soft_all_r4_l0_p1,0.7000000000,2644,0.0659358125
2,soft_all_r4_l0_p1,0.7500000000,2644,0.0660588830
2,soft_all_r4_l0_p1,0.8000000000,2644,0.0662063816
2,soft_all_r4_l0_p2,0.0000000000,2644,0.0668046092
2,soft_all_r4_l0_p2,0.0500000000,2644,0.0665796072
2,soft_all_r4_l0_p2,0.1000000000,2644,0.0663795571
2,soft_all_r4_l0_p2,0.1500000000,2644,0.0662046851
2,soft_all_r4_l0_p2,0.2000000000,2644,0.0660551912
2,soft_all_r4_l0_p2,0.2500000000,2644,0.0659312479
2,soft_all_r4_l0_p2,0.3000000000,2644,0.0658329996
2,soft_all_r4_l0_p2,0.3500000000,2644,0.0657605615
2,soft_all_r4_l0_p2,0.4000000000,2644,0.0657140188
2,soft_all_r4_l0_p2,0.4500000000,2644,0.0656934268
2,soft_all_r4_l0_p2,0.5000000000,2644,0.0656988096
2,soft_all_r4_l0_p2,0.5500000000,2644,0.0657301611
2,soft_all_r4_l0_p2,0.6000000000,2644,0.0657874440
2,soft_all_r4_l0_p2,0.6500000000,2644,0.0658705907
2,soft_all_r4_l0_p2,0.7000000000,2644,0.0659795034
2,soft_all_r4_l0_p2,0.7500000000,2644,0.0661140548
2,soft_all_r4_l0_p2,0.8000000000,2644,0.0662740887
2,soft_all_r4_l0_p4,0.0000000000,2644,0.0668046092
2,soft_all_r4_l0_p4,0.0500000000,2644,0.0665803247
2,soft_all_r4_l0_p4,0.1000000000,2644,0.0663823883
2,soft_all_r4_l0_p4,0.1500000000,2644,0.0662110365
2,soft_all_r4_l0_p4,0.2000000000,2644,0.0660664760
2,soft_all_r4_l0_p4,0.2500000000,2644,0.0659488831
2,soft_all_r4_l0_p4,0.3000000000,2644,0.0658584023
2,soft_all_r4_l0_p4,0.3500000000,2644,0.0657951453
2,soft_all_r4_l0_p4,0.4000000000,2644,0.0657591907
2,soft_all_r4_l0_p4,0.4500000000,2644,0.0657505834
2,soft_all_r4_l0_p4,0.5000000000,2644,0.0657693340
2,soft_all_r4_l0_p4,0.5500000000,2644,0.0658154192
2,soft_all_r4_l0_p4,0.6000000000,2644,0.0658887817
2,soft_all_r4_l0_p4,0.6500000000,2644,0.0659893304
2,soft_all_r4_l0_p4,0.7000000000,2644,0.0661169413
2,soft_all_r4_l0_p4,0.7500000000,2644,0.0662714580
2,soft_all_r4_l0_p4,0.8000000000,2644,0.0664526930
2,soft_all_r4_l0.25_p1,0.0000000000,2644,0.0668046092
2,soft_all_r4_l0.25_p1,0.0500000000,2644,0.0666002877
2,soft_all_r4_l0.25_p1,0.1000000000,2644,0.0664174302
2,soft_all_r4_l0.25_p1,0.1500000000,2644,0.0662562145
2,soft_all_r4_l0.25_p1,0.2000000000,2644,0.0661167987
2,soft_all_r4_l0.25_p1,0.2500000000,2644,0.0659993212
2,soft_all_r4_l0.25_p1,0.3000000000,2644,0.0659038991
2,soft_all_r4_l0.25_p1,0.3500000000,2644,0.0658306284
2,soft_all_r4_l0.25_p1,0.4000000000,2644,0.0657795832
2,soft_all_r4_l0.25_p1,0.4500000000,2644,0.0657508152
2,soft_all_r4_l0.25_p1,0.5000000000,2644,0.0657443535
2,soft_all_r4_l0.25_p1,0.5500000000,2644,0.0657602050
2,soft_all_r4_l0.25_p1,0.6000000000,2644,0.0657983532
2,soft_all_r4_l0.25_p1,0.6500000000,2644,0.0658587597
2,soft_all_r4_l0.25_p1,0.7000000000,2644,0.0659413631
2,soft_all_r4_l0.25_p1,0.7500000000,2644,0.0660460801
2,soft_all_r4_l0.25_p1,0.8000000000,2644,0.0661728059
2,soft_all_r4_l0.25_p2,0.0000000000,2644,0.0668046092
2,soft_all_r4_l0.25_p2,0.0500000000,2644,0.0665829951
2,soft_all_r4_l0.25_p2,0.1000000000,2644,0.0663858265
2,soft_all_r4_l0.25_p2,0.1500000000,2644,0.0662133217
2,soft_all_r4_l0.25_p2,0.2000000000,2644,0.0660656740
2,soft_all_r4_l0.25_p2,0.2500000000,2644,0.0659430503
2,soft_all_r4_l0.25_p2,0.3000000000,2644,0.0658455904
2,soft_all_r4_l0.25_p2,0.3500000000,2644,0.0657734063
2,soft_all_r4_l0.25_p2,0.4000000000,2644,0.0657265811
2,soft_all_r4_l0.25_p2,0.4500000000,2644,0.0657051691
2,soft_all_r4_l0.25_p2,0.5000000000,2644,0.0657091951
2,soft_all_r4_l0.25_p2,0.5500000000,2644,0.0657386545
2,soft_all_r4_l0.25_p2,0.6000000000,2644,0.0657935131
2,soft_all_r4_l0.25_p2,0.6500000000,2644,0.0658737074
2,soft_all_r4_l0.25_p2,0.7000000000,2644,0.0659791450
2,soft_all_r4_l0.25_p2,0.7500000000,2644,0.0661097053
2,soft_all_r4_l0.25_p2,0.8000000000,2644,0.0662652396
2,soft_all_r4_l0.25_p4,0.0000000000,2644,0.0668046092
2,soft_all_r4_l0.25_p4,0.0500000000,2644,0.0665821445
2,soft_all_r4_l0.25_p4,0.1000000000,2644,0.0663858548
2,soft_all_r4_l0.25_p4,0.1500000000,2644,0.0662159727
2,soft_all_r4_l0.25_p4,0.2000000000,2644,0.0660727021
2,soft_all_r4_l0.25_p4,0.2500000000,2644,0.0659562163
2,soft_all_r4_l0.25_p4,0.3000000000,2644,0.0658666575
2,soft_all_r4_l0.25_p4,0.3500000000,2644,0.0658041355
2,soft_all_r4_l0.25_p4,0.4000000000,2644,0.0657687276
2,soft_all_r4_l0.25_p4,0.4500000000,2644,0.0657604774
2,soft_all_r4_l0.25_p4,0.5000000000,2644,0.0657793953
2,soft_all_r4_l0.25_p4,0.5500000000,2644,0.0658254577
2,soft_all_r4_l0.25_p4,0.6000000000,2644,0.0658986078
2,soft_all_r4_l0.25_p4,0.6500000000,2644,0.0659987555
2,soft_all_r4_l0.25_p4,0.7000000000,2644,0.0661257782
2,soft_all_r4_l0.25_p4,0.7500000000,2644,0.0662795212
2,soft_all_r4_l0.25_p4,0.8000000000,2644,0.0664597993
2,soft_all_r4_l1_p1,0.0000000000,2644,0.0668046092
2,soft_all_r4_l1_p1,0.0500000000,2644,0.0666284225
2,soft_all_r4_l1_p1,0.1000000000,2644,0.0664708295
2,soft_all_r4_l1_p1,0.1500000000,2644,0.0663319628
2,soft_all_r4_l1_p1,0.2000000000,2644,0.0662119400
2,soft_all_r4_l1_p1,0.2500000000,2644,0.0661108640
2,soft_all_r4_l1_p1,0.3000000000,2644,0.0660288216
2,soft_all_r4_l1_p1,0.3500000000,2644,0.0659658839
2,soft_all_r4_l1_p1,0.4000000000,2644,0.0659221057
2,soft_all_r4_l1_p1,0.4500000000,2644,0.0658975250
2,soft_all_r4_l1_p1,0.5000000000,2644,0.0658921634
2,soft_all_r4_l1_p1,0.5500000000,2644,0.0659060257
2,soft_all_r4_l1_p1,0.6000000000,2644,0.0659390995
2,soft_all_r4_l1_p1,0.6500000000,2644,0.0659913562
2,soft_all_r4_l1_p1,0.7000000000,2644,0.0660627501
2,soft_all_r4_l1_p1,0.7500000000,2644,0.0661532193
2,soft_all_r4_l1_p1,0.8000000000,2644,0.0662626856
2,soft_all_r4_l1_p2,0.0000000000,2644,0.0668046092
2,soft_all_r4_l1_p2,0.0500000000,2644,0.0666039720
2,soft_all_r4_l1_p2,0.1000000000,2644,0.0664253138
2,soft_all_r4_l1_p2,0.1500000000,2644,0.0662688124
2,soft_all_r4_l1_p2,0.2000000000,2644,0.0661346252
2,soft_all_r4_l1_p2,0.2500000000,2644,0.0660228882
2,soft_all_r4_l1_p2,0.3000000000,2644,0.0659337156
2,soft_all_r4_l1_p2,0.3500000000,2644,0.0658671989
2,soft_all_r4_l1_p2,0.4000000000,2644,0.0658234069
2,soft_all_r4_l1_p2,0.4500000000,2644,0.0658023849
2,soft_all_r4_l1_p2,0.5000000000,2644,0.0658041548
2,soft_all_r4_l1_p2,0.5500000000,2644,0.0658287148
2,soft_all_r4_l1_p2,0.6000000000,2644,0.0658760392
2,soft_all_r4_l1_p2,0.6500000000,2644,0.0659460792
2,soft_all_r4_l1_p2,0.7000000000,2644,0.0660387624
2,soft_all_r4_l1_p2,0.7500000000,2644,0.0661539937
2,soft_all_r4_l1_p2,0.8000000000,2644,0.0662916556
2,soft_all_r4_l1_p4,0.0000000000,2644,0.0668046092
2,soft_all_r4_l1_p4,0.0500000000,2644,0.0665968037
2,soft_all_r4_l1_p4,0.1000000000,2644,0.0664136809
2,soft_all_r4_l1_p4,0.1500000000,2644,0.0662554454
2,soft_all_r4_l1_p4,0.2000000000,2644,0.0661222760
2,soft_all_r4_l1_p4,0.2500000000,2644,0.0660143244
2,soft_all_r4_l1_p4,0.3000000000,2644,0.0659317144
2,soft_all_r4_l1_p4,0.3500000000,2644,0.0658745414
2,soft_all_r4_l1_p4,0.4000000000,2644,0.0658428716
2,soft_all_r4_l1_p4,0.4500000000,2644,0.0658367418
2,soft_all_r4_l1_p4,0.5000000000,2644,0.0658561592
2,soft_all_r4_l1_p4,0.5500000000,2644,0.0659011012
2,soft_all_r4_l1_p4,0.6000000000,2644,0.0659715156
2,soft_all_r4_l1_p4,0.6500000000,2644,0.0660673209
2,soft_all_r4_l1_p4,0.7000000000,2644,0.0661884070
2,soft_all_r4_l1_p4,0.7500000000,2644,0.0663346353
2,soft_all_r4_l1_p4,0.8000000000,2644,0.0665058401
2,soft_crop_r8_l0_p1,0.0000000000,2644,0.0668046092
2,soft_crop_r8_l0_p1,0.0500000000,2644,0.0665614673
2,soft_crop_r8_l0_p1,0.1000000000,2644,0.0663434350
2,soft_crop_r8_l0_p1,0.1500000000,2644,0.0661507604
2,soft_crop_r8_l0_p1,0.2000000000,2644,0.0659836658
2,soft_crop_r8_l0_p1,0.2500000000,2644,0.0658423459
2,soft_crop_r8_l0_p1,0.3000000000,2644,0.0657269670
2,soft_crop_r8_l0_p1,0.3500000000,2644,0.0656376658
2,soft_crop_r8_l0_p1,0.4000000000,2644,0.0655745489
2,soft_crop_r8_l0_p1,0.4500000000,2644,0.0655376920
2,soft_crop_r8_l0_p1,0.5000000000,2644,0.0655271393
2,soft_crop_r8_l0_p1,0.5500000000,2644,0.0655429036
2,soft_crop_r8_l0_p1,0.6000000000,2644,0.0655849659
2,soft_crop_r8_l0_p1,0.6500000000,2644,0.0656532756
2,soft_crop_r8_l0_p1,0.7000000000,2644,0.0657477510
2,soft_crop_r8_l0_p1,0.7500000000,2644,0.0658682794
2,soft_crop_r8_l0_p1,0.8000000000,2644,0.0660147182
2,soft_crop_r8_l0_p2,0.0000000000,2644,0.0668046092
2,soft_crop_r8_l0_p2,0.0500000000,2644,0.0665612829
2,soft_crop_r8_l0_p2,0.1000000000,2644,0.0663438792
2,soft_crop_r8_l0_p2,0.1500000000,2644,0.0661526537
2,soft_crop_r8_l0_p2,0.2000000000,2644,0.0659878341
2,soft_crop_r8_l0_p2,0.2500000000,2644,0.0658496187
2,soft_crop_r8_l0_p2,0.3000000000,2644,0.0657381752
2,soft_crop_r8_l0_p2,0.3500000000,2644,0.0656536399
2,soft_crop_r8_l0_p2,0.4000000000,2644,0.0655961170
2,soft_crop_r8_l0_p2,0.4500000000,2644,0.0655656774
2,soft_crop_r8_l0_p2,0.5000000000,2644,0.0655623589
2,soft_crop_r8_l0_p2,0.5500000000,2644,0.0655861657
2,soft_crop_r8_l0_p2,0.6000000000,2644,0.0656370682
2,soft_crop_r8_l0_p2,0.6500000000,2644,0.0657150035
2,soft_crop_r8_l0_p2,0.7000000000,2644,0.0658198755
2,soft_crop_r8_l0_p2,0.7500000000,2644,0.0659515557
2,soft_crop_r8_l0_p2,0.8000000000,2644,0.0661098840
2,soft_crop_r8_l0_p4,0.0000000000,2644,0.0668046092
2,soft_crop_r8_l0_p4,0.0500000000,2644,0.0665641518
2,soft_crop_r8_l0_p4,0.1000000000,2644,0.0663506891
2,soft_crop_r8_l0_p4,0.1500000000,2644,0.0661644822
2,soft_crop_r8_l0_p4,0.2000000000,2644,0.0660057620
2,soft_crop_r8_l0_p4,0.2500000000,2644,0.0658747270
2,soft_crop_r8_l0_p4,0.3000000000,2644,0.0657715428
2,soft_crop_r8_l0_p4,0.3500000000,2644,0.0656963405
2,soft_crop_r8_l0_p4,0.4000000000,2644,0.0656492164
2,soft_crop_r8_l0_p4,0.4500000000,2644,0.0656302310
2,soft_crop_r8_l0_p4,0.5000000000,2644,0.0656394085
2,soft_crop_r8_l0_p4,0.5500000000,2644,0.0656767373
2,soft_crop_r8_l0_p4,0.6000000000,2644,0.0657421694
2,soft_crop_r8_l0_p4,0.6500000000,2644,0.0658356209
2,soft_crop_r8_l0_p4,0.7000000000,2644,0.0659569728
2,soft_crop_r8_l0_p4,0.7500000000,2644,0.0661060715
2,soft_crop_r8_l0_p4,0.8000000000,2644,0.0662827297
2,soft_crop_r8_l0.25_p1,0.0000000000,2644,0.0668046092
2,soft_crop_r8_l0.25_p1,0.0500000000,2644,0.0665815152
2,soft_crop_r8_l0.25_p1,0.1000000000,2644,0.0663808492
2,soft_crop_r8_l0.25_p1,0.1500000000,2644,0.0662028149
2,soft_crop_r8_l0.25_p1,0.2000000000,2644,0.0660475956
2,soft_crop_r8_l0.25_p1,0.2500000000,2644,0.0659153522
2,soft_crop_r8_l0.25_p1,0.3000000000,2644,0.0658062235
2,soft_crop_r8_l0.25_p1,0.3500000000,2644,0.0657203244
2,soft_crop_r8_l0.25_p1,0.4000000000,2644,0.0656577463
2,soft_crop_r8_l0.25_p1,0.4500000000,2644,0.0656185557
2,soft_crop_r8_l0.25_p1,0.5000000000,2644,0.0656027947
2,soft_crop_r8_l0.25_p1,0.5500000000,2644,0.0656104800
2,soft_crop_r8_l0.25_p1,0.6000000000,2644,0.0656416035
2,soft_crop_r8_l0.25_p1,0.6500000000,2644,0.0656961319
2,soft_crop_r8_l0.25_p1,0.7000000000,2644,0.0657740069
2,soft_crop_r8_l0.25_p1,0.7500000000,2644,0.0658751458
2,soft_crop_r8_l0.25_p1,0.8000000000,2644,0.0659994416
2,soft_crop_r8_l0.25_p2,0.0000000000,2644,0.0668046092
2,soft_crop_r8_l0.25_p2,0.0500000000,2644,0.0665648578
2,soft_crop_r8_l0.25_p2,0.1000000000,2644,0.0663504073
2,soft_crop_r8_l0.25_p2,0.1500000000,2644,0.0661615036
2,soft_crop_r8_l0.25_p2,0.2000000000,2644,0.0659983662
2,soft_crop_r8_l0.25_p2,0.2500000000,2644,0.0658611865
2,soft_crop_r8_l0.25_p2,0.3000000000,2644,0.0657501269
2,soft_crop_r8_l0.25_p2,0.3500000000,2644,0.0656653201
2,soft_crop_r8_l0.25_p2,0.4000000000,2644,0.0656068678
2,soft_crop_r8_l0.25_p2,0.4500000000,2644,0.0655748406
2,soft_crop_r8_l0.25_p2,0.5000000000,2644,0.0655692770
2,soft_crop_r8_l0.25_p2,0.5500000000,2644,0.0655901839
2,soft_crop_r8_l0.25_p2,0.6000000000,2644,0.0656375360
2,soft_crop_r8_l0.25_p2,0.6500000000,2644,0.0657112760
2,soft_crop_r8_l0.25_p2,0.7000000000,2644,0.0658113154
2,soft_crop_r8_l0.25_p2,0.7500000000,2644,0.0659375343
2,soft_crop_r8_l0.25_p2,0.8000000000,2644,0.0660897829
2,soft_crop_r8_l0.25_p4,0.0000000000,2644,0.0668046092
2,soft_crop_r8_l0.25_p4,0.0500000000,2644,0.0665659285
2,soft_crop_r8_l0.25_p4,0.1000000000,2644,0.0663539065
2,soft_crop_r8_l0.25_p4,0.1500000000,2644,0.0661687995
2,soft_crop_r8_l0.25_p4,0.2000000000,2644,0.0660108340
2,soft_crop_r8_l0.25_p4,0.2500000000,2644,0.0658802051
2,soft_crop_r8_l0.25_p4,0.3000000000,2644,0.0657770758
2,soft_crop_r8_l0.25_p4,0.3500000000,2644,0.0657015756
2,soft_crop_r8_l0.25_p4,0.4000000000,2644,0.0656537997
2,soft_crop_r8_l0.25_p4,0.4500000000,2644,0.0656338087
2,soft_crop_r8_l0.25_p4,0.5000000000,2644,0.0656416280
2,soft_crop_r8_l0.25_p4,0.5500000000,2644,0.0656772477
2,soft_crop_r8_l0.25_p4,0.6000000000,2644,0.0657406225
2,soft_crop_r8_l0.25_p4,0.6500000000,2644,0.0658316724
2,soft_crop_r8_l0.25_p4,0.7000000000,2644,0.0659502826
2,soft_crop_r8_l0.25_p4,0.7500000000,2644,0.0660963049
2,soft_crop_r8_l0.25_p4,0.8000000000,2644,0.0662695579
2,soft_crop_r8_l1_p1,0.0000000000,2644,0.0668046092
2,soft_crop_r8_l1_p1,0.0500000000,2644,0.0666152055
2,soft_crop_r8_l1_p1,0.1000000000,2644,0.0664449621
2,soft_crop_r8_l1_p1,0.1500000000,2644,0.0662940268
2,soft_crop_r8_l1_p1,0.2000000000,2644,0.0661625316
2,soft_crop_r8_l1_p1,0.2500000000,2644,0.0660505928
2,soft_crop_r8_l1_p1,0.3000000000,2644,0.0659583098
2,soft_crop_r8_l1_p1,0.3500000000,2644,0.0658857652
2,soft_crop_r8_l1_p1,0.4000000000,2644,0.0658330244
2,soft_crop_r8_l1_p1,0.4500000000,2644,0.0658001348
2,soft_crop_r8_l1_p1,0.5000000000,2644,0.0657871264
2,soft_crop_r8_l1_p1,0.5500000000,2644,0.0657940109
2,soft_crop_r8_l1_p1,0.6000000000,2644,0.0658207819
2,soft_crop_r8_l1_p1,0.6500000000,2644,0.0658674154
2,soft_crop_r8_l1_p1,0.7000000000,2644,0.0659338692
2,soft_crop_r8_l1_p1,0.7500000000,2644,0.0660200833
2,soft_crop_r8_l1_p1,0.8000000000,2644,0.0661259805
2,soft_crop_r8_l1_p2,0.0000000000,2644,0.0668046092
2,soft_crop_r8_l1_p2,0.0500000000,2644,0.0665885155
2,soft_crop_r8_l1_p2,0.1000000000,2644,0.0663948483
2,soft_crop_r8_l1_p2,0.1500000000,2644,0.0662238045
2,soft_crop_r8_l1_p2,0.2000000000,2644,0.0660755598
2,soft_crop_r8_l1_p2,0.2500000000,2644,0.0659502680
2,soft_crop_r8_l1_p2,0.3000000000,2644,0.0658480599
2,soft_crop_r8_l1_p2,0.3500000000,2644,0.0657690433
2,soft_crop_r8_l1_p2,0.4000000000,2644,0.0657133018
2,soft_crop_r8_l1_p2,0.4500000000,2644,0.0656808947
2,soft_crop_r8_l1_p2,0.5000000000,2644,0.0656718565
2,soft_crop_r8_l1_p2,0.5500000000,2644,0.0656861968
2,soft_crop_r8_l1_p2,0.6000000000,2644,0.0657239005
2,soft_crop_r8_l1_p2,0.6500000000,2644,0.0657849272
2,soft_crop_r8_l1_p2,0.7000000000,2644,0.0658692121
2,soft_crop_r8_l1_p2,0.7500000000,2644,0.0659766662
2,soft_crop_r8_l1_p2,0.8000000000,2644,0.0661071765
2,soft_crop_r8_l1_p4,0.0000000000,2644,0.0668046092
2,soft_crop_r8_l1_p4,0.0500000000,2644,0.0665816024
2,soft_crop_r8_l1_p4,0.1000000000,2644,0.0663834871
2,soft_crop_r8_l1_p4,0.1500000000,2644,0.0662104867
2,soft_crop_r8_l1_p4,0.2000000000,2644,0.0660627985
2,soft_crop_r8_l1_p4,0.2500000000,2644,0.0659405927
2,soft_crop_r8_l1_p4,0.3000000000,2644,0.0658440111
2,soft_crop_r8_l1_p4,0.3500000000,2644,0.0657731666
2,soft_crop_r8_l1_p4,0.4000000000,2644,0.0657281424
2,soft_crop_r8_l1_p4,0.4500000000,2644,0.0657089915
2,soft_crop_r8_l1_p4,0.5000000000,2644,0.0657157367
2,soft_crop_r8_l1_p4,0.5500000000,2644,0.0657483699
2,soft_crop_r8_l1_p4,0.6000000000,2644,0.0658068527
2,soft_crop_r8_l1_p4,0.6500000000,2644,0.0658911161
2,soft_crop_r8_l1_p4,0.7000000000,2644,0.0660010615
2,soft_crop_r8_l1_p4,0.7500000000,2644,0.0661365608
2,soft_crop_r8_l1_p4,0.8000000000,2644,0.0662974572
2,soft_all_r8_l0_p1,0.0000000000,2644,0.0668046092
2,soft_all_r8_l0_p1,0.0500000000,2644,0.0666268044
