width,radius,source_profile,agg,held_seed,mode,alpha,n,coverage,rmse,base_rmse,delta
20,16,False,inv2,1,fixed020,0.2000000000,2644,0.9913010590,0.0621651366,0.0627891573,-0.0006240207
20,16,False,inv2,2,loo,0.1630564574,2644,0.9931921331,0.0642535958,0.0651086475,-0.0008550517
20,16,False,inv2,2,fixed020,0.2000000000,2644,0.9931921331,0.0642480393,0.0651086475,-0.0008606082
20,16,False,inv2,70404,loo,0.1497075928,2644,0.9928139183,0.0669507020,0.0680908876,-0.0011401856
20,16,False,inv2,70404,fixed020,0.2000000000,2644,0.9928139183,0.0668225165,0.0680908876,-0.0012683711
20,16,False,median,0,loo,0.1984335415,2644,0.9958396369,0.0699606799,0.0703032685,-0.0003425886
20,16,False,median,0,fixed020,0.2000000000,2644,0.9958396369,0.0699624774,0.0703032685,-0.0003407911
20,16,False,median,1,loo,0.1944818489,2644,0.9913010590,0.0622807394,0.0627891573,-0.0005084179
20,16,False,median,1,fixed020,0.2000000000,2644,0.9913010590,0.0622854162,0.0627891573,-0.0005037411
20,16,False,median,2,loo,0.1832509494,2644,0.9931921331,0.0644964432,0.0651086475,-0.0006122043
20,16,False,median,2,fixed020,0.2000000000,2644,0.9931921331,0.0644891702,0.0651086475,-0.0006194773
20,16,False,median,70404,loo,0.1788174093,2644,0.9928139183,0.0674073324,0.0680908876,-0.0006835552
20,16,False,median,70404,fixed020,0.2000000000,2644,0.9928139183,0.0673890078,0.0680908876,-0.0007018799
20,16,False,mean,0,loo,0.2024675887,2644,0.9958396369,0.0699793336,0.0703032685,-0.0003239349
20,16,False,mean,0,fixed020,0.2000000000,2644,0.9958396369,0.0699749962,0.0703032685,-0.0003282723
20,16,False,mean,1,loo,0.1900632547,2644,0.9913010590,0.0620880540,0.0627891573,-0.0007011033
20,16,False,mean,1,fixed020,0.2000000000,2644,0.9913010590,0.0620915251,0.0627891573,-0.0006976322
20,16,False,mean,2,loo,0.1875596139,2644,0.9931921331,0.0644582858,0.0651086475,-0.0006503617
20,16,False,mean,2,fixed020,0.2000000000,2644,0.9931921331,0.0644581992,0.0651086475,-0.0006504483
20,16,False,mean,70404,loo,0.1764124257,2644,0.9928139183,0.0672517528,0.0680908876,-0.0008391348
20,16,False,mean,70404,fixed020,0.2000000000,2644,0.9928139183,0.0672194029,0.0680908876,-0.0008714847
20,16,False,exp,0,loo,0.2138098850,2644,0.9958396369,0.0699131309,0.0703032685,-0.0003901376
20,16,False,exp,0,fixed020,0.2000000000,2644,0.9958396369,0.0698858028,0.0703032685,-0.0004174657
20,16,False,exp,1,loo,0.2042610758,2644,0.9913010590,0.0620264320,0.0627891573,-0.0007627253
20,16,False,exp,1,fixed020,0.2000000000,2644,0.9913010590,0.0620230276,0.0627891573,-0.0007661297
20,16,False,exp,2,loo,0.1957181351,2644,0.9931921331,0.0642560051,0.0651086475,-0.0008526424
20,16,False,exp,2,fixed020,0.2000000000,2644,0.9931921331,0.0642540391,0.0651086475,-0.0008546084
20,16,False,exp,70404,loo,0.1826028553,2644,0.9928139183,0.0669841403,0.0680908876,-0.0011067473
20,16,False,exp,70404,fixed020,0.2000000000,2644,0.9928139183,0.0669448158,0.0680908876,-0.0011460718
20,16,True,inv1,0,loo,0.2788460514,2644,0.9958396369,0.0698845837,0.0703032685,-0.0004186848
20,16,True,inv1,0,fixed020,0.2000000000,2644,0.9958396369,0.0698637532,0.0703032685,-0.0004395153
20,16,True,inv1,1,loo,0.2541492711,2644,0.9913010590,0.0619451539,0.0627891573,-0.0008440033
20,16,True,inv1,1,fixed020,0.2000000000,2644,0.9913010590,0.0620191995,0.0627891573,-0.0007699578
20,16,True,inv1,2,loo,0.2703379388,2644,0.9931921331,0.0645815750,0.0651086475,-0.0005270725
20,16,True,inv1,2,fixed020,0.2000000000,2644,0.9931921331,0.0645962229,0.0651086475,-0.0005124246
20,16,True,inv1,70404,loo,0.2560873489,2644,0.9928139183,0.0673390459,0.0680908876,-0.0007518417
20,16,True,inv1,70404,fixed020,0.2000000000,2644,0.9928139183,0.0674027980,0.0680908876,-0.0006880896
20,16,True,inv2,0,loo,0.2328925573,2644,0.9958396369,0.0699212343,0.0703032685,-0.0003820342
20,16,True,inv2,0,fixed020,0.2000000000,2644,0.9958396369,0.0698985910,0.0703032685,-0.0004046775
20,16,True,inv2,1,loo,0.2151323953,2644,0.9913010590,0.0620473405,0.0627891573,-0.0007418167
20,16,True,inv2,1,fixed020,0.2000000000,2644,0.9913010590,0.0620595853,0.0627891573,-0.0007295720
20,16,True,inv2,2,loo,0.2240695070,2644,0.9931921331,0.0646030353,0.0651086475,-0.0005056122
20,16,True,inv2,2,fixed020,0.2000000000,2644,0.9931921331,0.0646025817,0.0651086475,-0.0005060658
20,16,True,inv2,70404,loo,0.2121800571,2644,0.9928139183,0.0673865028,0.0680908876,-0.0007043848
20,16,True,inv2,70404,fixed020,0.2000000000,2644,0.9928139183,0.0673984540,0.0680908876,-0.0006924336
20,16,True,median,0,loo,0.2875561276,2644,0.9958396369,0.0699737533,0.0703032685,-0.0003295152
20,16,True,median,0,fixed020,0.2000000000,2644,0.9958396369,0.0699699215,0.0703032685,-0.0003333470
20,16,True,median,1,loo,0.2603088667,2644,0.9913010590,0.0621612737,0.0627891573,-0.0006278836
20,16,True,median,1,fixed020,0.2000000000,2644,0.9913010590,0.0622305440,0.0627891573,-0.0005586133
20,16,True,median,2,loo,0.2836772447,2644,0.9931921331,0.0647885991,0.0651086475,-0.0003200484
20,16,True,median,2,fixed020,0.2000000000,2644,0.9931921331,0.0647917609,0.0651086475,-0.0003168866
20,16,True,median,70404,loo,0.2688946983,2644,0.9928139183,0.0675515364,0.0680908876,-0.0005393512
20,16,True,median,70404,fixed020,0.2000000000,2644,0.9928139183,0.0676023000,0.0680908876,-0.0004885876
20,16,True,mean,0,loo,0.2707578220,2644,0.9958396369,0.0699196149,0.0703032685,-0.0003836536
20,16,True,mean,0,fixed020,0.2000000000,2644,0.9958396369,0.0699126051,0.0703032685,-0.0003906634
20,16,True,mean,1,loo,0.2447337683,2644,0.9913010590,0.0620488268,0.0627891573,-0.0007403305
20,16,True,mean,1,fixed020,0.2000000000,2644,0.9913010590,0.0621113747,0.0627891573,-0.0006777826
20,16,True,mean,2,loo,0.2721224466,2644,0.9931921331,0.0647497659,0.0651086475,-0.0003588816
20,16,True,mean,2,fixed020,0.2000000000,2644,0.9931921331,0.0647339356,0.0651086475,-0.0003747119
20,16,True,mean,70404,loo,0.2526027220,2644,0.9928139183,0.0674624536,0.0680908876,-0.0006284341
20,16,True,mean,70404,fixed020,0.2000000000,2644,0.9928139183,0.0675090620,0.0680908876,-0.0005818256
20,16,True,exp,0,loo,0.2813309403,2644,0.9958396369,0.0698761370,0.0703032685,-0.0004271315
20,16,True,exp,0,fixed020,0.2000000000,2644,0.9958396369,0.0698637529,0.0703032685,-0.0004395156
20,16,True,exp,1,loo,0.2587373832,2644,0.9913010590,0.0619503984,0.0627891573,-0.0008387588
20,16,True,exp,1,fixed020,0.2000000000,2644,0.9913010590,0.0620286660,0.0627891573,-0.0007604912
20,16,True,exp,2,loo,0.2745721193,2644,0.9931921331,0.0645741605,0.0651086475,-0.0005344870
20,16,True,exp,2,fixed020,0.2000000000,2644,0.9931921331,0.0645913602,0.0651086475,-0.0005172873
20,16,True,exp,70404,loo,0.2606636532,2644,0.9928139183,0.0673410069,0.0680908876,-0.0007498807
20,16,True,exp,70404,fixed020,0.2000000000,2644,0.9928139183,0.0674084026,0.0680908876,-0.0006824850
20,32,False,inv1,0,loo,0.2163138292,2644,0.9977307110,0.0700712837,0.0703032685,-0.0002319848
20,32,False,inv1,0,fixed020,0.2000000000,2644,0.9977307110,0.0700266303,0.0703032685,-0.0002766382
20,32,False,inv1,1,loo,0.1965936723,2644,0.9928139183,0.0619776584,0.0627891573,-0.0008114989
20,32,False,inv1,1,fixed020,0.2000000000,2644,0.9928139183,0.0619783962,0.0627891573,-0.0008107610
20,32,False,inv1,2,loo,0.1931521518,2644,0.9943267776,0.0643164084,0.0651086475,-0.0007922391
20,32,False,inv1,2,fixed020,0.2000000000,2644,0.9943267776,0.0643144432,0.0651086475,-0.0007942043
20,32,False,inv1,70404,loo,0.1773230170,2644,0.9947049924,0.0669996901,0.0680908876,-0.0010911975
20,32,False,inv1,70404,fixed020,0.2000000000,2644,0.9947049924,0.0669446588,0.0680908876,-0.0011462288
20,32,False,inv2,0,loo,0.1857700376,2644,0.9977307110,0.0701811485,0.0703032685,-0.0001221200
20,32,False,inv2,0,fixed020,0.2000000000,2644,0.9977307110,0.0702440214,0.0703032685,-0.0000592471
20,32,False,inv2,1,loo,0.1688933250,2644,0.9928139183,0.0620987283,0.0627891573,-0.0006904289
20,32,False,inv2,1,fixed020,0.2000000000,2644,0.9928139183,0.0621522091,0.0627891573,-0.0006369481
20,32,False,inv2,2,loo,0.1608033750,2644,0.9943267776,0.0642988365,0.0651086475,-0.0008098110
20,32,False,inv2,2,fixed020,0.2000000000,2644,0.9943267776,0.0643003600,0.0651086475,-0.0008082875
20,32,False,inv2,70404,loo,0.1459741457,2644,0.9947049924,0.0669726523,0.0680908876,-0.0011182353
20,32,False,inv2,70404,fixed020,0.2000000000,2644,0.9947049924,0.0668309835,0.0680908876,-0.0012599041
20,32,False,median,0,loo,0.1985889946,2644,0.9977307110,0.0699642477,0.0703032685,-0.0003390208
20,32,False,median,0,fixed020,0.2000000000,2644,0.9977307110,0.0699655106,0.0703032685,-0.0003377579
20,32,False,median,1,loo,0.1970129048,2644,0.9928139183,0.0623879199,0.0627891573,-0.0004012373
20,32,False,median,1,fixed020,0.2000000000,2644,0.9928139183,0.0623904566,0.0627891573,-0.0003987006
20,32,False,median,2,loo,0.1843288837,2644,0.9943267776,0.0645723923,0.0651086475,-0.0005362552
20,32,False,median,2,fixed020,0.2000000000,2644,0.9943267776,0.0645661163,0.0651086475,-0.0005425312
20,32,False,median,70404,loo,0.1797405582,2644,0.9947049924,0.0674854954,0.0680908876,-0.0006053922
20,32,False,median,70404,fixed020,0.2000000000,2644,0.9947049924,0.0674695785,0.0680908876,-0.0006213091
20,32,False,mean,0,loo,0.1996171361,2644,0.9977307110,0.0700421101,0.0703032685,-0.0002611584
20,32,False,mean,0,fixed020,0.2000000000,2644,0.9977307110,0.0700427893,0.0703032685,-0.0002604792
20,32,False,mean,1,loo,0.1838512434,2644,0.9928139183,0.0621573984,0.0627891573,-0.0006317589
20,32,False,mean,1,fixed020,0.2000000000,2644,0.9928139183,0.0621594145,0.0627891573,-0.0006297427
20,32,False,mean,2,loo,0.1844573162,2644,0.9943267776,0.0645605845,0.0651086475,-0.0005480630
20,32,False,mean,2,fixed020,0.2000000000,2644,0.9943267776,0.0645631747,0.0651086475,-0.0005454728
20,32,False,mean,70404,loo,0.1724337816,2644,0.9947049924,0.0673606957,0.0680908876,-0.0007301920
20,32,False,mean,70404,fixed020,0.2000000000,2644,0.9947049924,0.0673285386,0.0680908876,-0.0007623490
20,32,False,exp,0,loo,0.2124753150,2644,0.9977307110,0.0700062444,0.0703032685,-0.0002970241
20,32,False,exp,0,fixed020,0.2000000000,2644,0.9977307110,0.0699763732,0.0703032685,-0.0003268953
20,32,False,exp,1,loo,0.1980893448,2644,0.9928139183,0.0620114904,0.0627891573,-0.0007776669
20,32,False,exp,1,fixed020,0.2000000000,2644,0.9928139183,0.0620125745,0.0627891573,-0.0007765828
20,32,False,exp,2,loo,0.1924188217,2644,0.9943267776,0.0643071914,0.0651086475,-0.0008014561
20,32,False,exp,2,fixed020,0.2000000000,2644,0.9943267776,0.0643051022,0.0651086475,-0.0008035453
20,32,False,exp,70404,loo,0.1773445945,2644,0.9947049924,0.0670048694,0.0680908876,-0.0010860182
20,32,False,exp,70404,fixed020,0.2000000000,2644,0.9947049924,0.0669517262,0.0680908876,-0.0011391614
20,32,True,inv1,0,loo,0.2770282196,2644,0.9977307110,0.0700838179,0.0703032685,-0.0002194506
20,32,True,inv1,0,fixed020,0.2000000000,2644,0.9977307110,0.0700135612,0.0703032685,-0.0002897073
20,32,True,inv1,1,loo,0.2351721556,2644,0.9928139183,0.0619598806,0.0627891573,-0.0008292766
20,32,True,inv1,1,fixed020,0.2000000000,2644,0.9928139183,0.0620185468,0.0627891573,-0.0007706104
20,32,True,inv1,2,loo,0.2598270114,2644,0.9943267776,0.0646721699,0.0651086475,-0.0004364776
20,32,True,inv1,2,fixed020,0.2000000000,2644,0.9943267776,0.0646735466,0.0651086475,-0.0004351009
20,32,True,inv1,70404,loo,0.2406547041,2644,0.9947049924,0.0673855509,0.0680908876,-0.0007053367
20,32,True,inv1,70404,fixed020,0.2000000000,2644,0.9947049924,0.0674346700,0.0680908876,-0.0006562177
20,32,True,inv2,0,loo,0.2289151353,2644,0.9977307110,0.0700918690,0.0703032685,-0.0002113995
20,32,True,inv2,0,fixed020,0.2000000000,2644,0.9977307110,0.0700513057,0.0703032685,-0.0002519628
20,32,True,inv2,1,loo,0.1993279647,2644,0.9928139183,0.0620604273,0.0627891573,-0.0007287299
20,32,True,inv2,1,fixed020,0.2000000000,2644,0.9928139183,0.0620597286,0.0627891573,-0.0007294286
20,32,True,inv2,2,loo,0.2128568132,2644,0.9943267776,0.0646625178,0.0651086475,-0.0004461297
20,32,True,inv2,2,fixed020,0.2000000000,2644,0.9943267776,0.0646603372,0.0651086475,-0.0004483103
20,32,True,inv2,70404,loo,0.1974116282,2644,0.9947049924,0.0674113208,0.0680908876,-0.0006795668
20,32,True,inv2,70404,fixed020,0.2000000000,2644,0.9947049924,0.0674084358,0.0680908876,-0.0006824518
20,32,True,median,0,loo,0.2889101314,2644,0.9977307110,0.0702024900,0.0703032685,-0.0001007785
20,32,True,median,0,fixed020,0.2000000000,2644,0.9977307110,0.0701399984,0.0703032685,-0.0001632701
20,32,True,median,1,loo,0.2353721060,2644,0.9928139183,0.0622513468,0.0627891573,-0.0005378105
20,32,True,median,1,fixed020,0.2000000000,2644,0.9928139183,0.0622939506,0.0627891573,-0.0004952066
20,32,True,median,2,loo,0.2587271604,2644,0.9943267776,0.0648113903,0.0651086475,-0.0002972572
20,32,True,median,2,fixed020,0.2000000000,2644,0.9943267776,0.0648265199,0.0651086475,-0.0002821276
20,32,True,median,70404,loo,0.2522082587,2644,0.9947049924,0.0676914777,0.0680908876,-0.0003994099
20,32,True,median,70404,fixed020,0.2000000000,2644,0.9947049924,0.0677192553,0.0680908876,-0.0003716323
20,32,True,mean,0,loo,0.2568877579,2644,0.9977307110,0.0701166078,0.0703032685,-0.0001866607
20,32,True,mean,0,fixed020,0.2000000000,2644,0.9977307110,0.0700784500,0.0703032685,-0.0002248185
20,32,True,mean,1,loo,0.2126757326,2644,0.9928139183,0.0621387396,0.0627891573,-0.0006504177
20,32,True,mean,1,fixed020,0.2000000000,2644,0.9928139183,0.0621586614,0.0627891573,-0.0006304958
20,32,True,mean,2,loo,0.2498268753,2644,0.9943267776,0.0648742413,0.0651086475,-0.0002344062
20,32,True,mean,2,fixed020,0.2000000000,2644,0.9943267776,0.0648538896,0.0651086475,-0.0002547579
20,32,True,mean,70404,loo,0.2286012655,2644,0.9947049924,0.0676062014,0.0680908876,-0.0004846862
20,32,True,mean,70404,fixed020,0.2000000000,2644,0.9947049924,0.0676255556,0.0680908876,-0.0004653320
20,32,True,exp,0,loo,0.2767607460,2644,0.9977307110,0.0700976399,0.0703032685,-0.0002056286
20,32,True,exp,0,fixed020,0.2000000000,2644,0.9977307110,0.0700261154,0.0703032685,-0.0002771531
20,32,True,exp,1,loo,0.2370554609,2644,0.9928139183,0.0619695759,0.0627891573,-0.0008195814
20,32,True,exp,1,fixed020,0.2000000000,2644,0.9928139183,0.0620275126,0.0627891573,-0.0007616446
20,32,True,exp,2,loo,0.2587691245,2644,0.9943267776,0.0646404008,0.0651086475,-0.0004682467
20,32,True,exp,2,fixed020,0.2000000000,2644,0.9943267776,0.0646460927,0.0651086475,-0.0004625548
20,32,True,exp,70404,loo,0.2396315716,2644,0.9947049924,0.0673622213,0.0680908876,-0.0007286663
20,32,True,exp,70404,fixed020,0.2000000000,2644,0.9947049924,0.0674131342,0.0680908876,-0.0006777534
24,2,False,inv1,0,loo,0.1436771809,2644,0.9761724660,0.0697508818,0.0703032685,-0.0005523867
24,2,False,inv1,0,fixed020,0.2000000000,2644,0.9761724660,0.0698597319,0.0703032685,-0.0004435366
24,2,False,inv1,1,loo,0.1406979798,2644,0.9670953101,0.0620381752,0.0627891573,-0.0007509820
24,2,False,inv1,1,fixed020,0.2000000000,2644,0.9670953101,0.0621339705,0.0627891573,-0.0006551868
24,2,False,inv1,2,loo,0.1451571576,2644,0.9663388805,0.0645585778,0.0651086475,-0.0005500697
24,2,False,inv1,2,fixed020,0.2000000000,2644,0.9663388805,0.0646906668,0.0651086475,-0.0004179807
24,2,False,inv1,70404,loo,0.1400091659,2644,0.9754160363,0.0674063379,0.0680908876,-0.0006845497
24,2,False,inv1,70404,fixed020,0.2000000000,2644,0.9754160363,0.0674822339,0.0680908876,-0.0006086537
24,2,False,inv2,0,loo,0.1406700949,2644,0.9761724660,0.0697597673,0.0703032685,-0.0005435012
24,2,False,inv2,0,fixed020,0.2000000000,2644,0.9761724660,0.0698929289,0.0703032685,-0.0004103396
24,2,False,inv2,1,loo,0.1376443936,2644,0.9670953101,0.0620328341,0.0627891573,-0.0007563231
24,2,False,inv2,1,fixed020,0.2000000000,2644,0.9670953101,0.0621547859,0.0627891573,-0.0006343713
24,2,False,inv2,2,loo,0.1417460227,2644,0.9663388805,0.0645491034,0.0651086475,-0.0005595441
24,2,False,inv2,2,fixed020,0.2000000000,2644,0.9663388805,0.0647061185,0.0651086475,-0.0004025290
24,2,False,inv2,70404,loo,0.1357554465,2644,0.9754160363,0.0673789249,0.0680908876,-0.0007119627
24,2,False,inv2,70404,fixed020,0.2000000000,2644,0.9754160363,0.0674596322,0.0680908876,-0.0006312554
24,2,False,median,0,loo,0.1347257421,2644,0.9761724660,0.0697162752,0.0703032685,-0.0005869933
24,2,False,median,0,fixed020,0.2000000000,2644,0.9761724660,0.0697958669,0.0703032685,-0.0005074016
24,2,False,median,1,loo,0.1345981066,2644,0.9670953101,0.0620881284,0.0627891573,-0.0007010289
24,2,False,median,1,fixed020,0.2000000000,2644,0.9670953101,0.0621851738,0.0627891573,-0.0006039834
24,2,False,median,2,loo,0.1415911022,2644,0.9663388805,0.0646616825,0.0651086475,-0.0004469650
24,2,False,median,2,fixed020,0.2000000000,2644,0.9663388805,0.0648237038,0.0651086475,-0.0002849437
24,2,False,median,70404,loo,0.1385082880,2644,0.9754160363,0.0675561809,0.0680908876,-0.0005347068
24,2,False,median,70404,fixed020,0.2000000000,2644,0.9754160363,0.0676856769,0.0680908876,-0.0004052107
24,2,False,mean,0,loo,0.1406322043,2644,0.9761724660,0.0697702652,0.0703032685,-0.0005330033
24,2,False,mean,0,fixed020,0.2000000000,2644,0.9761724660,0.0698824538,0.0703032685,-0.0004208147
24,2,False,mean,1,loo,0.1380929111,2644,0.9670953101,0.0620916177,0.0627891573,-0.0006975396
24,2,False,mean,1,fixed020,0.2000000000,2644,0.9670953101,0.0621937371,0.0627891573,-0.0005954202
24,2,False,mean,2,loo,0.1423089022,2644,0.9663388805,0.0645937278,0.0651086475,-0.0005149197
24,2,False,mean,2,fixed020,0.2000000000,2644,0.9663388805,0.0647299542,0.0651086475,-0.0003786933
24,2,False,mean,70404,loo,0.1379536013,2644,0.9754160363,0.0674621412,0.0680908876,-0.0006287464
24,2,False,mean,70404,fixed020,0.2000000000,2644,0.9754160363,0.0675510740,0.0680908876,-0.0005398136
24,2,False,exp,0,loo,0.1426599170,2644,0.9761724660,0.0697591824,0.0703032685,-0.0005440861
24,2,False,exp,0,fixed020,0.2000000000,2644,0.9761724660,0.0698660518,0.0703032685,-0.0004372167
24,2,False,exp,1,loo,0.1399033117,2644,0.9670953101,0.0620659213,0.0627891573,-0.0007232360
24,2,False,exp,1,fixed020,0.2000000000,2644,0.9670953101,0.0621609095,0.0627891573,-0.0006282478
24,2,False,exp,2,loo,0.1443015339,2644,0.9663388805,0.0645777230,0.0651086475,-0.0005309245
24,2,False,exp,2,fixed020,0.2000000000,2644,0.9663388805,0.0647081293,0.0651086475,-0.0004005182
24,2,False,exp,70404,loo,0.1396882763,2644,0.9754160363,0.0674387126,0.0680908876,-0.0006521750
24,2,False,exp,70404,fixed020,0.2000000000,2644,0.9754160363,0.0675201463,0.0680908876,-0.0005707413
24,2,True,inv1,0,loo,0.1644796831,2644,0.9761724660,0.0698019072,0.0703032685,-0.0005013613
24,2,True,inv1,0,fixed020,0.2000000000,2644,0.9761724660,0.0698015357,0.0703032685,-0.0005017328
24,2,True,inv1,1,loo,0.1573249567,2644,0.9670953101,0.0620677247,0.0627891573,-0.0007214326
24,2,True,inv1,1,fixed020,0.2000000000,2644,0.9670953101,0.0620318751,0.0627891573,-0.0007572822
24,2,True,inv1,2,loo,0.1739567125,2644,0.9663388805,0.0647097218,0.0651086475,-0.0003989257
24,2,True,inv1,2,fixed020,0.2000000000,2644,0.9663388805,0.0647398161,0.0651086475,-0.0003688314
24,2,True,inv1,70404,loo,0.1792997607,2644,0.9754160363,0.0678214287,0.0680908876,-0.0002694589
24,2,True,inv1,70404,fixed020,0.2000000000,2644,0.9754160363,0.0678567275,0.0680908876,-0.0002341601
24,2,True,inv2,0,loo,0.1593235822,2644,0.9761724660,0.0698002854,0.0703032685,-0.0005029831
24,2,True,inv2,0,fixed020,0.2000000000,2644,0.9761724660,0.0698020941,0.0703032685,-0.0005011744
24,2,True,inv2,1,loo,0.1542315874,2644,0.9670953101,0.0620896103,0.0627891573,-0.0006995469
24,2,True,inv2,1,fixed020,0.2000000000,2644,0.9670953101,0.0620650967,0.0627891573,-0.0007240605
24,2,True,inv2,2,loo,0.1693745016,2644,0.9663388805,0.0647179596,0.0651086475,-0.0003906879
24,2,True,inv2,2,fixed020,0.2000000000,2644,0.9663388805,0.0647598858,0.0651086475,-0.0003487617
24,2,True,inv2,70404,loo,0.1722425226,2644,0.9754160363,0.0677915829,0.0680908876,-0.0002993048
24,2,True,inv2,70404,fixed020,0.2000000000,2644,0.9754160363,0.0678369800,0.0680908876,-0.0002539076
24,2,True,median,0,loo,0.1586491486,2644,0.9761724660,0.0697791263,0.0703032685,-0.0005241422
24,2,True,median,0,fixed020,0.2000000000,2644,0.9761724660,0.0697640181,0.0703032685,-0.0005392504
24,2,True,median,1,loo,0.1546297957,2644,0.9670953101,0.0621068102,0.0627891573,-0.0006823471
24,2,True,median,1,fixed020,0.2000000000,2644,0.9670953101,0.0620692539,0.0627891573,-0.0007199034
24,2,True,median,2,loo,0.1728679605,2644,0.9663388805,0.0647647630,0.0651086475,-0.0003438845
24,2,True,median,2,fixed020,0.2000000000,2644,0.9663388805,0.0647988707,0.0651086475,-0.0003097768
24,2,True,median,70404,loo,0.1802482721,2644,0.9754160363,0.0678961984,0.0680908876,-0.0001946892
24,2,True,median,70404,fixed020,0.2000000000,2644,0.9754160363,0.0679358534,0.0680908876,-0.0001550342
24,2,True,mean,0,loo,0.1625858647,2644,0.9761724660,0.0698317732,0.0703032685,-0.0004714953
24,2,True,mean,0,fixed020,0.2000000000,2644,0.9761724660,0.0698365156,0.0703032685,-0.0004667529
24,2,True,mean,1,loo,0.1535376075,2644,0.9670953101,0.0620884651,0.0627891573,-0.0007006922
24,2,True,mean,1,fixed020,0.2000000000,2644,0.9670953101,0.0620459808,0.0627891573,-0.0007431764
24,2,True,mean,2,loo,0.1701952206,2644,0.9663388805,0.0647161945,0.0651086475,-0.0003924530
24,2,True,mean,2,fixed020,0.2000000000,2644,0.9663388805,0.0647475142,0.0651086475,-0.0003611332
24,2,True,mean,70404,loo,0.1779245930,2644,0.9754160363,0.0678608409,0.0680908876,-0.0002300467
24,2,True,mean,70404,fixed020,0.2000000000,2644,0.9754160363,0.0679020469,0.0680908876,-0.0001888407
24,2,True,exp,0,loo,0.1644263511,2644,0.9761724660,0.0698171179,0.0703032685,-0.0004861506
24,2,True,exp,0,fixed020,0.2000000000,2644,0.9761724660,0.0698188920,0.0703032685,-0.0004843765
24,2,True,exp,1,loo,0.1559714063,2644,0.9670953101,0.0620744574,0.0627891573,-0.0007146999
24,2,True,exp,1,fixed020,0.2000000000,2644,0.9670953101,0.0620337513,0.0627891573,-0.0007554060
24,2,True,exp,2,loo,0.1728609803,2644,0.9663388805,0.0647114345,0.0651086475,-0.0003972130
24,2,True,exp,2,fixed020,0.2000000000,2644,0.9663388805,0.0647404537,0.0651086475,-0.0003681938
24,2,True,exp,70404,loo,0.1798138661,2644,0.9754160363,0.0678459882,0.0680908876,-0.0002448994
24,2,True,exp,70404,fixed020,0.2000000000,2644,0.9754160363,0.0678822353,0.0680908876,-0.0002086523
24,4,False,inv1,0,loo,0.1872280556,2644,0.9931921331,0.0695822041,0.0703032685,-0.0007210644
24,4,False,inv1,0,fixed020,0.2000000000,2644,0.9931921331,0.0695956608,0.0703032685,-0.0007076077
24,4,False,inv1,1,loo,0.1841407588,2644,0.9863842663,0.0618000458,0.0627891573,-0.0009891114
24,4,False,inv1,1,fixed020,0.2000000000,2644,0.9863842663,0.0618096895,0.0627891573,-0.0009794677
24,4,False,inv1,2,loo,0.1812412241,2644,0.9886535552,0.0641493520,0.0651086475,-0.0009592955
24,4,False,inv1,2,fixed020,0.2000000000,2644,0.9886535552,0.0641491658,0.0651086475,-0.0009594817
24,4,False,inv1,70404,loo,0.1816639085,2644,0.9901664145,0.0671690713,0.0680908876,-0.0009218163
24,4,False,inv1,70404,fixed020,0.2000000000,2644,0.9901664145,0.0671704953,0.0680908876,-0.0009203923
24,4,False,inv2,0,loo,0.1663668955,2644,0.9931921331,0.0696215236,0.0703032685,-0.0006817449
24,4,False,inv2,0,fixed020,0.2000000000,2644,0.9931921331,0.0696710619,0.0703032685,-0.0006322066
24,4,False,inv2,1,loo,0.1646939091,2644,0.9863842663,0.0618821568,0.0627891573,-0.0009070005
24,4,False,inv2,1,fixed020,0.2000000000,2644,0.9863842663,0.0619311525,0.0627891573,-0.0008580048
24,4,False,inv2,2,loo,0.1641405175,2644,0.9886535552,0.0642839854,0.0651086475,-0.0008246621
24,4,False,inv2,2,fixed020,0.2000000000,2644,0.9886535552,0.0643244136,0.0651086475,-0.0007842339
24,4,False,inv2,70404,loo,0.1610616699,2644,0.9901664145,0.0672154953,0.0680908876,-0.0008753923
24,4,False,inv2,70404,fixed020,0.2000000000,2644,0.9901664145,0.0672321552,0.0680908876,-0.0008587324
24,4,False,median,0,loo,0.1778404853,2644,0.9931921331,0.0696152412,0.0703032685,-0.0006880273
24,4,False,median,0,fixed020,0.2000000000,2644,0.9931921331,0.0696275940,0.0703032685,-0.0006756745
24,4,False,median,1,loo,0.1768711885,2644,0.9863842663,0.0619582255,0.0627891573,-0.0008309317
24,4,False,median,1,fixed020,0.2000000000,2644,0.9863842663,0.0619694093,0.0627891573,-0.0008197479
24,4,False,median,2,loo,0.1749574672,2644,0.9886535552,0.0643457722,0.0651086475,-0.0007628753
24,4,False,median,2,fixed020,0.2000000000,2644,0.9886535552,0.0643477438,0.0651086475,-0.0007609037
24,4,False,median,70404,loo,0.1802717531,2644,0.9901664145,0.0674411239,0.0680908876,-0.0006497637
24,4,False,median,70404,fixed020,0.2000000000,2644,0.9901664145,0.0674601046,0.0680908876,-0.0006307830
24,4,False,mean,0,loo,0.1998975738,2644,0.9931921331,0.0695938698,0.0703032685,-0.0007093987
24,4,False,mean,0,fixed020,0.2000000000,2644,0.9931921331,0.0695939777,0.0703032685,-0.0007092908
24,4,False,mean,1,loo,0.1950780419,2644,0.9863842663,0.0617686299,0.0627891573,-0.0010205273
