width,radius,source_profile,agg,held_seed,mode,alpha,n,coverage,rmse,base_rmse,delta
8,16,False,inv2,70404,loo,0.2338470215,2644,0.9928139183,0.0669917585,0.0680908876,-0.0010991291
8,16,False,inv2,70404,fixed020,0.2000000000,2644,0.9928139183,0.0670716103,0.0680908876,-0.0010192773
8,16,False,median,0,loo,0.2863627914,2644,0.9958396369,0.0697333883,0.0703032685,-0.0005698802
8,16,False,median,0,fixed020,0.2000000000,2644,0.9958396369,0.0697903335,0.0703032685,-0.0005129350
8,16,False,median,1,loo,0.2918291619,2644,0.9913010590,0.0622729418,0.0627891573,-0.0005162154
8,16,False,median,1,fixed020,0.2000000000,2644,0.9913010590,0.0623106457,0.0627891573,-0.0004785116
8,16,False,median,2,loo,0.2993487047,2644,0.9931921331,0.0647248029,0.0651086475,-0.0003838446
8,16,False,median,2,fixed020,0.2000000000,2644,0.9931921331,0.0647263675,0.0651086475,-0.0003822800
8,16,False,median,70404,loo,0.2739788069,2644,0.9928139183,0.0673941903,0.0680908876,-0.0006966973
8,16,False,median,70404,fixed020,0.2000000000,2644,0.9928139183,0.0674845311,0.0680908876,-0.0006063565
8,16,False,mean,0,loo,0.3047449692,2644,0.9958396369,0.0697320229,0.0703032685,-0.0005712456
8,16,False,mean,0,fixed020,0.2000000000,2644,0.9958396369,0.0697578657,0.0703032685,-0.0005454028
8,16,False,mean,1,loo,0.2825209849,2644,0.9913010590,0.0618327893,0.0627891573,-0.0009563680
8,16,False,mean,1,fixed020,0.2000000000,2644,0.9913010590,0.0619679597,0.0627891573,-0.0008211976
8,16,False,mean,2,loo,0.3070330325,2644,0.9931921331,0.0645649103,0.0651086475,-0.0005437372
8,16,False,mean,2,fixed020,0.2000000000,2644,0.9931921331,0.0645743767,0.0651086475,-0.0005342708
8,16,False,mean,70404,loo,0.2864549371,2644,0.9928139183,0.0672509468,0.0680908876,-0.0008399408
8,16,False,mean,70404,fixed020,0.2000000000,2644,0.9928139183,0.0673625987,0.0680908876,-0.0007282889
8,16,False,exp,0,loo,0.3065315570,2644,0.9958396369,0.0696194913,0.0703032685,-0.0006837772
8,16,False,exp,0,fixed020,0.2000000000,2644,0.9958396369,0.0696606612,0.0703032685,-0.0006426073
8,16,False,exp,1,loo,0.2955712508,2644,0.9913010590,0.0617862155,0.0627891573,-0.0010029418
8,16,False,exp,1,fixed020,0.2000000000,2644,0.9913010590,0.0619066210,0.0627891573,-0.0008825363
8,16,False,exp,2,loo,0.3094826484,2644,0.9931921331,0.0644650650,0.0651086475,-0.0006435825
8,16,False,exp,2,fixed020,0.2000000000,2644,0.9931921331,0.0644834846,0.0651086475,-0.0006251629
8,16,False,exp,70404,loo,0.2817785029,2644,0.9928139183,0.0670044756,0.0680908876,-0.0010864120
8,16,False,exp,70404,fixed020,0.2000000000,2644,0.9928139183,0.0671698639,0.0680908876,-0.0009210237
8,16,True,inv1,0,loo,0.5238882620,2644,0.9958396369,0.0698746918,0.0703032685,-0.0004285767
8,16,True,inv1,0,fixed020,0.2000000000,2644,0.9958396369,0.0699647856,0.0703032685,-0.0003384829
8,16,True,inv1,1,loo,0.4559973391,2644,0.9913010590,0.0618173251,0.0627891573,-0.0009718322
8,16,True,inv1,1,fixed020,0.2000000000,2644,0.9913010590,0.0622209188,0.0627891573,-0.0005682384
8,16,True,inv1,2,loo,0.5075094163,2644,0.9931921331,0.0646051700,0.0651086475,-0.0005034775
8,16,True,inv1,2,fixed020,0.2000000000,2644,0.9931921331,0.0647548865,0.0651086475,-0.0003537610
8,16,True,inv1,70404,loo,0.4887992333,2644,0.9928139183,0.0674399674,0.0680908876,-0.0006509202
8,16,True,inv1,70404,fixed020,0.2000000000,2644,0.9928139183,0.0676803524,0.0680908876,-0.0004105352
8,16,True,inv2,0,loo,0.4334268380,2644,0.9958396369,0.0698386355,0.0703032685,-0.0004646330
8,16,True,inv2,0,fixed020,0.2000000000,2644,0.9958396369,0.0699260242,0.0703032685,-0.0003772443
8,16,True,inv2,1,loo,0.3884259422,2644,0.9913010590,0.0619048356,0.0627891573,-0.0008843216
8,16,True,inv2,1,fixed020,0.2000000000,2644,0.9913010590,0.0621927353,0.0627891573,-0.0005964220
8,16,True,inv2,2,loo,0.4353627953,2644,0.9931921331,0.0647222790,0.0651086475,-0.0003863685
8,16,True,inv2,2,fixed020,0.2000000000,2644,0.9931921331,0.0647779217,0.0651086475,-0.0003307258
8,16,True,inv2,70404,loo,0.4078138914,2644,0.9928139183,0.0674782030,0.0680908876,-0.0006126846
8,16,True,inv2,70404,fixed020,0.2000000000,2644,0.9928139183,0.0676609413,0.0680908876,-0.0004299463
8,16,True,median,0,loo,0.5916265227,2644,0.9958396369,0.0700403347,0.0703032685,-0.0002629338
8,16,True,median,0,fixed020,0.2000000000,2644,0.9958396369,0.0701002933,0.0703032685,-0.0002029752
8,16,True,median,1,loo,0.5454578517,2644,0.9913010590,0.0622869739,0.0627891573,-0.0005021833
8,16,True,median,1,fixed020,0.2000000000,2644,0.9913010590,0.0625029975,0.0627891573,-0.0002861598
8,16,True,median,2,loo,0.5294959831,2644,0.9931921331,0.0645662851,0.0651086475,-0.0005423624
8,16,True,median,2,fixed020,0.2000000000,2644,0.9931921331,0.0648143138,0.0651086475,-0.0002943337
8,16,True,median,70404,loo,0.5520709464,2644,0.9928139183,0.0675852147,0.0680908876,-0.0005056730
8,16,True,median,70404,fixed020,0.2000000000,2644,0.9928139183,0.0677946391,0.0680908876,-0.0002962485
8,16,True,mean,0,loo,0.5580700226,2644,0.9958396369,0.0699057463,0.0703032685,-0.0003975222
8,16,True,mean,0,fixed020,0.2000000000,2644,0.9958396369,0.0699947133,0.0703032685,-0.0003085552
8,16,True,mean,1,loo,0.4841765231,2644,0.9913010590,0.0618761246,0.0627891573,-0.0009130327
8,16,True,mean,1,fixed020,0.2000000000,2644,0.9913010590,0.0622832681,0.0627891573,-0.0005058892
8,16,True,mean,2,loo,0.5325027722,2644,0.9931921331,0.0645608824,0.0651086475,-0.0005477651
8,16,True,mean,2,fixed020,0.2000000000,2644,0.9931921331,0.0647556436,0.0651086475,-0.0003530039
8,16,True,mean,70404,loo,0.5234537402,2644,0.9928139183,0.0674624369,0.0680908876,-0.0006284507
8,16,True,mean,70404,fixed020,0.2000000000,2644,0.9928139183,0.0677047000,0.0680908876,-0.0003861876
8,16,True,exp,0,loo,0.5235340717,2644,0.9958396369,0.0698780154,0.0703032685,-0.0004252531
8,16,True,exp,0,fixed020,0.2000000000,2644,0.9958396369,0.0699744448,0.0703032685,-0.0003288237
8,16,True,exp,1,loo,0.4565171988,2644,0.9913010590,0.0617913959,0.0627891573,-0.0009977614
8,16,True,exp,1,fixed020,0.2000000000,2644,0.9913010590,0.0622084425,0.0627891573,-0.0005807147
8,16,True,exp,2,loo,0.5093853445,2644,0.9931921331,0.0645772515,0.0651086475,-0.0005313960
8,16,True,exp,2,fixed020,0.2000000000,2644,0.9931921331,0.0647402028,0.0651086475,-0.0003684447
8,16,True,exp,70404,loo,0.4964792517,2644,0.9928139183,0.0674768454,0.0680908876,-0.0006140422
8,16,True,exp,70404,fixed020,0.2000000000,2644,0.9928139183,0.0676964674,0.0680908876,-0.0003944203
8,32,False,inv1,0,loo,0.3127537495,2644,0.9977307110,0.0696226290,0.0703032685,-0.0006806395
8,32,False,inv1,0,fixed020,0.2000000000,2644,0.9977307110,0.0696630977,0.0703032685,-0.0006401708
8,32,False,inv1,1,loo,0.2983204144,2644,0.9928139183,0.0617556097,0.0627891573,-0.0010335475
8,32,False,inv1,1,fixed020,0.2000000000,2644,0.9928139183,0.0618948296,0.0627891573,-0.0008943277
8,32,False,inv1,2,loo,0.3173550734,2644,0.9943267776,0.0645202574,0.0651086475,-0.0005883901
8,32,False,inv1,2,fixed020,0.2000000000,2644,0.9943267776,0.0645214495,0.0651086475,-0.0005871980
8,32,False,inv1,70404,loo,0.2848296279,2644,0.9947049924,0.0669930379,0.0680908876,-0.0010978497
8,32,False,inv1,70404,fixed020,0.2000000000,2644,0.9947049924,0.0671720061,0.0680908876,-0.0009188815
8,32,False,inv2,0,loo,0.2580742927,2644,0.9977307110,0.0696350760,0.0703032685,-0.0006681925
8,32,False,inv2,0,fixed020,0.2000000000,2644,0.9977307110,0.0696466429,0.0703032685,-0.0006566256
8,32,False,inv2,1,loo,0.2570417778,2644,0.9928139183,0.0619566670,0.0627891573,-0.0008324902
8,32,False,inv2,1,fixed020,0.2000000000,2644,0.9928139183,0.0619779958,0.0627891573,-0.0008111615
8,32,False,inv2,2,loo,0.2636029144,2644,0.9943267776,0.0645375819,0.0651086475,-0.0005710656
8,32,False,inv2,2,fixed020,0.2000000000,2644,0.9943267776,0.0645175179,0.0651086475,-0.0005911296
8,32,False,inv2,70404,loo,0.2330233853,2644,0.9947049924,0.0669989129,0.0680908876,-0.0010919747
8,32,False,inv2,70404,fixed020,0.2000000000,2644,0.9947049924,0.0670768034,0.0680908876,-0.0010140842
8,32,False,median,0,loo,0.2856421350,2644,0.9977307110,0.0697936386,0.0703032685,-0.0005096299
8,32,False,median,0,fixed020,0.2000000000,2644,0.9977307110,0.0698443698,0.0703032685,-0.0004588987
8,32,False,median,1,loo,0.2815000131,2644,0.9928139183,0.0622691365,0.0627891573,-0.0005200207
8,32,False,median,1,fixed020,0.2000000000,2644,0.9928139183,0.0623295325,0.0627891573,-0.0004596247
8,32,False,median,2,loo,0.3001666149,2644,0.9943267776,0.0647936032,0.0651086475,-0.0003150443
8,32,False,median,2,fixed020,0.2000000000,2644,0.9943267776,0.0647898535,0.0651086475,-0.0003187940
8,32,False,median,70404,loo,0.2825378794,2644,0.9947049924,0.0675891651,0.0680908876,-0.0005017225
8,32,False,median,70404,fixed020,0.2000000000,2644,0.9947049924,0.0676449229,0.0680908876,-0.0004459647
8,32,False,mean,0,loo,0.3129164273,2644,0.9977307110,0.0697789545,0.0703032685,-0.0005243140
8,32,False,mean,0,fixed020,0.2000000000,2644,0.9977307110,0.0698005383,0.0703032685,-0.0005027302
8,32,False,mean,1,loo,0.2799612814,2644,0.9928139183,0.0618022827,0.0627891573,-0.0009868746
8,32,False,mean,1,fixed020,0.2000000000,2644,0.9928139183,0.0619617303,0.0627891573,-0.0008274270
8,32,False,mean,2,loo,0.3175517343,2644,0.9943267776,0.0646568721,0.0651086475,-0.0004517754
8,32,False,mean,2,fixed020,0.2000000000,2644,0.9943267776,0.0646460357,0.0651086475,-0.0004626118
8,32,False,mean,70404,loo,0.2957242675,2644,0.9947049924,0.0673661583,0.0680908876,-0.0007247293
8,32,False,mean,70404,fixed020,0.2000000000,2644,0.9947049924,0.0674641500,0.0680908876,-0.0006267376
8,32,False,exp,0,loo,0.3050908127,2644,0.9977307110,0.0696182076,0.0703032685,-0.0006850609
8,32,False,exp,0,fixed020,0.2000000000,2644,0.9977307110,0.0696612144,0.0703032685,-0.0006420541
8,32,False,exp,1,loo,0.2934519183,2644,0.9928139183,0.0617782072,0.0627891573,-0.0010109500
8,32,False,exp,1,fixed020,0.2000000000,2644,0.9928139183,0.0619021980,0.0627891573,-0.0008869593
8,32,False,exp,2,loo,0.3106900889,2644,0.9943267776,0.0645130414,0.0651086475,-0.0005956061
8,32,False,exp,2,fixed020,0.2000000000,2644,0.9943267776,0.0645143817,0.0651086475,-0.0005942658
8,32,False,exp,70404,loo,0.2803872863,2644,0.9947049924,0.0670096806,0.0680908876,-0.0010812070
8,32,False,exp,70404,fixed020,0.2000000000,2644,0.9947049924,0.0671731547,0.0680908876,-0.0009177329
8,32,True,inv1,0,loo,0.5335215445,2644,0.9977307110,0.0698648586,0.0703032685,-0.0004384099
8,32,True,inv1,0,fixed020,0.2000000000,2644,0.9977307110,0.0699656055,0.0703032685,-0.0003376630
8,32,True,inv1,1,loo,0.4586799796,2644,0.9928139183,0.0617761147,0.0627891573,-0.0010130426
8,32,True,inv1,1,fixed020,0.2000000000,2644,0.9928139183,0.0622098193,0.0627891573,-0.0005793380
8,32,True,inv1,2,loo,0.5224353916,2644,0.9943267776,0.0646518269,0.0651086475,-0.0004568206
8,32,True,inv1,2,fixed020,0.2000000000,2644,0.9943267776,0.0647788522,0.0651086475,-0.0003297953
8,32,True,inv1,70404,loo,0.5012159583,2644,0.9947049924,0.0674625766,0.0680908876,-0.0006283110
8,32,True,inv1,70404,fixed020,0.2000000000,2644,0.9947049924,0.0676964448,0.0680908876,-0.0003944428
8,32,True,inv2,0,loo,0.4294273420,2644,0.9977307110,0.0698349861,0.0703032685,-0.0004682824
8,32,True,inv2,0,fixed020,0.2000000000,2644,0.9977307110,0.0699257176,0.0703032685,-0.0003775509
8,32,True,inv2,1,loo,0.3836694207,2644,0.9928139183,0.0619039480,0.0627891573,-0.0008852093
8,32,True,inv2,1,fixed020,0.2000000000,2644,0.9928139183,0.0621911260,0.0627891573,-0.0005980313
8,32,True,inv2,2,loo,0.4362855388,2644,0.9943267776,0.0647656069,0.0651086475,-0.0003430406
8,32,True,inv2,2,fixed020,0.2000000000,2644,0.9943267776,0.0647984944,0.0651086475,-0.0003101531
8,32,True,inv2,70404,loo,0.4050852914,2644,0.9947049924,0.0674869267,0.0680908876,-0.0006039609
8,32,True,inv2,70404,fixed020,0.2000000000,2644,0.9947049924,0.0676654117,0.0680908876,-0.0004254759
8,32,True,median,0,loo,0.5917115886,2644,0.9977307110,0.0700852160,0.0703032685,-0.0002180525
8,32,True,median,0,fixed020,0.2000000000,2644,0.9977307110,0.0701306020,0.0703032685,-0.0001726665
8,32,True,median,1,loo,0.5249936199,2644,0.9928139183,0.0623258447,0.0627891573,-0.0004633125
8,32,True,median,1,fixed020,0.2000000000,2644,0.9928139183,0.0625372780,0.0627891573,-0.0002518793
8,32,True,median,2,loo,0.5329997887,2644,0.9943267776,0.0646786787,0.0651086475,-0.0004299688
8,32,True,median,2,fixed020,0.2000000000,2644,0.9943267776,0.0648693544,0.0651086475,-0.0002392931
8,32,True,median,70404,loo,0.5565484369,2644,0.9947049924,0.0677183273,0.0680908876,-0.0003725603
8,32,True,median,70404,fixed020,0.2000000000,2644,0.9947049924,0.0678645258,0.0680908876,-0.0002263619
8,32,True,mean,0,loo,0.5740253888,2644,0.9977307110,0.0698903094,0.0703032685,-0.0004129591
8,32,True,mean,0,fixed020,0.2000000000,2644,0.9977307110,0.0700067376,0.0703032685,-0.0002965309
8,32,True,mean,1,loo,0.4822584860,2644,0.9928139183,0.0618042792,0.0627891573,-0.0009848781
8,32,True,mean,1,fixed020,0.2000000000,2644,0.9928139183,0.0622682726,0.0627891573,-0.0005208847
8,32,True,mean,2,loo,0.5667481278,2644,0.9943267776,0.0646731381,0.0651086475,-0.0004355094
8,32,True,mean,2,fixed020,0.2000000000,2644,0.9943267776,0.0648078957,0.0651086475,-0.0003007518
8,32,True,mean,70404,loo,0.5558260680,2644,0.9947049924,0.0675772795,0.0680908876,-0.0005136081
8,32,True,mean,70404,fixed020,0.2000000000,2644,0.9947049924,0.0677649179,0.0680908876,-0.0003259697
8,32,True,exp,0,loo,0.5196481499,2644,0.9977307110,0.0698728364,0.0703032685,-0.0004304321
8,32,True,exp,0,fixed020,0.2000000000,2644,0.9977307110,0.0699740894,0.0703032685,-0.0003291791
8,32,True,exp,1,loo,0.4515667011,2644,0.9928139183,0.0617882935,0.0627891573,-0.0010008637
8,32,True,exp,1,fixed020,0.2000000000,2644,0.9928139183,0.0622059696,0.0627891573,-0.0005831876
8,32,True,exp,2,loo,0.5112877918,2644,0.9943267776,0.0646226071,0.0651086475,-0.0004860404
8,32,True,exp,2,fixed020,0.2000000000,2644,0.9943267776,0.0647586570,0.0651086475,-0.0003499905
8,32,True,exp,70404,loo,0.4939026632,2644,0.9947049924,0.0674834493,0.0680908876,-0.0006074383
8,32,True,exp,70404,fixed020,0.2000000000,2644,0.9947049924,0.0676997039,0.0680908876,-0.0003911837
12,2,False,inv1,0,loo,0.1928064331,2644,0.9761724660,0.0698868423,0.0703032685,-0.0004164262
12,2,False,inv1,0,fixed020,0.2000000000,2644,0.9761724660,0.0698963123,0.0703032685,-0.0004069562
12,2,False,inv1,1,loo,0.1882787586,2644,0.9670953101,0.0621817041,0.0627891573,-0.0006074532
12,2,False,inv1,1,fixed020,0.2000000000,2644,0.9670953101,0.0621917932,0.0627891573,-0.0005973640
12,2,False,inv1,2,loo,0.1917680319,2644,0.9663388805,0.0646324097,0.0651086475,-0.0004762378
12,2,False,inv1,2,fixed020,0.2000000000,2644,0.9663388805,0.0646429875,0.0651086475,-0.0004656600
12,2,False,inv1,70404,loo,0.1646754598,2644,0.9754160363,0.0671279706,0.0680908876,-0.0009629170
12,2,False,inv1,70404,fixed020,0.2000000000,2644,0.9754160363,0.0670483445,0.0680908876,-0.0010425432
12,2,False,inv2,0,loo,0.1889012407,2644,0.9761724660,0.0699151629,0.0703032685,-0.0003881056
12,2,False,inv2,0,fixed020,0.2000000000,2644,0.9761724660,0.0699330311,0.0703032685,-0.0003702374
12,2,False,inv2,1,loo,0.1848306281,2644,0.9670953101,0.0622012175,0.0627891573,-0.0005879397
12,2,False,inv2,1,fixed020,0.2000000000,2644,0.9670953101,0.0622198673,0.0627891573,-0.0005692899
12,2,False,inv2,2,loo,0.1858320947,2644,0.9663388805,0.0646068862,0.0651086475,-0.0005017613
12,2,False,inv2,2,fixed020,0.2000000000,2644,0.9663388805,0.0646254159,0.0651086475,-0.0004832316
12,2,False,inv2,70404,loo,0.1586775225,2644,0.9754160363,0.0670962203,0.0680908876,-0.0009946673
12,2,False,inv2,70404,fixed020,0.2000000000,2644,0.9754160363,0.0669941675,0.0680908876,-0.0010967201
12,2,False,median,0,loo,0.1725320399,2644,0.9761724660,0.0698355239,0.0703032685,-0.0004677446
12,2,False,median,0,fixed020,0.2000000000,2644,0.9761724660,0.0698556791,0.0703032685,-0.0004475894
12,2,False,median,1,loo,0.1701777095,2644,0.9670953101,0.0622041342,0.0627891573,-0.0005850231
12,2,False,median,1,fixed020,0.2000000000,2644,0.9670953101,0.0622195833,0.0627891573,-0.0005695740
12,2,False,median,2,loo,0.1847019602,2644,0.9663388805,0.0648583291,0.0651086475,-0.0002503184
12,2,False,median,2,fixed020,0.2000000000,2644,0.9663388805,0.0648946845,0.0651086475,-0.0002139630
12,2,False,median,70404,loo,0.1553538504,2644,0.9754160363,0.0673327471,0.0680908876,-0.0007581405
12,2,False,median,70404,fixed020,0.2000000000,2644,0.9754160363,0.0672695465,0.0680908876,-0.0008213411
12,2,False,mean,0,loo,0.1876506571,2644,0.9761724660,0.0698797575,0.0703032685,-0.0004235110
12,2,False,mean,0,fixed020,0.2000000000,2644,0.9761724660,0.0698945546,0.0703032685,-0.0004087139
12,2,False,mean,1,loo,0.1828316086,2644,0.9670953101,0.0621984286,0.0627891573,-0.0005907287
12,2,False,mean,1,fixed020,0.2000000000,2644,0.9670953101,0.0622103755,0.0627891573,-0.0005787817
12,2,False,mean,2,loo,0.1891604825,2644,0.9663388805,0.0646878886,0.0651086475,-0.0004207589
12,2,False,mean,2,fixed020,0.2000000000,2644,0.9663388805,0.0647040467,0.0651086475,-0.0004046008
12,2,False,mean,70404,loo,0.1625646643,2644,0.9754160363,0.0672082726,0.0680908876,-0.0008826150
12,2,False,mean,70404,fixed020,0.2000000000,2644,0.9754160363,0.0671363897,0.0680908876,-0.0009544980
12,2,False,exp,0,loo,0.1908661827,2644,0.9761724660,0.0698787385,0.0703032685,-0.0004245300
12,2,False,exp,0,fixed020,0.2000000000,2644,0.9761724660,0.0698898169,0.0703032685,-0.0004134516
12,2,False,exp,1,loo,0.1860943544,2644,0.9670953101,0.0621868604,0.0627891573,-0.0006022968
12,2,False,exp,1,fixed020,0.2000000000,2644,0.9670953101,0.0621968797,0.0627891573,-0.0005922775
12,2,False,exp,2,loo,0.1914475007,2644,0.9663388805,0.0646646422,0.0651086475,-0.0004440053
12,2,False,exp,2,fixed020,0.2000000000,2644,0.9663388805,0.0646764997,0.0651086475,-0.0004321478
12,2,False,exp,70404,loo,0.1645987120,2644,0.9754160363,0.0671735290,0.0680908876,-0.0009173586
12,2,False,exp,70404,fixed020,0.2000000000,2644,0.9754160363,0.0671008162,0.0680908876,-0.0009900714
12,2,True,inv1,0,loo,0.2902540117,2644,0.9761724660,0.0697052125,0.0703032685,-0.0005980560
12,2,True,inv1,0,fixed020,0.2000000000,2644,0.9761724660,0.0697763612,0.0703032685,-0.0005269073
12,2,True,inv1,1,loo,0.2900474193,2644,0.9670953101,0.0621209001,0.0627891573,-0.0006682572
12,2,True,inv1,1,fixed020,0.2000000000,2644,0.9670953101,0.0622009896,0.0627891573,-0.0005881676
12,2,True,inv1,2,loo,0.3141670017,2644,0.9663388805,0.0648202324,0.0651086475,-0.0002884151
12,2,True,inv1,2,fixed020,0.2000000000,2644,0.9663388805,0.0647844582,0.0651086475,-0.0003241893
12,2,True,inv1,70404,loo,0.2836918440,2644,0.9754160363,0.0674653673,0.0680908876,-0.0006255203
12,2,True,inv1,70404,fixed020,0.2000000000,2644,0.9754160363,0.0675522082,0.0680908876,-0.0005386794
12,2,True,inv2,0,loo,0.2873272954,2644,0.9761724660,0.0697122595,0.0703032685,-0.0005910090
12,2,True,inv2,0,fixed020,0.2000000000,2644,0.9761724660,0.0697754762,0.0703032685,-0.0005277923
12,2,True,inv2,1,loo,0.2888576359,2644,0.9670953101,0.0621399058,0.0627891573,-0.0006492515
12,2,True,inv2,1,fixed020,0.2000000000,2644,0.9670953101,0.0622057948,0.0627891573,-0.0005833625
12,2,True,inv2,2,loo,0.3087069052,2644,0.9663388805,0.0648085150,0.0651086475,-0.0003001325
12,2,True,inv2,2,fixed020,0.2000000000,2644,0.9663388805,0.0647735617,0.0651086475,-0.0003350858
12,2,True,inv2,70404,loo,0.2751051473,2644,0.9754160363,0.0674038465,0.0680908876,-0.0006870411
12,2,True,inv2,70404,fixed020,0.2000000000,2644,0.9754160363,0.0674983299,0.0680908876,-0.0005925577
12,2,True,median,0,loo,0.2621349844,2644,0.9761724660,0.0696696293,0.0703032685,-0.0006336392
12,2,True,median,0,fixed020,0.2000000000,2644,0.9761724660,0.0697436616,0.0703032685,-0.0005596069
12,2,True,median,1,loo,0.2666033418,2644,0.9670953101,0.0621285207,0.0627891573,-0.0006606366
12,2,True,median,1,fixed020,0.2000000000,2644,0.9670953101,0.0622034631,0.0627891573,-0.0005856942
12,2,True,median,2,loo,0.3098683522,2644,0.9663388805,0.0649936904,0.0651086475,-0.0001149571
12,2,True,median,2,fixed020,0.2000000000,2644,0.9663388805,0.0648993854,0.0651086475,-0.0002092621
12,2,True,median,70404,loo,0.2781992919,2644,0.9754160363,0.0676427763,0.0680908876,-0.0004481113
12,2,True,median,70404,fixed020,0.2000000000,2644,0.9754160363,0.0676814659,0.0680908876,-0.0004094217
12,2,True,mean,0,loo,0.2742435163,2644,0.9761724660,0.0697346981,0.0703032685,-0.0005685704
12,2,True,mean,0,fixed020,0.2000000000,2644,0.9761724660,0.0697933038,0.0703032685,-0.0005099647
12,2,True,mean,1,loo,0.2727876759,2644,0.9670953101,0.0621511606,0.0627891573,-0.0006379967
12,2,True,mean,1,fixed020,0.2000000000,2644,0.9670953101,0.0622195649,0.0627891573,-0.0005695923
12,2,True,mean,2,loo,0.3007461391,2644,0.9663388805,0.0648564605,0.0651086475,-0.0002521870
12,2,True,mean,2,fixed020,0.2000000000,2644,0.9663388805,0.0648147785,0.0651086475,-0.0002938690
